70
0.00 2.50 5.00 7.50 63.29 54.51 16.05 22.19 40.10 90.55 93.45 71.25 74.35 79.18 61.82 89.21 93.21 76.62 115.08 63.03 39.77 82.96 37.64 55.22 57.88 58.20 91.71 75.37 44.39 5.29 8.95 9.32 35.98 22.29 93.68 20.57 3.95 7.04 8.75 96.52 111.03 56.83 71.84 117.71 119.14 112.45 116.57 89.38 77.59 91.85 85.30 64.93 101.76 99.46 105.53 58.40 109.79 93.44 97.50 123.41 39.95 11.25 79.02 92.52 106.52 49.25 72.76 56.21 56.21 60.83
2.50 0.00 2.50 5.00 62.93 53.98 13.70 24.52 42.57 92.17 95.05 73.46 76.59 81.40 64.04 90.76 94.70 78.42 113.60 60.60 37.27 82.06 36.84 57.17 55.41 55.75 90.17 75.47 46.83 6.55 10.78 11.10 38.48 24.79 95.92 21.58 6.17 7.22 7.52 99.01 113.51 54.35 70.28 119.94 121.43 114.79 118.85 91.29 79.80 93.72 87.31 62.43 100.06 97.72 107.58 60.39 111.76 94.94 99.96 125.28 37.46 8.75 81.52 95.02 109.02 51.75 75.26 58.71 58.71 63.14
5.00 2.50 0.00 2.50 62.67 53.56 11.40 26.88 45.06 93.82 96.69 75.69 78.84 83.63 66.28 92.36 96.23 80.26 112.16 58.17 34.77 81.22 36.19 59.16 52.94 53.29 88.68 75.65 49.28 8.39 12.84 13.11 40.98 27.29 98.17 22.82 8.55 8.19 7.00 101.51 116.00 51.87 68.77 122.19 123.72 117.14 121.13 93.24 82.02 95.61 89.34 59.94 98.40 96.01 109.64 62.43 113.75 96.48 102.43 127.18 34.98 6.25 84.02 97.52 111.52 54.25 77.76 61.21 61.21 65.48
7.50 5.00 2.50 0.00 62.51 53.26 9.22 29.26 47.54 95.51 98.37 77.94 81.11 85.88 68.54 93.99 97.80 82.13 110.76 55.75 32.27 80.46 35.71 61.18 50.47 50.85 87.23 75.91 51.73 10.50 15.04 15.26 43.48 29.79 100.43 24.25 10.98 9.72 7.35 104.00 118.48 49.40 67.32 124.45 126.02 119.49 123.43 95.21 84.26 97.54 91.39 57.44 96.77 94.35 111.73 64.49 115.76 98.06 104.89 129.09 32.49 3.76 86.52 100.02 114.02 56.75 80.26 63.71 63.71 67.82
63.29 62.93 62.67 62.51 0.00 9.78 57.67 62.10 75.97 68.39 70.10 78.44 81.71 84.19 72.97 65.35 66.16 65.43 65.70 70.28 67.94 25.31 27.36 59.36 71.55 70.06 47.89 17.61 90.06 58.69 58.11 71.47 77.70 69.97 95.87 46.61 61.70 56.26 55.67 120.08 130.27 72.14 36.11 115.74 119.61 117.51 117.08 78.38 82.47 78.25 79.01 85.72 60.67 60.14 96.34 62.42 96.36 66.76 115.54 104.15 65.94 62.71 109.08 120.38 132.53 86.44 104.02 91.37 91.37 77.16
54.51 53.98 53.56 53.26 9.78 0.00 48.07 55.55 70.97 72.46 74.46 77.92 81.31 84.28 71.50 69.60 71.02 67.35 68.43 62.20 58.37 30.11 17.76 58.04 62.93 61.53 48.25 26.63 84.29 50.14 49.99 63.00 72.00 63.12 96.84 39.23 53.21 47.54 46.61 118.32 129.35 63.41 33.02 117.85 121.42 118.56 118.84 80.90 82.52 81.22 80.76 76.95 60.81 59.78 99.15 61.40 99.86 71.58 114.54 108.76 56.41 53.27 106.10 117.97 130.61 81.73 100.73 87.13 87.13 75.10
16.05 13.70 11.40 9.22 57.67 48.07 0.00 35.92 55.00 97.58 100.36 83.13 86.42 91.06 73.86 95.79 99.28 85.18 102.37 47.07 24.79 73.65 30.32 65.20 42.15 42.36 78.78 72.37 60.39 16.98 21.30 24.47 51.48 37.80 105.63 26.63 18.70 14.64 10.20 111.53 125.77 41.20 58.92 129.57 131.43 125.34 128.82 98.69 89.38 100.75 95.36 50.32 88.00 85.51 115.79 68.69 119.37 99.60 111.90 132.17 24.60 6.60 94.41 107.89 121.88 64.71 88.16 71.65 71.65 73.75
22.19 24.52 26.88 29.26 62.10 55.55 35.92 0.00 19.52 71.69 74.64 49.22 52.26 57.12 39.79 70.80 75.22 56.66 122.43 82.10 60.68 85.66 43.03 34.64 77.75 77.78 100.16 69.43 29.32 19.09 14.63 21.34 17.66 8.20 71.58 17.06 18.35 21.30 25.79 75.78 89.88 76.91 81.14 95.59 96.96 90.27 94.39 68.60 55.57 71.36 64.07 86.19 111.58 109.73 84.03 37.44 88.67 75.34 75.98 102.72 60.51 32.93 59.17 72.54 86.46 30.05 52.98 36.76 36.76 38.63
40.10 42.57 45.06 47.54 75.97 70.97 55.00 19.52 0.00 66.96 69.85 36.62 38.92 43.85 28.01 66.97 71.85 50.72 139.11 101.55 79.60 100.73 60.86 30.13 97.05 97.14 117.55 79.74 15.65 38.02 33.79 35.97 6.46 18.10 57.44 35.39 36.62 40.54 45.03 56.54 70.94 96.17 99.09 80.94 81.57 74.01 79.12 59.84 42.63 63.17 54.20 104.95 129.36 127.69 72.52 31.17 78.19 71.79 57.47 93.05 79.57 51.30 39.65 53.05 66.99 10.98 33.46 17.35 17.35 24.39
90.55 92.17 93.82 95.51 68.39 72.46 97.58 71.69 66.96 0.00 2.95 36.35 36.99 34.97 40.87 3.25 6.60 16.31 128.53 131.44 119.16 89.04 78.89 37.72 130.29 129.37 115.02 56.29 81.06 85.62 81.62 92.70 73.07 77.80 37.54 71.42 86.76 85.79 88.92 73.63 77.32 130.26 104.41 50.23 54.92 55.92 52.72 15.59 34.38 13.00 20.93 142.87 127.62 127.55 29.63 35.92 28.21 6.13 65.12 36.46 117.92 98.29 73.16 78.16 85.31 70.51 71.59 70.02 70.02 46.53
