90
0.00 28.85 36.06 76.28 61.66 34.75 81.96 57.50 67.10 55.78 82.27 42.63 42.59 44.67 43.95 40.64 34.60 46.03 65.26 44.35 67.64 81.98 74.40 83.63 109.98 114.09 107.98 68.32 71.51 81.76 72.37 44.86 69.64 120.62 141.33 124.60 130.05 18.81 37.06 36.40 34.60 35.26 128.43 144.08 124.63 129.05 17.61 35.62 44.22 30.46 87.93 109.25 117.23 82.62 69.28 72.98 118.47 130.44 122.06 126.27 105.73 126.67 77.99 52.03 45.97 137.93 148.99 124.00 135.11 78.39 23.92 83.15 94.23 55.97 78.15 103.42 88.56 95.54 81.00 82.90 121.72 129.24 140.46 124.60 128.58 106.96 110.08 119.39 85.48 61.85
28.85 0.00 11.75 78.28 48.47 58.08 64.06 34.90 48.30 38.73 59.01 35.75 38.33 40.92 31.05 35.84 23.75 40.25 42.03 31.11 44.52 59.02 52.35 56.30 118.68 114.48 111.94 75.11 65.45 62.06 54.07 58.00 47.72 131.00 138.26 134.81 142.15 40.35 28.50 26.50 23.75 24.57 125.69 139.60 129.48 139.90 37.55 27.69 46.27 22.93 65.83 101.16 108.04 61.95 45.97 50.82 128.56 140.08 128.90 132.06 108.01 118.11 57.08 34.62 47.72 130.62 142.41 131.73 133.32 56.75 49.32 66.12 69.13 41.42 64.54 96.07 90.35 97.53 90.98 91.02 111.02 126.02 137.89 129.52 133.49 113.41 119.32 115.87 68.21 36.05
36.06 11.75 0.00 70.27 37.33 59.77 71.00 23.38 36.55 27.17 47.89 27.35 30.60 33.06 41.37 28.24 16.10 31.73 46.95 41.34 33.24 47.82 40.89 56.26 112.07 105.34 103.87 86.84 75.93 68.19 42.32 69.55 53.21 124.85 128.10 128.55 136.53 42.79 20.66 18.52 16.10 16.73 115.68 129.14 121.48 133.83 39.77 20.34 40.03 34.56 54.46 90.25 96.91 50.34 50.59 55.98 122.33 133.57 121.54 124.33 99.50 107.03 45.47 43.26 59.39 119.68 131.55 124.64 123.48 45.25 52.69 54.38 71.30 50.62 73.13 85.33 81.98 89.09 85.37 84.73 99.67 115.90 127.84 121.54 125.47 106.12 112.91 105.76 75.31 39.14
76.28 78.28 70.27 0.00 41.78 59.25 141.26 63.84 54.40 51.62 71.43 42.95 39.99 37.43 108.98 42.47 54.74 38.54 116.94 109.10 66.41 70.26 64.72 121.14 43.54 37.82 33.67 144.48 142.56 138.39 53.48 121.03 123.31 57.10 65.72 60.41 69.96 60.90 49.97 52.06 54.74 53.97 52.89 69.30 51.26 66.04 60.32 50.65 33.04 98.20 69.80 42.51 51.10 62.92 120.40 125.95 54.46 64.73 51.49 54.06 29.98 57.99 62.21 112.80 120.25 66.36 75.97 54.88 59.05 64.55 65.53 52.18 138.41 119.70 142.78 36.56 12.37 19.53 24.68 20.20 57.86 53.98 64.63 51.31 55.26 36.28 44.85 44.72 145.57 108.45
61.66 48.47 37.33 41.78 0.00 66.23 105.32 22.81 13.33 11.29 32.41 19.79 21.60 20.93 78.67 22.50 27.69 18.13 79.95 78.63 24.72 31.42 24.42 80.47 85.23 71.30 72.87 122.96 113.22 101.58 14.91 103.35 86.46 98.85 91.59 102.10 111.73 56.03 24.61 25.47 27.69 26.91 79.50 92.19 90.13 107.76 53.61 26.05 28.75 71.30 33.74 52.95 59.60 26.68 82.95 88.68 96.20 106.19 92.03 93.67 67.32 69.70 23.84 79.83 95.93 82.36 94.25 95.82 87.56 25.72 65.39 22.29 98.27 87.42 109.19 48.18 51.13 57.59 63.73 60.78 62.62 79.51 91.51 90.25 93.96 77.40 86.61 69.46 109.71 70.67
34.75 58.08 59.77 59.25 66.23 0.00 116.62 73.72 76.90 66.27 95.66 47.81 44.98 45.31 78.67 44.79 48.56 48.21 98.59 79.05 82.72 94.97 87.07 114.32 82.23 94.52 85.02 96.48 105.12 116.19 80.57 71.31 103.46 90.98 123.92 94.97 98.84 17.77 47.30 48.31 48.56 48.64 111.35 128.11 99.80 98.78 20.53 46.24 38.21 65.19 99.03 99.89 108.51 92.33 102.62 106.76 89.13 101.08 95.44 100.45 84.74 116.48 88.65 86.49 78.53 125.55 135.20 96.49 116.61 89.94 11.31 88.07 126.87 90.71 112.86 93.75 69.88 75.81 54.12 57.81 114.52 112.66 122.54 99.70 103.51 81.52 81.82 103.80 120.19 93.85
81.96 64.06 71.00 141.26 105.32 116.62 0.00 83.90 98.80 94.04 97.70 98.32 101.44 103.96 38.04 99.02 86.71 102.72 25.57 37.63 88.53 98.48 95.96 40.11 182.60 175.83 174.86 63.37 32.30 6.00 103.84 69.81 19.13 195.04 196.75 198.83 206.19 99.57 91.44 89.31 86.71 87.43 184.80 196.89 192.48 203.95 97.40 90.91 110.15 51.54 105.53 156.94 162.29 105.75 23.26 17.70 192.58 204.05 192.45 195.32 170.39 172.43 101.63 30.36 49.54 185.60 197.65 195.45 192.88 99.95 105.87 115.22 30.56 26.17 12.86 152.85 152.94 160.02 155.04 155.01 163.38 184.76 196.76 192.54 196.46 177.00 183.30 174.75 4.40 35.23
57.50 34.90 23.38 63.84 22.81 73.72 83.90 0.00 15.17 12.23 24.84 28.04 31.86 33.13 61.39 30.79 25.50 30.27 58.34 61.24 10.15 24.64 17.51 57.68 107.38 93.98 95.62 109.31 95.25 79.80 20.68 92.88 64.82 120.88 113.01 124.24 133.55 59.14 26.47 25.42 25.50 25.27 101.31 113.00 112.93 129.85 56.20 27.49 42.34 57.01 31.11 73.05 78.61 27.09 61.06 66.81 118.25 128.54 114.67 116.42 90.12 88.79 22.21 60.68 81.70 101.88 113.92 118.37 109.50 21.88 69.35 32.78 75.47 68.43 88.92 69.00 73.78 80.34 84.15 81.90 80.27 101.14 113.12 113.04 116.77 99.87 108.64 91.24 88.29 48.80
67.10 48.30 36.55 54.40 13.33 76.90 98.80 15.17 0.00 11.42 19.43 29.11 32.02 32.12 76.25 32.11 32.65 29.07 73.23 76.12 12.39 18.53 11.14 70.42 97.55 81.05 84.14 123.35 110.30 94.56 5.77 105.72 79.69 111.24 98.54 114.37 124.26 64.79 31.31 31.29 32.65 32.07 87.11 98.25 101.04 120.08 62.09 32.70 40.81 71.01 22.17 58.21 63.53 15.83 75.81 81.55 108.58 118.22 103.59 104.81 78.19 73.70 11.77 75.82 95.83 86.83 98.88 107.55 95.40 13.12 74.66 17.92 88.60 83.57 104.06 54.43 62.88 68.94 76.93 73.80 65.10 86.83 98.76 101.18 104.77 89.35 99.03 77.07 103.19 63.61
55.78 38.73 27.17 51.62 11.29 66.27 94.04 12.23 11.42 0.00 29.40 18.61 21.98 22.65 68.18 21.61 21.25 19.61 68.66 68.11 17.46 28.72 20.80 69.73 95.15 82.50 83.60 113.78 102.65 90.29 16.59 95.27 75.17 108.65 102.79 112.02 121.32 53.55 19.96 19.87 21.25 20.66 90.77 103.26 100.99 117.62 50.80 21.32 31.81 61.65 33.30 63.75 70.04 27.22 71.65 77.38 106.02 116.33 102.55 104.41 78.24 80.21 22.93 68.89 86.45 93.04 105.00 106.21 98.84 23.90 63.51 27.93 87.34 76.53 98.07 59.19 61.69 68.34 72.10 69.73 72.56 90.75 102.75 101.09 104.85 87.69 96.41 80.72 98.44 59.38
