80
0.00 4.86 8.55 28.99 0.53 37.93 50.85 44.12 50.42 71.50 32.80 23.41 82.57 13.49 38.59 41.19 46.83 35.26 46.10 37.47 57.88 54.21 32.86 27.84 47.35 43.64 15.05 29.77 38.36 44.33 110.40 105.71 98.77 75.51 77.58 87.43 44.95 64.17 71.48 115.72 127.39 121.60 125.47 24.45 23.89 14.46 43.69 45.35 112.36 125.85 123.37 127.51 28.14 22.97 55.60 52.54 49.94 98.89 88.97 32.74 57.44 55.86 110.06 125.34 116.31 127.24 97.85 101.16 30.29 48.49 57.17 116.27 125.69 118.51 123.28 40.62 23.74 52.22 64.90 72.72
4.86 0.00 4.01 24.88 4.58 34.95 47.62 40.45 47.56 76.29 36.54 28.21 80.47 18.35 39.49 41.18 51.16 36.15 50.66 38.97 56.90 58.47 36.93 31.75 43.25 39.55 18.75 31.28 38.62 41.53 115.16 110.31 102.77 71.91 73.96 82.58 45.88 59.32 66.65 118.95 130.70 126.26 130.11 28.73 28.64 19.10 42.29 43.99 116.17 130.28 126.26 130.40 32.22 24.02 55.91 52.43 50.19 100.92 92.82 35.69 52.60 52.13 114.17 129.88 120.80 129.98 101.19 104.53 35.12 45.59 54.50 120.88 129.22 121.91 126.59 41.19 23.54 53.88 62.30 71.79
8.55 4.01 0.00 23.57 8.38 34.93 47.20 39.56 47.54 80.04 40.53 31.94 77.22 21.87 42.44 43.56 53.46 39.10 53.30 42.22 54.39 60.65 38.97 35.76 39.25 35.55 22.75 34.59 41.19 37.99 118.95 114.23 106.78 68.00 70.05 79.32 48.81 56.11 63.54 122.80 134.57 130.14 134.00 31.10 31.73 22.98 43.67 45.38 120.15 134.25 129.99 134.13 34.30 27.18 58.42 50.57 52.69 104.31 96.80 39.52 49.01 48.19 118.18 133.82 124.76 133.66 105.07 108.42 38.80 41.99 50.98 124.79 133.15 125.81 130.46 43.93 26.02 57.15 58.81 69.26
28.99 24.88 23.57 0.00 28.51 14.35 24.48 16.16 25.87 95.40 49.96 49.32 88.79 41.27 38.34 34.96 75.81 35.75 74.89 40.87 71.44 83.20 61.77 46.81 41.75 38.87 35.75 35.33 34.46 49.51 133.40 126.59 114.05 71.39 73.22 62.77 43.54 40.05 46.27 124.54 136.53 142.95 146.62 53.43 52.33 39.86 28.67 30.19 125.67 144.57 129.48 133.58 57.05 29.04 48.83 70.22 43.61 99.92 103.18 45.30 37.56 52.43 126.03 145.27 135.74 132.25 107.92 111.32 56.14 52.41 61.52 137.09 136.62 128.51 132.52 37.96 23.56 54.07 69.05 85.72
0.53 4.58 8.38 28.51 0.00 37.40 50.32 43.61 49.89 71.72 32.73 23.63 82.83 13.80 38.19 40.74 47.31 34.87 46.54 37.13 58.23 54.69 33.36 27.80 47.32 43.61 14.96 29.42 37.92 44.49 110.61 105.85 98.76 75.57 77.64 87.10 44.56 63.83 71.13 115.59 127.27 121.76 125.62 24.93 24.28 14.60 43.17 44.83 112.32 125.94 123.19 127.33 28.64 22.57 55.17 52.96 49.51 98.61 88.93 32.55 57.18 55.89 110.07 125.46 116.42 127.05 97.73 101.05 30.54 48.64 57.36 116.42 125.60 118.40 123.16 40.20 23.26 51.89 65.09 73.08
37.93 34.95 34.93 14.35 37.40 0.00 13.12 9.66 12.62 96.20 49.39 53.82 103.06 47.88 31.07 25.37 83.37 29.46 81.57 34.93 85.58 90.87 70.26 47.59 55.45 52.78 39.44 31.79 26.18 63.86 132.82 124.64 109.09 84.62 86.38 66.77 34.82 46.07 50.63 116.32 128.28 141.09 144.58 61.60 58.95 45.09 15.90 17.14 119.50 141.03 120.08 124.12 65.60 28.02 37.24 83.88 32.67 89.15 97.94 43.08 46.96 66.15 121.22 142.45 132.74 122.40 100.57 103.93 60.07 66.73 75.81 134.94 129.15 120.75 124.36 29.55 21.96 45.61 83.29 99.96
50.85 47.62 47.20 24.48 50.32 13.12 0.00 9.09 4.75 107.93 61.12 66.77 110.28 61.00 40.00 32.84 96.49 39.22 94.67 44.51 95.29 103.99 83.34 59.81 61.39 59.29 52.40 42.91 34.79 72.27 143.74 134.89 117.52 88.96 90.54 60.87 42.17 43.17 45.85 121.84 133.66 151.30 154.68 74.69 72.06 58.16 20.85 21.09 126.88 150.22 124.27 128.20 78.67 40.27 40.82 94.60 37.64 91.97 106.26 54.31 47.39 71.86 129.64 152.10 142.33 126.03 107.12 110.40 72.90 74.64 83.37 145.03 135.30 126.69 129.87 37.69 34.38 52.51 90.49 109.24
44.12 40.45 39.56 16.16 43.61 9.66 9.09 0.00 12.23 105.55 58.82 62.10 101.25 55.31 40.59 34.47 90.57 39.09 89.17 44.55 86.29 98.04 76.94 56.78 52.46 50.28 47.82 41.42 35.60 63.18 142.38 134.29 118.65 80.43 82.06 57.45 43.99 37.56 41.53 125.20 137.13 150.74 154.24 68.41 66.47 53.04 23.75 24.60 128.88 150.67 128.50 132.50 72.23 37.31 45.09 85.82 41.02 96.96 107.48 52.66 40.05 62.99 130.78 152.11 142.41 130.61 109.73 113.08 68.57 65.56 74.30 144.60 138.23 129.76 133.25 38.89 31.22 54.73 81.45 100.19
50.42 47.56 47.54 25.87 49.89 12.62 4.75 12.23 0.00 104.83 58.16 64.93 113.22 59.79 36.15 28.74 95.25 35.62 93.18 40.79 97.25 102.76 82.47 57.19 64.60 62.33 50.61 39.78 30.93 74.72 140.21 131.10 113.27 92.65 94.28 65.60 37.93 47.83 50.60 117.18 128.99 147.50 150.83 73.78 70.72 56.63 16.61 16.67 122.43 146.11 119.54 123.46 77.85 37.83 36.13 96.04 33.08 87.22 102.00 51.12 51.69 75.17 125.38 148.11 138.33 121.28 102.57 105.84 70.83 77.28 86.15 141.18 130.69 122.06 125.21 33.66 32.16 48.12 93.40 111.40
71.50 76.29 80.04 95.40 71.72 96.20 107.93 105.55 104.83 0.00 46.85 48.10 138.52 58.33 69.97 77.92 45.98 69.63 40.73 65.02 109.25 46.68 54.19 48.88 117.09 113.46 59.87 65.06 74.89 108.76 38.95 36.57 44.86 141.97 144.03 157.71 71.08 134.52 141.34 74.42 82.53 51.16 55.14 55.64 50.65 57.28 89.39 90.11 60.08 59.07 87.12 90.38 55.95 68.24 81.01 98.90 79.06 83.27 42.22 53.71 128.79 123.79 51.34 56.60 48.95 92.86 59.07 60.87 41.29 112.92 119.52 46.66 76.66 73.40 79.04 73.10 74.34 65.54 126.02 120.83
