60
0.00 49.68 83.20 46.58 46.41 83.81 94.71 21.24 33.16 34.26 33.72 21.54 116.41 28.83 13.53 14.65 66.71 79.64 77.26 31.01 90.55 80.16 85.27 95.90 108.44 90.39 88.84 47.56 30.08 40.94 32.70 29.38 72.52 67.81 33.69 37.08 43.42 15.09 15.57 15.57 15.74 15.74 87.79 87.29 29.60 95.11 101.47 88.38 92.48 58.20 34.90 14.27 19.71 20.34 19.28 19.01 74.63 78.05 94.07 51.51
49.68 0.00 51.00 12.39 14.00 41.90 50.38 29.00 22.64 22.02 75.72 30.84 69.14 22.57 49.20 52.69 18.69 30.35 96.13 32.16 117.89 98.97 110.56 105.78 130.18 96.27 119.39 81.99 72.81 9.98 19.61 23.81 116.20 114.95 74.20 78.20 6.70 34.89 47.78 47.78 43.54 43.54 64.32 75.87 77.32 45.44 52.09 71.91 77.59 55.47 46.01 47.12 51.46 38.96 42.96 46.96 76.19 73.11 49.21 15.87
83.20 51.00 0.00 63.39 65.00 79.07 81.10 69.75 70.70 70.50 92.27 73.72 87.32 67.34 74.31 76.66 56.42 54.75 81.85 52.31 107.43 83.81 99.33 79.81 111.61 68.75 112.25 88.48 91.08 51.21 53.90 55.56 126.51 131.65 89.67 93.00 51.67 73.16 71.80 71.80 69.05 69.05 17.58 37.48 100.85 55.84 64.43 29.70 35.08 40.52 55.01 72.25 71.85 63.52 66.04 68.70 51.61 42.99 28.20 37.05
46.58 12.39 63.39 0.00 1.61 38.09 48.43 25.45 14.41 13.42 76.42 25.42 69.84 17.77 49.50 52.97 21.14 34.69 103.15 37.48 123.50 106.07 116.52 114.64 137.18 105.61 124.25 85.06 73.18 16.48 23.60 27.19 116.94 113.98 75.31 79.26 13.87 31.57 48.66 48.66 44.51 44.51 76.49 87.16 75.77 50.95 56.14 83.65 89.26 64.88 51.76 47.69 53.10 41.11 44.92 48.75 85.74 83.53 60.03 27.65
46.41 14.00 65.00 1.61 0.00 37.87 48.40 25.40 13.80 12.77 76.66 25.08 70.09 17.70 49.77 53.22 21.96 35.53 104.13 38.41 124.30 107.06 117.36 115.84 138.14 106.87 124.95 85.58 73.38 17.79 24.53 28.00 117.13 113.96 75.60 79.53 15.30 31.47 49.01 49.01 44.88 44.88 78.08 88.65 75.72 51.84 56.84 85.19 90.79 66.18 52.68 48.00 53.52 41.65 45.41 49.21 87.04 84.93 61.48 29.22
83.81 41.90 79.07 38.09 37.87 0.00 11.70 63.16 50.65 49.55 114.51 62.28 35.44 55.48 87.60 91.06 25.04 24.92 137.91 73.77 159.78 140.72 152.46 146.34 171.91 136.34 161.14 122.82 111.25 51.30 60.35 64.35 155.00 151.59 113.40 117.35 47.91 69.13 86.74 86.74 82.57 82.57 95.90 112.02 113.33 34.15 32.78 106.25 112.04 96.04 87.83 85.78 91.11 78.93 82.82 86.71 116.23 111.73 61.03 55.04
94.71 50.38 81.10 48.43 48.40 11.70 0.00 73.80 61.61 60.52 124.69 73.21 23.80 66.10 97.77 101.25 32.08 26.66 145.32 82.55 167.92 148.07 160.43 152.34 179.14 142.03 169.68 132.21 121.51 60.19 69.58 73.69 165.26 162.35 123.45 127.43 56.79 79.86 96.76 96.76 92.54 92.54 98.45 115.93 124.11 29.78 25.61 109.55 115.27 102.43 96.31 95.87 100.93 88.59 92.53 96.48 122.06 116.79 59.68 61.81
21.24 29.00 69.75 25.45 25.40 63.16 73.80 0.00 13.14 14.18 51.73 4.56 95.23 7.70 25.21 28.51 45.49 58.54 85.59 23.42 103.12 88.57 96.80 100.77 118.87 93.29 102.82 62.21 48.35 21.36 15.85 14.84 91.99 88.56 50.91 54.75 23.21 6.15 24.98 24.98 21.27 21.27 78.00 82.49 50.33 74.21 80.35 81.50 86.44 55.19 35.19 23.76 29.94 20.03 22.93 26.11 74.88 75.59 75.95 34.23
33.16 22.64 70.70 14.41 13.80 50.65 61.61 13.14 0.00 1.10 64.81 11.62 83.74 6.47 38.35 41.65 35.53 49.05 97.33 32.60 115.74 100.30 109.23 111.26 130.95 103.15 115.68 75.27 61.39 19.50 20.33 22.05 104.93 100.96 64.03 67.86 19.32 18.71 38.06 38.06 34.24 34.24 81.50 88.97 62.71 65.26 70.55 86.80 92.11 63.52 46.03 36.87 42.95 32.27 35.56 38.98 83.99 83.46 71.83 33.65
34.26 22.02 70.50 13.42 12.77 49.55 60.52 14.18 1.10 0.00 65.88 12.73 82.66 7.30 39.39 42.69 34.56 48.09 98.12 33.22 116.64 101.08 110.11 111.90 131.76 103.72 116.62 76.26 62.46 19.35 20.71 22.60 106.01 102.06 65.09 68.92 18.99 19.79 39.07 39.07 35.22 35.22 81.51 89.23 63.81 64.32 69.55 86.95 92.29 63.98 46.75 37.88 43.94 33.16 36.49 39.94 84.50 83.85 71.24 33.46
