80
0.00 102.88 104.75 73.20 65.84 108.31 112.84 71.86 71.13 79.01 75.01 51.81 90.39 53.98 62.13 64.58 67.94 55.31 110.59 116.97 59.56 13.51 18.75 68.96 37.25 42.52 15.26 78.80 86.48 87.95 108.18 98.87 52.10 102.30 83.55 12.56 31.83 23.93 40.16 57.01 55.05 54.00 48.83 67.15 54.23 27.09 15.14 56.45 67.90 25.27 32.14 18.89 45.78 50.61 42.20 54.05 72.22 73.70 75.39 76.98 52.38 18.19 4.45 28.89 54.46 31.56 29.25 33.06 18.23 19.55 17.74 18.17 105.87 104.78 84.77 76.94 61.77 41.62 100.89 111.33
102.88 0.00 24.20 37.84 44.80 8.49 34.08 156.25 158.91 169.34 164.17 115.58 76.58 100.46 83.83 81.63 126.62 117.07 51.63 51.15 95.42 95.42 94.48 112.90 108.25 98.71 101.81 35.79 19.46 185.81 201.97 193.02 107.89 196.90 175.01 91.13 72.68 81.84 95.99 95.30 88.15 90.11 118.81 155.88 101.48 87.50 113.41 69.83 130.03 117.01 70.75 115.54 57.10 79.40 70.18 75.42 81.75 79.91 77.93 76.16 51.15 86.37 105.82 125.90 133.03 129.33 132.11 135.82 120.72 121.06 120.41 120.71 3.02 32.20 41.19 47.21 61.52 114.50 33.03 55.81
104.75 24.20 0.00 31.72 39.39 31.49 58.20 165.94 167.76 177.68 172.75 127.48 97.59 114.00 99.66 98.00 140.33 129.48 75.67 75.35 110.30 94.79 92.51 128.20 117.93 110.07 100.13 26.55 37.35 191.45 209.55 200.37 120.55 204.11 183.09 92.27 72.95 87.28 106.96 109.70 102.44 104.12 129.76 164.38 115.01 84.20 117.39 84.28 143.31 113.93 73.93 114.00 61.04 70.07 65.80 65.49 99.57 98.06 96.45 95.03 53.14 90.65 106.85 123.55 143.15 134.15 133.57 137.59 121.37 120.96 122.46 121.41 24.04 56.27 61.85 66.02 76.90 124.48 56.75 79.81
73.20 37.84 31.72 0.00 7.77 45.88 65.02 136.92 138.24 147.81 143.05 100.69 85.15 89.19 78.24 77.42 114.92 103.10 76.12 78.78 87.13 63.07 60.86 104.87 89.63 83.31 68.47 5.88 33.03 160.44 179.18 169.94 94.64 173.61 153.06 60.68 41.38 57.21 79.98 86.01 78.96 80.25 102.14 134.70 90.14 52.73 86.25 62.24 117.42 82.56 43.22 82.36 31.45 41.62 34.43 37.58 81.01 80.15 79.27 78.55 23.08 59.96 75.19 92.06 114.68 103.14 101.89 105.93 89.66 89.24 90.87 89.70 40.20 59.37 53.09 52.90 56.84 96.24 57.59 79.45
65.84 44.80 39.39 7.77 0.00 52.58 69.98 130.78 131.88 141.28 136.60 95.59 85.07 84.96 75.41 74.90 110.27 98.15 79.51 82.74 83.54 55.43 53.13 101.04 83.97 78.36 60.75 12.99 37.53 153.35 172.39 163.13 89.93 166.76 146.45 53.29 34.06 50.91 74.96 82.23 75.36 76.49 96.70 128.27 85.88 44.96 79.17 59.52 112.58 74.79 36.65 74.63 26.00 34.68 26.66 30.92 79.13 78.48 77.86 77.38 17.73 53.26 67.69 84.29 108.83 96.11 94.37 98.43 82.08 81.59 83.45 82.12 47.29 63.79 55.02 53.59 55.03 90.57 61.62 82.59
108.31 8.49 31.49 45.88 52.58 0.00 27.04 158.81 161.77 172.34 167.10 117.54 74.05 101.87 84.38 81.93 127.73 118.80 45.84 44.49 96.27 101.55 100.92 113.37 111.14 101.06 108.12 44.13 22.34 189.65 205.11 196.28 109.61 200.19 178.08 96.87 78.88 86.50 98.52 96.38 89.38 91.43 121.12 158.88 102.89 94.29 118.15 71.31 131.29 123.54 76.24 121.72 62.71 87.26 77.36 83.38 81.26 79.25 77.07 75.13 57.41 91.31 111.45 132.21 135.56 133.70 137.44 141.04 126.34 126.86 125.66 126.30 7.51 26.69 39.82 46.96 62.75 117.23 28.41 50.10
112.84 34.08 58.20 65.02 69.98 27.04 0.00 151.78 155.66 166.52 161.14 109.62 54.91 92.81 73.59 70.56 116.81 110.11 20.17 17.54 85.75 109.12 109.82 100.99 106.50 95.05 116.24 65.21 32.49 186.51 199.36 191.00 101.19 194.99 172.40 103.06 87.78 89.19 93.25 86.56 80.41 82.64 114.21 153.29 93.78 104.94 119.73 64.50 120.78 132.12 82.64 128.88 70.61 103.48 90.52 100.33 67.52 65.14 62.54 60.19 68.23 94.74 116.63 139.66 128.94 133.47 140.73 143.83 131.02 132.29 128.91 130.94 34.25 8.10 29.57 38.30 56.09 111.81 12.17 24.40
71.86 156.25 165.94 136.92 130.78 158.81 151.78 0.00 6.47 16.02 10.98 42.17 104.99 59.07 78.53 81.74 39.25 41.92 140.21 147.51 66.66 85.37 90.56 55.56 48.16 57.77 85.67 142.81 136.99 41.30 47.85 40.13 50.62 44.11 21.73 82.49 98.71 79.88 60.31 65.49 71.38 69.14 37.81 8.56 58.14 98.87 56.80 88.11 35.01 85.92 94.21 79.14 105.55 122.35 111.91 125.55 86.43 88.93 91.68 94.18 113.87 78.07 73.04 80.17 23.25 42.55 58.50 55.68 66.86 70.31 60.51 66.63 159.19 144.26 122.87 114.25 96.80 41.77 140.16 138.68
71.13 158.91 167.76 138.24 131.88 161.77 155.66 6.47 0.00 10.90 5.50 46.30 109.95 63.30 82.80 86.06 44.94 46.43 144.64 151.94 71.14 84.61 89.67 60.97 50.67 61.00 84.37 144.12 139.78 35.17 43.71 35.45 54.80 39.45 16.80 82.29 99.21 81.04 63.31 69.81 75.38 73.13 41.45 4.08 62.40 98.22 55.99 91.59 40.76 83.45 95.23 76.91 107.03 121.74 112.04 125.12 91.07 93.56 96.30 98.80 115.26 78.80 71.92 77.13 26.72 40.66 55.32 52.20 64.54 67.85 58.51 64.32 161.88 148.04 126.53 117.86 100.25 44.55 143.91 143.25
79.01 169.34 177.68 147.81 141.28 172.34 166.52 16.02 10.90 0.00 5.40 57.20 120.74 74.20 93.70 96.96 55.27 57.31 155.54 162.84 82.02 92.34 97.21 71.53 61.19 71.76 91.44 153.68 150.28 25.89 32.89 24.55 65.70 28.55 5.90 90.64 108.17 90.63 73.99 80.71 86.27 84.02 52.32 13.46 73.30 106.00 63.96 102.38 51.03 88.91 104.65 82.80 116.77 129.47 120.59 133.04 101.94 104.43 107.18 109.67 124.93 88.04 79.35 81.73 37.60 47.70 60.04 56.46 70.46 73.50 64.98 70.26 172.32 158.88 137.36 128.67 111.02 55.20 154.75 154.13
