60
0.00 75.76 39.70 73.51 60.85 18.61 84.55 99.17 88.75 91.27 84.31 106.65 79.53 81.28 61.15 95.55 101.36 80.30 97.79 98.10 99.21 47.35 51.65 41.68 104.09 86.27 108.85 47.79 47.20 52.61 40.67 45.54 57.01 79.53 108.01 85.93 89.16 66.66 71.74 70.98 111.76 79.26 39.60 60.95 64.08 62.27 62.27 54.66 60.71 54.08 71.58 70.45 53.12 76.83 42.38 40.80 40.57 38.36 43.00 48.56
75.76 0.00 99.17 147.99 122.46 85.14 59.55 86.85 164.50 156.12 147.72 182.16 154.98 156.90 115.98 93.27 94.12 153.08 172.91 173.86 174.93 102.97 95.62 108.43 89.65 42.37 58.66 120.81 122.14 125.47 111.11 120.96 125.46 150.38 183.76 149.86 154.24 135.16 146.07 136.81 47.51 75.37 39.05 93.93 97.48 98.64 98.64 108.52 99.81 114.95 94.29 94.64 72.35 105.65 33.43 39.53 39.68 41.16 38.20 32.70
39.70 99.17 0.00 56.95 86.96 21.10 81.26 84.45 81.59 109.71 105.09 92.73 67.48 70.65 21.45 76.34 83.39 88.13 95.63 88.32 91.79 8.05 19.36 12.81 89.29 91.99 111.78 62.17 55.49 65.94 62.37 51.63 76.88 91.43 97.16 105.98 107.59 84.42 76.53 91.23 122.05 66.31 71.95 32.34 33.77 30.65 30.65 15.18 27.83 16.10 45.37 43.71 40.50 45.27 69.88 59.67 59.53 58.21 60.99 66.64
73.51 147.99 56.95 0.00 75.85 63.35 138.20 139.89 27.64 80.02 79.96 35.86 11.99 15.74 57.57 130.46 137.70 49.84 43.91 32.07 36.51 59.23 73.62 44.29 144.56 147.98 168.45 47.91 39.26 47.26 57.81 36.89 60.71 57.55 40.35 79.54 78.38 61.61 38.91 69.47 177.32 122.72 113.11 85.98 85.96 82.46 82.46 59.97 79.21 48.47 98.45 96.70 97.46 93.96 115.19 109.70 109.50 107.63 111.53 117.47
60.85 122.46 86.96 75.85 0.00 71.64 144.88 159.89 69.77 33.67 25.30 91.74 72.25 71.01 104.34 155.61 161.71 41.60 67.62 79.52 76.61 94.64 104.92 79.66 164.83 144.11 166.83 29.27 38.58 28.72 24.67 42.30 15.20 34.47 87.97 27.40 31.84 18.79 43.26 15.76 165.91 139.97 83.92 116.75 119.14 116.50 116.50 100.76 114.09 93.78 128.91 127.51 113.28 131.50 92.01 97.42 97.18 94.96 99.67 104.19
18.61 85.14 21.10 63.35 71.64 0.00 80.50 90.30 83.26 98.47 92.63 98.51 71.55 73.99 42.54 84.69 91.14 81.82 94.86 91.65 93.85 28.78 34.58 24.71 95.28 86.64 108.31 51.42 47.39 55.94 48.16 44.38 64.18 83.10 101.27 93.89 96.32 72.97 71.45 78.75 114.88 70.63 53.47 45.43 48.13 45.84 45.84 36.09 43.86 35.85 57.31 55.95 43.19 60.79 53.30 46.38 46.18 44.36 48.19 54.13
84.55 59.55 81.26 138.20 144.88 80.50 0.00 27.36 161.90 175.81 168.83 173.99 148.45 151.46 87.90 35.42 34.95 162.16 174.73 169.25 172.33 80.14 66.82 93.92 30.14 20.55 31.77 130.77 127.74 135.50 125.04 124.86 141.45 162.81 178.30 170.47 173.69 150.98 151.95 155.52 48.43 21.94 72.35 57.55 59.70 62.55 62.55 82.07 65.25 92.58 50.21 51.46 40.81 61.46 62.34 50.15 50.35 52.27 48.19 46.09
99.17 86.85 84.45 139.89 159.89 90.30 27.36 0.00 165.76 188.63 182.44 174.73 151.13 154.50 84.22 12.56 8.25 171.15 180.07 171.86 175.76 80.76 66.32 97.10 4.98 46.99 49.04 141.71 137.07 146.18 137.89 133.67 154.19 173.17 180.16 183.83 186.48 163.20 160.04 168.68 70.19 19.93 95.55 53.98 54.46 57.91 57.91 80.23 61.13 91.67 42.18 43.89 47.13 50.34 85.90 71.94 72.10 73.63 70.37 69.77
88.75 164.50 81.59 27.64 69.77 83.26 161.90 165.76 0.00 62.32 64.97 22.01 15.66 11.90 84.86 156.85 164.06 32.01 16.51 10.20 10.59 85.07 99.51 68.80 170.54 169.81 191.13 48.78 43.78 45.57 60.24 44.02 55.40 41.05 19.91 63.83 61.17 51.78 26.50 58.41 198.07 147.90 127.17 112.22 112.51 109.03 109.03 86.67 105.80 75.27 124.95 123.21 121.66 121.12 131.09 128.22 128.00 125.94 130.26 136.12
91.27 156.12 109.71 80.02 33.67 98.47 175.81 188.63 62.32 0.00 8.81 81.75 71.78 69.04 123.43 183.10 189.61 30.86 52.44 69.66 64.68 116.57 128.84 99.80 193.61 176.50 199.22 47.67 54.49 43.77 50.91 58.51 34.50 22.49 75.33 6.46 2.15 25.54 41.12 20.31 199.18 168.82 117.48 141.49 143.34 140.32 140.32 121.55 137.54 112.48 154.27 152.72 141.52 154.96 125.35 129.86 129.62 127.38 132.12 136.91
84.31 147.72 105.09 79.96 25.30 92.63 168.83 182.44 64.97 8.81 0.00 85.44 72.78 70.37 119.90 177.31 183.69 32.96 56.98 73.13 68.61 112.22 123.99 95.81 187.41 168.93 191.66 42.98 50.70 39.63 44.57 54.80 28.50 23.93 79.63 2.39 7.50 20.90 41.39 13.93 191.15 162.56 109.22 136.45 138.46 135.54 135.54 117.54 132.86 108.98 149.08 147.58 135.41 150.34 117.27 122.24 122.00 119.76 124.50 129.17
106.65 182.16 92.73 35.86 91.74 98.51 173.99 174.73 22.01 81.75 85.44 0.00 27.17 25.46 91.04 164.80 172.07 52.79 29.86 12.41 17.12 94.54 108.79 80.12 179.31 183.80 204.31 70.15 64.25 67.24 81.57 63.80 77.41 61.79 8.74 84.07 80.87 73.61 48.48 79.98 213.00 158.08 145.87 120.76 120.40 116.91 116.91 94.50 113.67 83.07 132.85 131.10 133.21 127.24 148.95 144.60 144.40 142.45 146.52 152.45
79.53 154.98 67.48 11.99 72.25 71.55 148.45 151.13 15.66 71.78 72.78 27.17 0.00 3.78 69.41 141.93 149.16 40.99 32.01 20.84 24.74 70.37 84.81 54.68 155.85 157.39 178.27 46.58 39.22 44.75 57.54 38.00 57.11 49.39 29.94 72.07 70.32 56.15 31.45 63.69 186.28 133.63 118.86 97.35 97.48 93.99 93.99 71.53 90.74 60.07 109.96 108.21 107.88 105.76 121.80 117.50 117.29 115.33 119.43 125.35
