40
0.00 27.00 45.50 40.75 138.94 143.70 143.70 59.42 46.45 44.75 43.65 63.15 50.34 116.53 90.77 45.60 32.61 46.81 60.24 26.68 32.23 28.55 33.07 11.82 74.34 81.83 46.21 46.26 46.21 46.21 21.58 32.23 47.20 44.09 53.88 104.37 59.56 60.21 54.29 82.02
27.00 0.00 18.50 13.75 133.73 138.68 138.68 34.58 26.10 22.59 19.63 40.61 29.39 109.37 81.30 20.36 54.25 65.89 35.70 4.62 12.36 54.34 59.13 27.67 70.24 70.67 25.94 26.03 25.94 25.94 44.52 52.35 54.55 35.05 37.12 98.24 47.79 48.20 41.00 72.42
45.50 18.50 0.00 4.75 132.91 137.88 137.88 21.21 22.28 18.48 13.29 30.12 24.03 107.81 79.26 11.09 71.34 81.74 22.13 19.83 19.48 72.47 77.30 45.03 72.95 68.01 22.31 22.41 22.31 22.31 62.24 69.03 65.56 39.46 33.93 97.85 47.20 48.01 40.35 70.86
40.75 13.75 4.75 0.00 132.82 137.80 137.80 24.04 21.83 17.93 12.79 32.17 24.25 107.86 79.33 11.56 66.90 77.58 24.98 15.26 15.96 67.78 72.61 40.46 71.76 68.18 21.80 21.90 21.80 21.80 57.66 64.67 62.36 37.46 33.77 97.56 46.61 47.43 39.65 70.75
138.94 133.73 132.91 132.82 0.00 4.97 4.97 151.73 111.00 150.75 120.08 161.60 156.86 25.27 53.69 143.88 169.21 184.10 115.26 138.34 121.51 138.22 140.65 127.22 64.76 64.99 111.03 110.92 111.03 111.03 158.63 169.97 94.83 98.94 99.08 35.50 86.42 180.16 93.39 62.08
143.70 138.68 137.88 137.80 4.97 0.00 0.00 156.68 115.98 155.73 125.05 166.56 161.84 30.20 58.65 148.86 173.84 188.74 120.19 143.29 126.47 142.60 144.95 131.97 69.60 69.95 116.00 115.90 116.00 116.00 163.30 174.65 99.34 103.86 104.06 40.45 91.39 185.13 98.36 67.05
143.70 138.68 137.88 137.80 4.97 0.00 0.00 156.68 115.98 155.73 125.05 166.56 161.84 30.20 58.65 148.86 173.84 188.74 120.19 143.29 126.47 142.60 144.95 131.97 69.60 69.95 116.00 115.90 116.00 116.00 163.30 174.65 99.34 103.86 104.06 40.45 91.39 185.13 98.36 67.05
59.42 34.58 21.21 24.04 151.73 156.68 156.68 0.00 42.84 15.60 34.22 9.92 13.70 126.48 98.11 14.23 78.37 85.67 36.83 33.14 39.99 87.83 92.46 62.17 93.58 86.80 42.91 43.00 42.91 42.91 71.34 75.28 86.40 60.64 53.84 117.18 67.39 35.05 60.74 90.10
46.45 26.10 22.28 21.83 111.00 115.98 115.98 42.84 0.00 39.75 9.11 52.21 45.94 86.04 57.52 33.00 77.81 90.61 16.54 30.40 14.89 67.75 72.60 40.30 50.77 46.40 0.25 0.26 0.25 0.25 67.22 76.48 48.22 19.12 11.97 75.77 24.93 69.23 18.07 48.93
44.75 22.59 18.48 17.93 150.75 155.73 155.73 15.60 39.75 0.00 30.68 18.57 6.89 125.77 97.23 7.64 62.85 70.67 40.11 19.77 31.69 73.29 77.80 48.95 89.38 86.05 39.73 39.83 39.73 39.73 55.74 59.83 76.96 54.60 51.68 115.49 64.51 29.61 57.55 88.68
43.65 19.63 13.29 12.79 120.08 125.05 125.05 34.22 9.11 30.68 0.00 43.37 36.83 95.08 66.55 23.90 73.41 85.44 16.62 23.38 11.79 67.76 72.66 39.77 59.66 55.39 9.11 9.20 9.11 9.11 63.26 71.71 54.13 26.57 21.00 84.87 34.02 60.22 27.13 58.00
63.15 40.61 30.12 32.17 161.60 166.56 166.56 9.92 52.21 18.57 43.37 0.00 12.98 136.36 107.96 21.00 78.18 83.86 46.75 38.23 47.86 91.69 96.12 67.48 102.98 96.65 52.26 52.36 52.26 52.26 72.34 74.81 94.12 69.47 63.45 126.98 76.95 27.33 70.22 99.90
50.34 29.39 24.03 24.25 156.86 161.84 161.84 13.70 45.94 6.89 36.83 12.98 0.00 131.80 103.25 12.98 65.75 72.32 44.68 26.35 38.52 78.84 83.24 55.28 95.96 92.02 45.93 46.03 45.93 45.93 59.52 62.50 83.83 61.33 57.79 121.70 70.82 24.33 63.88 94.79
