100
0.00 14.18 8.04 10.59 44.45 13.80 10.49 74.99 43.31 32.41 65.99 30.92 56.61 75.36 71.00 71.85 72.97 74.21 35.52 33.37 62.73 66.61 71.24 35.91 24.00 43.28 42.76 44.05 115.59 110.12 107.31 67.95 74.43 78.97 74.22 43.75 54.41 123.56 143.47 135.33 128.19 21.05 78.46 63.62 61.16 74.60 136.33 146.78 125.98 135.83 64.86 62.17 70.49 62.78 63.29 108.55 97.19 40.24 44.84 53.76 119.11 130.17 125.11 126.03 104.18 126.75 36.23 38.99 45.90 123.44 132.05 124.46 136.58 37.38 63.95 81.51 83.51 79.45 94.29 109.41 107.49 113.31 103.79 92.64 122.85 120.58 132.03 124.03 128.03 106.80 109.95 110.02 69.53 31.84 19.81 16.95 13.15 25.77 15.98 67.08
14.18 0.00 18.96 9.25 58.07 0.40 10.12 77.92 45.04 33.75 60.25 44.54 70.23 89.51 85.13 85.94 87.01 88.18 34.70 43.71 76.91 80.44 80.76 32.17 27.86 56.38 55.92 50.78 124.55 114.71 111.29 67.15 66.16 85.13 88.11 37.52 59.51 131.68 153.24 145.22 132.66 22.83 92.64 77.80 75.34 88.77 147.00 157.04 133.37 145.00 79.02 76.33 84.19 73.98 76.98 119.85 103.76 49.81 47.50 57.67 126.04 136.00 133.02 131.53 111.08 138.08 39.71 34.77 44.65 131.52 136.85 128.53 145.91 37.72 78.13 95.06 91.93 88.59 101.11 121.29 119.47 124.99 115.97 103.17 134.89 124.51 137.47 129.53 133.50 112.46 115.21 114.87 64.95 25.34 17.56 10.77 27.25 39.93 14.01 81.08
8.04 18.96 0.00 11.34 44.37 18.66 10.66 67.37 36.29 25.87 74.00 26.01 51.54 71.86 67.34 67.99 68.89 69.90 43.47 25.68 59.96 61.96 75.31 43.94 17.00 37.47 37.03 50.08 107.75 102.18 99.45 75.74 82.19 84.80 69.68 51.68 60.91 115.61 135.81 127.70 120.25 15.31 75.61 60.54 58.34 72.06 128.94 139.27 117.97 128.04 62.37 58.88 65.52 65.65 58.33 101.41 89.15 32.39 52.17 60.66 111.07 122.14 117.13 118.02 96.14 119.63 28.85 47.02 53.83 115.48 124.08 116.56 128.82 31.01 61.31 76.26 88.18 83.69 99.72 102.58 100.72 106.37 97.14 85.17 116.12 112.71 124.02 116.02 120.02 98.78 101.96 102.06 77.57 39.66 16.53 16.77 11.08 23.19 13.74 62.90
10.59 9.25 11.34 0.00 54.40 9.10 0.88 69.62 36.92 25.59 68.81 37.32 62.75 83.18 78.67 79.33 80.23 81.22 41.25 34.71 71.16 73.24 81.65 39.83 18.87 48.48 48.08 53.57 115.30 106.03 102.77 74.03 75.26 88.45 80.97 46.06 63.37 122.46 144.02 136.00 124.03 14.19 86.84 71.80 69.55 83.22 137.87 147.85 124.21 135.75 73.51 70.17 76.74 73.37 69.56 110.87 94.69 40.65 52.60 62.20 116.93 127.08 123.82 122.66 101.97 129.09 31.00 42.66 51.54 122.30 128.15 120.00 136.66 30.02 72.48 87.38 93.70 89.80 104.03 112.48 110.70 116.11 107.28 94.04 126.13 116.02 128.62 120.67 124.64 103.55 106.38 106.13 73.19 33.79 10.37 6.37 21.60 34.20 6.29 74.24
44.45 58.07 44.37 54.40 0.00 57.68 54.01 94.68 72.22 65.32 86.40 27.69 33.76 38.48 35.58 37.24 39.36 41.60 55.11 45.27 24.56 37.63 42.02 60.94 56.85 33.13 32.44 38.13 110.29 120.92 120.23 74.96 99.82 61.05 42.93 70.56 48.15 120.93 132.52 124.38 137.93 58.02 38.61 26.77 23.57 33.96 121.70 133.47 125.97 128.00 25.10 26.67 42.61 28.07 37.21 92.90 102.95 50.55 50.90 51.67 121.33 135.37 123.14 132.66 107.96 109.38 64.18 63.58 61.30 121.00 140.49 135.69 128.04 70.24 24.99 53.35 56.36 50.13 71.36 90.40 88.07 95.09 83.51 82.90 101.79 132.53 138.40 130.79 134.59 114.54 118.69 120.06 86.34 63.24 60.81 60.60 33.30 22.59 58.08 35.13
13.80 0.40 18.66 9.10 57.68 0.00 9.96 77.93 45.06 33.76 60.25 44.20 69.90 89.14 84.76 85.58 86.65 87.82 34.53 43.48 76.53 80.10 80.40 32.06 27.78 56.07 55.61 50.45 124.39 114.69 111.28 67.01 66.25 84.83 87.76 37.51 59.23 131.55 153.06 145.03 132.64 22.79 92.26 77.43 74.96 88.38 146.78 156.84 133.26 144.84 78.64 75.96 83.85 73.59 76.64 119.62 103.68 49.61 47.25 57.41 125.94 135.94 132.90 131.48 110.99 137.84 39.67 34.69 44.50 131.39 136.82 128.52 145.74 37.77 77.75 94.73 91.59 88.24 100.80 121.04 119.21 124.74 115.70 102.96 134.63 124.51 137.42 129.48 133.45 112.40 115.16 114.84 64.91 25.31 17.60 10.87 26.89 39.56 14.00 80.72
10.49 10.12 10.66 0.88 54.01 9.96 0.00 68.91 36.25 24.93 69.58 36.61 62.00 82.52 78.00 78.65 79.53 80.51 41.84 33.84 70.56 72.51 81.67 40.53 18.08 47.69 47.29 53.79 114.43 105.27 102.02 74.62 76.10 88.69 80.24 46.84 63.68 121.61 143.14 135.13 123.27 13.47 86.23 71.17 68.94 82.63 136.99 146.98 123.37 134.88 72.92 69.53 75.99 73.25 68.81 110.00 93.86 39.78 53.04 62.58 116.10 126.27 122.96 121.87 101.14 128.22 30.25 43.37 52.15 121.45 127.38 119.26 135.79 29.42 71.89 86.61 93.80 89.84 104.23 111.62 109.84 115.25 106.43 93.17 125.27 115.28 127.83 119.87 123.85 102.75 105.59 105.36 73.93 34.56 9.97 6.62 21.09 33.64 5.90 73.54
74.99 77.92 67.37 69.62 94.68 77.93 68.91 0.00 32.90 44.17 138.17 67.31 72.59 95.60 91.42 90.47 89.33 88.21 110.26 50.08 92.55 80.85 135.22 109.44 51.23 63.29 63.80 115.94 62.78 37.77 33.66 142.90 143.06 149.42 86.18 115.44 127.29 64.64 92.48 86.01 55.24 55.44 102.71 90.96 91.21 102.22 92.63 98.80 63.04 81.72 95.80 88.66 80.12 122.35 76.53 75.37 33.92 44.16 119.50 127.60 54.63 60.74 64.93 55.69 41.37 90.10 38.87 112.28 120.66 64.30 59.76 50.82 83.37 40.46 94.17 83.85 149.33 143.68 162.91 81.63 81.23 82.62 80.65 57.58 93.80 46.74 61.36 53.77 57.55 38.05 39.55 38.36 142.78 103.23 60.40 67.40 72.63 75.02 63.95 85.06
43.31 45.04 36.29 36.92 72.22 45.06 36.25 32.90 0.00 11.34 105.28 45.12 61.17 85.54 80.84 80.58 80.33 80.16 77.96 28.59 78.00 71.71 109.34 76.74 19.35 47.42 47.59 86.26 86.19 70.11 66.41 110.73 110.32 120.75 78.83 82.56 97.19 91.25 116.15 108.67 87.90 22.83 91.55 77.30 76.41 89.56 112.82 121.25 91.58 106.55 81.13 75.08 73.05 97.95 67.17 89.35 61.39 27.12 88.15 96.91 83.68 92.18 92.17 87.44 69.02 106.74 8.14 79.53 88.32 91.01 92.24 83.63 107.82 7.82 79.63 80.78 122.87 117.84 135.26 93.32 92.12 95.86 89.91 70.85 106.92 79.58 93.29 85.46 89.37 68.74 71.07 70.42 109.95 70.36 27.50 34.50 43.84 50.05 31.10 74.78
32.41 33.75 25.87 25.59 65.32 33.76 24.93 44.17 11.34 0.00 94.01 39.63 59.57 83.40 78.65 78.68 78.78 78.97 66.70 25.73 74.33 70.45 100.40 65.41 9.05 44.91 44.90 75.94 94.74 81.12 77.57 99.48 99.33 110.67 77.95 71.27 86.65 100.59 124.41 116.71 99.00 11.57 88.81 74.01 72.69 86.29 120.09 129.09 101.43 115.24 77.30 71.91 72.53 89.72 66.05 95.21 71.38 27.27 77.17 86.16 93.73 102.84 101.67 98.21 78.91 113.04 7.36 68.20 77.04 100.38 103.26 94.81 116.39 5.20 75.91 81.40 113.61 108.86 125.50 98.40 96.99 101.34 94.33 77.09 112.14 90.78 104.11 96.23 100.17 79.33 81.85 81.35 98.63 59.06 16.28 23.33 34.62 42.74 19.78 72.95
