120
0.00 8.65 4.83 118.01 122.64 134.04 133.70 133.01 72.85 71.85 88.06 72.21 135.31 130.98 126.74 173.92 121.65 85.33 83.19 93.99 174.06 200.29 59.03 61.13 11.23 6.00 43.78 61.52 123.60 185.02 191.72 72.85 71.85 18.25 13.51 103.77 127.46 110.41 196.75 190.44 211.69 81.26 86.13 39.15 59.78 76.10 93.89 12.28 21.61 9.33 22.07 30.26 22.05 27.71 216.05 179.95 142.75 148.64 127.06 125.60 123.62 100.00 138.20 96.45 139.94 138.51 135.86 133.74 129.21 132.41 133.40 140.67 145.04 149.66 147.35 156.52 152.22 166.61 106.01 108.43 103.66 101.44 110.33 110.33 110.36 77.83 188.43 114.64 123.49 114.82 108.12 85.02 87.54 78.81 142.89 119.09 112.59 197.36 56.07 44.33 88.94 104.65 111.62 202.68 177.86 82.72 89.60 16.17 12.08 40.07 61.80 182.74 121.81 195.67 195.90 129.27 169.84 179.20 74.00 31.12
8.65 0.00 4.04 109.43 114.03 125.61 125.19 124.51 68.67 69.02 84.40 68.92 126.79 122.51 118.72 165.28 113.35 78.86 77.03 85.73 166.00 191.65 54.38 58.11 2.69 3.69 36.26 55.55 115.30 176.37 183.07 68.67 69.02 13.10 10.40 95.15 118.84 102.27 188.11 181.79 203.05 74.32 79.20 31.28 51.25 68.53 88.06 7.13 19.98 1.51 18.83 26.40 14.48 24.52 207.40 171.31 134.27 140.11 118.72 117.08 115.27 92.06 129.64 87.80 131.57 130.11 127.56 125.51 120.77 124.10 124.95 132.02 136.39 141.01 138.69 147.87 143.56 158.01 98.31 100.63 96.07 93.97 102.45 102.45 102.49 69.40 180.24 106.33 115.20 106.63 100.02 77.02 79.72 71.39 134.65 110.46 104.31 188.72 47.43 35.72 80.36 96.48 103.37 194.05 170.02 78.65 86.67 17.35 15.23 32.72 56.33 174.12 113.72 187.03 187.25 121.03 161.42 171.01 69.73 28.67
4.83 4.04 0.00 113.45 117.84 129.22 128.87 128.19 69.61 69.27 85.09 69.40 130.49 126.15 121.99 169.15 116.83 81.10 79.09 89.77 170.01 195.51 55.56 58.43 6.46 3.20 39.14 57.48 118.79 180.29 187.00 69.61 69.27 14.27 10.20 99.15 122.67 105.63 192.07 185.74 207.03 76.85 81.73 35.23 54.96 71.47 89.93 9.60 19.33 4.52 19.00 28.77 18.28 26.56 211.35 175.17 137.93 143.82 122.77 121.12 119.31 96.04 133.39 91.71 135.61 134.15 131.60 129.55 124.82 128.14 129.00 135.93 140.31 144.95 142.62 151.79 147.51 161.81 101.35 103.74 99.03 96.85 105.61 105.61 105.65 73.45 184.27 110.37 119.24 110.66 104.03 81.01 83.67 75.23 138.09 114.44 108.35 192.68 51.31 39.53 84.38 99.86 106.82 197.89 173.98 79.55 86.99 17.22 14.10 35.48 57.96 177.95 117.03 190.91 191.14 124.47 165.46 175.04 70.72 28.56
118.01 109.43 113.45 0.00 27.62 45.66 40.76 40.79 109.69 120.91 120.02 117.24 41.01 42.05 60.85 61.64 47.90 86.04 90.19 29.60 65.78 87.30 103.23 115.79 107.05 112.18 85.20 92.04 48.52 69.79 75.80 109.69 120.91 106.86 111.34 14.84 27.00 52.26 79.88 73.97 94.19 79.20 79.23 80.75 62.79 70.10 96.66 107.27 114.23 109.06 110.24 100.67 96.98 103.55 99.51 67.64 48.03 49.27 19.08 9.29 16.89 34.04 39.13 26.36 26.99 24.61 26.37 27.51 16.02 23.49 18.86 29.24 31.96 35.29 33.57 42.72 37.28 58.26 64.99 62.64 67.46 69.95 60.92 60.92 60.96 41.14 76.17 17.60 19.73 22.51 26.65 41.26 42.77 53.91 60.22 7.33 19.09 80.45 63.51 75.33 29.07 50.83 48.39 90.12 74.04 113.78 127.99 115.07 117.78 88.58 96.64 71.58 56.63 81.73 81.92 53.18 53.74 67.45 109.14 112.84
122.64 114.03 117.84 27.62 0.00 18.61 14.55 14.30 96.98 108.87 104.29 104.94 15.44 14.77 33.89 51.71 21.30 70.11 74.77 50.62 85.02 77.87 94.00 106.04 111.41 117.29 83.19 82.76 21.52 63.99 71.09 96.98 108.87 108.35 113.40 28.46 5.45 29.37 77.18 70.50 92.92 64.86 63.33 89.83 63.03 58.85 78.50 113.58 114.00 113.31 110.19 111.55 103.86 114.01 95.43 57.62 23.49 27.47 45.42 33.64 43.96 58.65 16.27 27.75 48.72 46.07 50.56 52.91 40.61 48.56 41.40 21.10 25.83 30.81 28.32 36.15 33.56 43.98 43.28 40.18 46.45 49.58 37.87 37.87 37.90 54.52 91.55 44.98 46.98 49.92 53.00 61.00 64.07 73.76 33.16 20.31 46.17 77.83 66.71 78.31 41.05 30.52 25.21 80.15 94.93 98.89 112.50 123.31 125.08 87.03 86.95 60.17 30.35 73.61 73.85 25.65 66.64 84.04 96.14 110.35
134.04 125.61 129.22 45.66 18.61 0.00 5.49 5.13 98.12 110.10 102.60 106.10 6.36 3.92 21.57 46.77 14.55 69.96 74.76 69.00 96.41 70.73 97.91 109.11 122.93 129.05 92.24 87.18 13.00 60.69 67.92 98.12 110.10 118.44 123.67 46.81 18.82 27.47 74.96 68.25 90.73 66.56 63.78 104.05 74.47 63.60 75.68 126.00 122.98 124.73 119.37 126.05 116.76 128.30 91.18 51.80 9.28 16.16 62.29 50.42 61.29 77.25 11.45 43.88 63.28 60.71 66.15 69.03 56.93 64.67 56.87 27.95 31.37 35.31 33.31 37.26 37.58 36.60 39.80 36.20 43.39 46.88 33.46 33.46 33.47 71.37 100.29 63.22 64.38 68.15 71.53 79.06 82.33 91.66 14.60 38.35 64.53 75.60 79.33 90.23 58.28 31.84 24.44 72.49 107.06 98.14 110.77 136.46 137.77 96.18 90.85 52.96 21.05 67.74 67.99 11.84 75.22 93.83 97.07 118.12
133.70 125.19 128.87 40.76 14.55 5.49 0.00 0.81 100.75 112.75 105.94 108.75 1.77 4.03 26.51 44.14 17.60 72.78 77.58 65.16 91.04 69.00 99.81 111.27 122.53 128.57 92.59 88.90 16.45 57.75 65.00 100.75 112.75 118.52 123.70 43.01 13.77 30.03 71.84 65.09 87.67 68.89 66.40 102.58 73.94 65.07 79.18 125.27 123.44 124.37 119.76 124.50 115.83 126.84 88.68 49.50 9.38 14.99 57.01 45.16 56.10 72.97 6.80 41.36 57.80 55.23 60.72 63.64 51.58 59.29 51.44 22.63 26.25 30.40 28.29 32.97 32.78 34.57 43.11 39.57 46.66 50.11 36.87 36.87 36.88 68.61 95.18 58.36 59.20 63.27 66.92 75.53 78.62 88.26 19.54 33.50 59.76 72.48 78.41 89.60 55.29 33.68 26.52 70.94 101.64 101.25 114.14 135.47 136.96 96.51 92.73 51.12 25.28 65.60 65.84 16.79 70.08 88.59 99.76 118.95
133.01 124.51 128.19 40.79 14.30 5.13 0.81 0.00 99.94 111.94 105.14 107.94 2.57 3.25 25.87 44.95 16.81 71.98 76.77 64.92 91.58 69.79 99.01 110.46 121.85 127.89 91.85 88.10 15.68 58.56 65.81 99.94 111.94 117.81 122.99 42.76 13.83 29.22 72.64 65.90 88.48 68.08 65.59 102.00 73.27 64.28 78.39 124.62 122.70 123.68 119.02 123.93 115.20 126.26 89.48 50.30 9.94 15.71 57.20 45.35 56.25 72.84 7.58 40.89 58.16 55.59 61.02 63.90 51.82 59.55 51.74 23.22 26.90 31.09 28.97 33.74 33.49 35.36 42.31 38.77 45.86 49.31 36.08 36.08 36.09 68.19 95.82 58.38 59.34 63.30 66.87 75.24 78.36 87.95 19.45 33.51 59.75 73.29 77.77 88.94 54.90 32.88 25.71 71.72 102.16 100.44 113.34 134.84 136.31 95.78 91.92 51.91 24.55 66.40 66.64 16.16 70.72 89.20 98.95 118.19
72.85 68.67 69.61 109.69 96.98 98.12 100.75 99.94 0.00 12.00 16.35 8.00 102.50 96.86 81.06 144.79 83.57 28.27 23.51 102.55 175.44 168.56 14.64 14.68 66.78 71.90 42.18 20.59 85.13 158.50 165.75 0.00 12.00 55.59 59.49 96.07 102.38 70.76 172.54 165.79 188.38 32.14 34.36 76.43 56.44 39.61 27.64 74.45 51.65 67.16 50.78 89.53 72.75 89.22 189.28 149.91 107.23 114.21 126.77 118.98 123.54 113.61 107.27 83.51 136.67 134.29 135.35 135.39 125.44 132.07 128.55 118.06 122.76 127.72 125.24 132.42 130.45 134.71 58.78 62.35 55.21 51.75 65.08 65.08 65.09 87.09 185.37 117.37 125.18 120.44 116.93 101.31 106.03 104.83 99.89 106.17 116.44 173.19 61.69 58.04 88.13 67.34 74.26 170.10 183.25 10.00 21.43 85.99 83.63 42.85 16.46 150.96 78.46 165.83 166.08 88.28 161.54 176.91 1.41 42.21
71.85 69.02 69.27 120.91 108.87 110.10 112.75 111.94 12.00 0.00 17.75 4.01 114.50 108.85 92.86 156.79 95.56 40.20 35.42 112.33 186.58 180.51 20.16 10.93 67.49 71.90 48.20 29.77 97.12 170.50 177.75 12.00 0.00 56.02 59.09 107.06 114.28 82.76 184.53 177.78 200.38 44.09 46.36 81.47 65.32 51.04 38.22 75.41 50.24 67.52 50.31 92.08 75.35 91.35 201.27 161.90 119.21 126.19 137.66 130.20 134.38 123.14 119.27 94.63 147.84 145.51 146.34 146.23 136.55 143.02 139.75 129.96 134.67 139.64 137.16 144.38 142.37 146.69 70.70 74.28 67.12 63.64 77.02 77.02 77.02 96.33 196.80 127.92 135.91 130.81 126.96 110.27 114.89 112.80 111.69 117.62 126.89 185.18 69.85 64.55 98.39 79.33 86.26 182.03 194.17 15.62 17.75 86.27 83.35 47.94 25.14 162.92 90.36 177.81 178.06 100.20 173.12 188.27 13.04 40.76
