30
0.00 14.68 24.90 28.81 43.44 27.73 19.02 24.70 32.15 21.15 24.25 25.90 56.46 55.71 54.09 49.18 56.97 51.43 34.47 64.93 57.35 40.68 79.87 79.33 62.71 42.66 69.14 75.45 92.78 113.61
14.68 0.00 29.87 24.38 57.76 39.74 16.45 32.90 30.62 21.47 27.29 25.24 66.83 65.49 63.04 56.51 65.03 65.18 49.04 79.35 71.42 44.49 94.25 93.52 77.21 56.13 83.73 90.09 90.50 119.83
24.90 29.87 0.00 52.15 42.45 19.26 42.56 7.03 56.58 45.69 49.15 50.39 76.29 76.31 75.66 72.24 79.23 63.93 37.78 62.61 52.82 15.78 76.41 74.37 61.47 36.47 68.73 75.69 117.44 136.39
28.81 24.38 52.15 0.00 67.40 56.08 9.81 53.25 7.63 9.55 13.37 6.88 54.95 52.57 48.81 40.30 49.14 62.80 57.55 87.51 81.76 67.63 102.23 102.65 84.79 69.03 90.14 95.52 66.15 99.46
43.44 57.76 42.45 67.40 0.00 23.20 58.94 35.45 66.91 57.88 56.31 61.70 54.57 56.49 58.62 60.80 63.54 31.59 9.89 21.62 14.36 48.40 36.49 35.92 19.74 9.40 26.73 33.56 119.53 116.41
27.73 39.74 19.26 56.08 23.20 0.00 46.42 12.25 58.15 47.46 48.50 52.06 64.27 65.04 65.50 64.29 69.78 47.57 19.62 43.58 34.09 27.19 57.73 56.06 42.30 17.73 49.53 56.48 116.92 126.33
19.02 16.45 42.56 9.81 58.94 46.42 0.00 43.46 14.45 5.44 11.81 8.79 54.11 52.24 49.14 41.67 50.45 57.89 49.21 79.58 73.27 58.15 94.44 94.57 76.99 59.94 82.70 88.40 75.17 103.90
24.70 32.90 7.03 53.25 35.45 12.25 43.46 0.00 56.85 45.85 48.47 50.60 71.88 72.16 71.89 69.22 75.73 57.99 31.14 55.59 45.85 18.11 69.46 67.50 54.44 29.48 61.69 68.66 117.33 132.86
32.15 30.62 56.58 7.63 66.91 58.15 14.45 56.85 0.00 11.00 10.61 6.25 48.59 46.02 42.03 33.24 42.01 58.79 57.03 86.14 81.18 72.29 100.60 101.38 83.27 69.57 88.19 93.19 60.89 91.84
21.15 21.47 45.69 9.55 57.88 47.46 5.44 45.85 11.00 0.00 6.41 4.75 48.99 47.02 43.82 36.25 45.04 54.17 48.02 77.96 72.23 61.43 92.69 93.10 75.25 59.73 80.65 86.09 71.76 98.56
24.25 27.29 49.15 13.37 56.31 48.50 11.81 48.47 10.61 6.41 0.00 6.50 42.74 40.70 37.43 29.86 38.64 49.45 46.43 75.58 70.58 64.92 90.09 90.81 72.73 59.15 77.75 82.88 68.92 92.55
25.90 25.24 50.39 6.88 61.70 52.06 8.79 50.60 6.25 4.75 6.50 0.00 48.51 46.27 42.71 34.56 43.41 55.95 51.82 81.41 76.03 66.11 96.03 96.61 78.62 63.93 83.81 89.06 67.06 95.56
56.46 66.83 76.29 54.95 54.57 64.27 54.11 71.88 48.59 48.99 42.74 48.51 0.00 3.50 8.32 17.28 12.38 25.63 48.40 63.07 64.27 89.90 73.64 76.56 59.86 62.77 60.98 62.83 74.46 62.44
55.71 65.49 76.31 52.57 56.49 65.04 52.24 72.16 46.02 47.02 40.70 46.27 3.50 0.00 4.85 14.02 8.96 28.44 49.89 65.83 66.67 90.25 76.70 79.53 62.62 64.45 63.97 66.00 71.06 61.33
54.09 63.04 75.66 48.81 58.62 65.50 49.14 71.89 42.03 43.82 37.43 42.71 8.32 4.85 0.00 9.34 5.02 32.04 51.42 69.18 69.45 90.01 80.50 83.17 65.96 66.19 67.68 70.00 66.70 61.01
49.18 56.51 72.24 40.30 60.80 64.29 41.67 69.22 33.24 36.25 29.86 34.56 17.28 14.02 9.34 0.00 8.86 37.81 52.59 73.78 72.81 87.21 86.03 88.31 70.56 67.48 73.07 76.06 60.57 64.44
