140
0.00 83.20 97.32 55.93 53.37 73.00 43.98 43.98 25.81 83.00 118.80 71.12 71.17 42.72 42.72 22.12 18.44 84.76 79.84 82.52 130.84 84.81 81.61 53.49 82.15 85.63 84.61 88.65 120.85 74.15 145.33 122.70 136.99 115.45 147.44 105.31 147.72 136.66 105.69 44.44 82.03 56.62 149.03 146.90 107.03 111.03 40.03 64.58 81.16 80.77 76.90 76.29 46.31 66.64 108.96 19.97 64.89 61.27 85.71 96.56 96.96 116.35 117.16 108.97 92.81 84.08 84.65 76.11 14.34 41.31 52.12 144.55 62.01 47.71 51.89 50.60 49.41 46.96 44.42 115.59 89.41 100.47 44.17 122.12 117.71 97.91 97.94 72.04 117.55 31.24 32.82 29.90 147.39 149.46 156.23 82.81 133.04 128.30 41.87 54.73 47.16 50.93 63.74 57.06 102.19 80.84 65.36 40.31 101.73 77.05 93.32 88.58 116.13 93.54 145.69 43.66 13.52 17.96 41.68 139.61 139.65 78.10 98.48 44.77 65.47 68.77 68.16 82.54 139.03 140.15 79.96 80.19 52.68 56.08 54.82 67.57 38.42 135.32 125.63 148.21
83.20 0.00 17.96 55.49 35.17 38.48 57.43 57.43 78.57 114.21 92.76 50.06 50.15 71.71 71.71 61.12 72.28 74.59 61.68 59.65 122.35 73.69 24.50 90.87 131.06 133.62 27.80 17.66 135.68 89.04 160.05 137.53 152.88 131.64 163.21 121.65 166.81 127.16 148.16 89.81 68.60 108.19 182.94 183.08 146.90 150.20 103.16 117.81 118.36 129.12 115.23 122.94 95.59 109.49 141.80 64.90 20.25 93.86 77.29 87.04 91.84 93.30 97.77 85.27 93.70 108.53 122.61 112.39 72.04 87.06 94.31 179.47 101.68 91.50 95.04 106.49 95.60 93.99 92.37 147.85 62.41 74.04 103.25 143.38 141.48 70.56 63.06 70.68 138.28 75.86 71.23 70.55 174.64 176.55 154.63 55.73 138.23 149.68 75.40 76.31 72.58 74.36 99.82 98.48 71.30 79.31 91.87 88.63 39.08 36.14 34.81 78.14 72.72 52.84 119.60 95.06 76.26 76.33 93.88 135.97 143.24 28.42 36.83 73.13 48.47 20.19 23.70 59.64 132.07 140.41 29.73 44.18 61.70 63.79 80.59 91.89 73.41 155.27 158.79 178.91
97.32 17.96 0.00 73.45 52.61 55.74 75.09 75.09 95.28 132.12 106.63 67.48 67.57 89.41 89.41 75.26 84.35 91.41 78.53 76.15 137.51 90.47 22.07 108.74 148.96 151.55 42.93 30.78 152.71 106.82 176.75 154.53 169.75 148.80 179.95 138.97 183.75 142.07 166.11 107.42 85.45 125.87 200.57 200.79 164.82 168.10 120.17 135.54 136.31 147.03 133.19 140.85 113.17 127.40 159.60 78.04 32.43 111.81 94.13 103.34 108.36 107.61 112.40 99.91 110.65 126.34 140.57 130.34 87.33 104.58 112.10 197.16 119.59 109.20 112.82 123.97 113.29 111.63 109.94 165.60 78.18 88.99 120.51 160.69 158.94 85.63 77.52 88.26 155.62 85.29 80.55 80.50 192.01 193.90 169.87 72.06 154.47 166.94 82.74 80.88 78.80 79.74 117.77 116.34 85.74 96.57 109.82 96.59 25.46 34.58 24.72 94.76 84.50 67.30 132.27 112.53 88.83 88.13 111.29 151.35 159.23 27.44 24.32 79.87 50.60 29.02 30.75 76.15 147.16 156.12 27.39 40.84 66.88 67.99 98.53 109.83 90.92 172.39 176.52 196.43
55.93 55.49 73.45 0.00 24.17 23.07 11.98 11.98 35.71 59.07 64.31 16.04 16.06 20.23 20.23 43.09 58.85 31.82 24.15 26.61 82.85 31.52 70.89 36.27 75.87 78.31 39.24 49.22 85.53 35.30 110.96 87.47 103.09 80.80 113.83 70.20 116.39 88.55 92.74 37.57 27.59 54.69 129.02 128.76 91.61 95.01 54.63 63.87 62.89 73.92 59.74 67.73 43.31 54.34 87.22 49.83 50.05 38.44 33.63 45.40 47.84 62.41 64.26 54.45 46.42 54.13 67.16 56.90 41.69 35.78 40.26 125.31 46.53 38.36 41.12 54.46 42.37 41.33 40.38 93.52 33.49 45.00 52.95 91.46 88.79 42.22 42.07 20.94 86.31 71.65 69.18 66.42 122.04 124.03 112.71 27.02 92.21 97.97 78.60 87.66 80.23 83.93 44.44 43.80 46.36 31.38 36.43 85.88 91.21 75.66 84.52 36.07 60.35 38.73 92.30 43.64 59.01 62.51 43.06 94.36 98.22 71.10 88.29 79.00 76.01 56.06 58.75 26.63 92.17 96.92 73.30 83.10 76.34 80.22 25.31 36.62 24.01 104.20 104.56 125.58
53.37 35.17 52.61 24.17 0.00 23.26 22.60 22.60 43.84 82.55 81.05 28.41 28.50 36.92 36.92 33.29 48.36 52.66 41.49 41.82 104.21 52.08 47.05 56.67 97.00 99.75 31.44 35.76 109.56 59.47 134.91 111.49 127.12 104.90 137.83 94.33 140.50 109.71 115.54 54.82 47.25 73.32 152.95 152.55 114.74 118.27 68.08 83.02 85.71 95.09 82.24 88.96 60.56 75.55 110.99 39.22 25.99 60.59 54.97 66.52 69.91 80.05 83.01 71.64 69.51 78.10 90.00 79.62 40.15 51.97 59.75 149.17 67.80 56.68 60.43 71.38 60.75 59.04 57.33 117.37 47.69 60.69 68.08 115.64 112.95 57.30 53.51 44.03 110.48 57.82 54.23 52.13 146.19 148.19 135.12 39.73 115.51 122.14 62.26 69.03 62.39 65.67 66.38 64.21 60.27 54.26 59.61 72.33 67.81 51.49 60.77 56.89 69.84 45.90 109.57 59.94 50.63 52.57 58.72 116.51 121.32 46.99 64.78 61.70 52.91 32.01 34.59 41.83 113.79 119.62 49.20 59.02 56.08 59.71 47.29 60.13 38.31 128.35 128.42 149.64
73.00 38.48 55.74 23.07 23.26 0.00 31.75 31.75 57.00 77.63 59.45 11.80 11.88 43.18 43.18 55.15 70.81 36.25 23.40 21.96 85.79 35.38 59.21 58.70 97.18 99.34 16.44 27.68 97.20 51.67 121.66 99.05 114.42 93.17 124.79 83.25 128.33 90.96 111.99 60.63 30.26 77.41 144.93 145.27 110.31 113.39 77.57 86.35 82.64 95.23 79.99 89.07 66.35 75.92 104.34 61.52 41.39 59.70 38.93 49.19 53.69 58.99 62.63 50.57 55.25 71.22 86.77 76.93 58.84 58.85 62.93 141.59 68.25 61.31 63.83 77.47 65.28 64.33 63.44 110.18 26.34 39.24 76.02 104.98 103.20 35.71 30.71 32.70 99.90 80.99 77.47 75.32 136.28 138.18 117.71 18.62 100.20 111.25 85.49 91.87 85.46 88.63 65.68 66.06 38.02 40.87 56.47 95.51 77.16 67.33 71.82 39.97 46.59 22.64 87.81 66.71 72.50 74.94 66.13 98.96 105.44 61.05 74.64 84.86 72.77 46.62 50.24 21.96 95.53 102.95 63.04 75.52 78.46 81.90 47.27 56.00 46.64 116.80 121.02 140.71
43.98 57.43 75.09 11.98 22.60 31.75 0.00 0.00 25.25 61.43 75.97 27.39 27.43 14.33 14.33 31.90 47.37 42.78 36.08 38.58 92.77 42.61 68.94 34.17 74.47 77.27 46.59 54.74 91.96 40.96 117.51 93.91 109.42 86.96 120.22 76.23 122.23 98.54 93.57 32.38 39.08 50.78 132.24 131.54 93.01 96.65 47.07 60.45 63.88 72.57 60.23 66.47 38.17 53.09 90.09 38.57 47.71 38.63 44.29 55.91 57.70 73.91 75.47 66.09 55.32 58.01 68.17 57.78 29.71 29.72 37.15 128.30 45.41 34.11 37.83 49.15 38.20 36.56 34.97 96.63 45.47 56.89 46.38 96.75 93.56 54.17 53.97 30.82 91.65 60.64 58.50 55.61 126.46 128.50 121.65 38.86 100.24 103.30 68.19 77.99 70.33 74.15 44.24 41.67 58.33 40.96 38.50 74.66 90.01 71.72 82.68 46.93 72.20 50.08 103.73 37.77 47.25 50.91 36.73 103.61 106.48 68.24 86.91 68.91 69.59 53.67 55.71 38.60 101.85 105.65 70.47 78.56 67.64 71.61 25.59 39.45 16.20 109.83 107.65 129.39
43.98 57.43 75.09 11.98 22.60 31.75 0.00 0.00 25.25 61.43 75.97 27.39 27.43 14.33 14.33 31.90 47.37 42.78 36.08 38.58 92.77 42.61 68.94 34.17 74.47 77.27 46.59 54.74 91.96 40.96 117.51 93.91 109.42 86.96 120.22 76.23 122.23 98.54 93.57 32.38 39.08 50.78 132.24 131.54 93.01 96.65 47.07 60.45 63.88 72.57 60.23 66.47 38.17 53.09 90.09 38.57 47.71 38.63 44.29 55.91 57.70 73.91 75.47 66.09 55.32 58.01 68.17 57.78 29.71 29.72 37.15 128.30 45.41 34.11 37.83 49.15 38.20 36.56 34.97 96.63 45.47 56.89 46.38 96.75 93.56 54.17 53.97 30.82 91.65 60.64 58.50 55.61 126.46 128.50 121.65 38.86 100.24 103.30 68.19 77.99 70.33 74.15 44.24 41.67 58.33 40.96 38.50 74.66 90.01 71.72 82.68 46.93 72.20 50.08 103.73 37.77 47.25 50.91 36.73 103.61 106.48 68.24 86.91 68.91 69.59 53.67 55.71 38.60 101.85 105.65 70.47 78.56 67.64 71.61 25.59 39.45 16.20 109.83 107.65 129.39
25.81 78.57 95.28 35.71 43.84 57.00 25.25 25.25 0.00 58.63 94.90 51.75 51.77 18.11 18.11 28.97 38.33 60.74 57.85 61.11 105.17 60.93 84.65 28.34 62.47 65.79 71.55 78.77 95.56 48.37 120.38 97.44 112.04 90.19 122.62 79.88 123.28 110.98 84.89 20.10 58.83 36.22 127.15 125.51 85.54 89.49 25.21 45.63 57.89 60.81 53.66 55.46 23.69 43.91 85.88 33.03 64.44 35.97 61.37 71.70 71.68 92.17 92.53 85.22 67.24 58.85 61.74 52.35 16.31 16.61 27.85 122.81 38.05 23.35 27.85 31.80 26.02 23.54 20.97 92.60 67.87 77.69 26.68 97.51 93.33 75.51 76.98 47.98 92.78 53.01 52.86 49.66 124.16 126.24 130.46 62.29 107.34 103.83 62.91 75.01 67.02 71.01 39.14 33.10 80.05 55.98 39.68 64.61 105.96 83.97 97.92 64.29 95.30 74.42 121.02 21.60 35.45 40.18 19.70 113.80 113.94 82.57 102.71 64.95 76.83 69.77 70.64 61.13 113.27 114.36 84.72 89.23 68.85 72.74 29.07 41.83 13.51 110.80 103.09 125.64
83.00 114.21 132.12 59.07 82.55 77.63 61.43 61.43 58.63 0.00 70.73 66.02 65.94 49.11 49.11 85.89 96.95 49.21 58.98 62.84 61.58 50.21 129.61 30.51 25.91 26.24 93.46 105.29 39.15 26.30 62.52 40.84 54.21 33.82 64.51 25.34 64.75 66.57 34.39 38.71 53.41 30.50 70.84 70.12 32.73 35.99 48.15 29.60 7.82 24.41 9.44 20.46 36.91 18.35 28.67 91.01 108.49 23.58 47.10 47.51 42.82 66.71 63.48 64.67 35.99 8.69 10.42 7.91 74.84 42.08 30.94 66.87 21.02 35.42 31.12 37.04 33.64 36.06 38.58 35.27 65.71 65.49 42.88 39.12 34.74 66.11 73.59 45.55 34.65 111.64 111.34 108.14 66.00 68.08 77.90 66.90 54.10 45.31 121.43 133.27 125.27 129.27 19.49 25.94 70.26 41.09 22.99 122.96 150.20 133.13 143.31 48.75 86.90 78.86 86.74 39.67 94.00 98.76 41.57 64.73 60.65 129.36 147.23 123.30 130.38 114.51 116.85 62.86 66.50 62.82 131.59 139.98 125.71 129.69 35.86 22.47 50.79 52.32 46.25 68.27
