140
0.00 39.93 11.92 51.13 45.83 86.74 72.34 76.87 83.53 64.16 27.17 35.64 25.78 25.78 25.78 27.69 54.63 52.88 25.75 32.20 14.50 67.75 62.18 48.45 66.89 64.82 69.04 98.79 68.12 96.97 70.26 70.96 85.86 54.98 70.20 98.40 62.66 119.29 94.86 99.38 87.03 110.18 66.24 111.93 83.92 75.32 22.69 21.15 42.31 127.90 123.92 88.76 92.13 49.20 71.84 68.37 68.37 66.04 77.84 53.82 62.03 91.96 67.56 52.59 30.98 70.95 51.85 57.33 50.26 56.29 40.19 54.14 71.16 70.86 64.46 55.48 49.17 18.90 112.14 29.00 37.40 53.03 48.58 47.89 47.13 46.47 96.10 27.59 28.81 36.74 107.34 86.39 24.22 24.75 17.48 90.41 67.18 74.60 81.78 126.89 128.76 121.25 10.76 89.05 92.90 76.64 97.07 78.57 81.13 28.78 24.20 27.45 27.69 27.89 73.08 91.25 83.84 87.53 44.21 45.04 33.62 91.11 57.21 72.05 75.14 56.88 105.22 110.12 90.67 83.63 75.69 79.66 57.23 61.55 21.59 88.09 96.17 79.97 108.97 78.57
39.93 0.00 30.93 12.71 6.78 125.96 108.27 73.58 73.55 27.38 43.42 30.49 40.49 40.49 40.49 41.77 92.75 90.86 49.48 53.65 41.15 81.79 53.29 8.96 92.47 85.49 88.42 133.59 93.11 77.53 91.90 104.43 116.81 59.40 67.96 134.90 91.59 157.34 132.63 139.16 124.85 150.00 105.93 151.75 121.97 113.56 52.39 60.48 74.41 166.10 162.40 125.44 129.08 70.08 98.68 102.11 102.11 98.90 107.66 76.88 92.14 128.29 56.08 14.76 66.21 96.61 87.37 92.62 87.84 93.16 79.87 90.47 103.88 105.21 97.30 54.15 69.92 57.50 151.56 68.64 65.59 78.66 75.49 73.98 72.13 70.25 133.23 58.58 68.44 63.99 142.99 124.18 63.96 58.27 57.22 126.18 30.39 43.00 62.80 164.85 166.79 158.98 48.27 128.95 132.45 38.54 67.86 41.88 41.33 68.57 62.80 65.14 67.49 66.72 33.63 58.35 52.38 55.30 78.33 76.15 59.01 126.55 78.21 60.23 60.84 76.95 141.98 147.21 67.73 43.72 35.81 39.76 17.66 22.76 53.60 126.43 134.23 44.01 84.95 41.88
11.92 30.93 0.00 40.92 37.41 95.12 84.25 80.80 85.75 53.16 20.19 36.02 31.49 31.49 31.49 33.49 66.33 64.61 34.68 40.96 11.31 76.02 63.95 39.84 77.67 74.57 78.58 110.70 78.81 96.65 80.31 82.82 97.55 60.23 74.21 110.24 73.97 130.85 106.52 108.67 98.70 119.58 75.40 121.32 91.06 82.64 22.84 32.68 53.89 139.41 135.35 100.60 103.93 58.63 82.89 80.24 80.24 77.84 89.37 63.88 73.51 103.82 68.82 42.15 35.55 81.80 63.76 69.24 56.93 62.37 51.17 66.05 82.97 82.76 76.26 59.09 58.56 26.77 120.78 40.16 48.17 63.62 59.35 58.47 57.46 56.51 107.88 28.93 39.97 47.28 119.24 93.30 33.83 27.83 27.24 95.78 56.14 62.82 81.28 138.47 140.32 132.89 17.53 98.78 101.76 65.82 93.51 71.78 72.15 38.43 32.00 34.21 37.41 35.94 64.56 86.22 79.26 82.72 56.04 56.51 43.57 103.02 66.88 73.38 75.85 66.33 117.03 121.89 89.12 74.02 66.03 70.03 47.38 51.19 23.38 95.50 103.33 68.62 107.36 71.78
51.13 12.71 40.92 0.00 11.47 135.80 120.76 82.76 81.07 14.72 49.25 42.22 53.16 53.16 53.16 54.40 104.85 102.98 62.19 66.33 49.89 93.60 62.21 10.10 105.08 97.85 100.66 146.20 105.70 81.81 104.29 117.08 129.52 70.55 77.60 147.36 104.29 169.54 144.88 149.59 137.08 160.50 116.31 162.24 131.01 122.78 60.41 72.09 87.06 178.27 174.48 137.86 141.47 82.60 111.32 114.75 114.75 111.57 120.36 89.45 104.86 140.76 64.13 2.24 74.94 109.21 99.85 105.13 96.97 101.89 91.32 102.87 116.56 117.82 109.97 64.62 82.43 67.67 161.51 80.11 78.30 91.32 88.19 86.66 84.79 82.89 145.59 66.45 79.92 76.70 155.55 133.06 74.67 66.85 68.00 134.02 17.70 31.32 67.99 177.08 179.00 171.26 58.45 139.69 142.59 25.98 68.09 38.19 32.39 79.29 72.85 74.75 78.24 76.79 26.28 56.77 52.18 54.38 90.89 88.84 71.72 139.11 90.66 67.92 67.75 89.35 154.41 159.59 71.05 33.30 25.32 29.31 6.86 10.43 62.09 135.62 143.21 31.32 87.06 38.19
45.83 6.78 37.41 11.47 0.00 132.24 112.53 71.44 70.25 25.57 50.17 31.15 43.37 43.37 43.37 44.42 97.67 95.75 52.91 56.50 47.82 82.40 50.91 2.71 94.83 87.13 89.79 137.44 95.37 72.59 93.59 108.15 119.92 59.15 66.19 139.19 94.57 162.04 137.30 145.20 129.56 156.01 112.02 157.76 128.46 120.02 59.11 65.98 78.24 170.84 167.24 129.81 133.51 72.16 101.18 105.91 105.91 102.55 110.62 79.12 95.34 132.56 53.08 13.70 72.82 98.93 91.69 96.84 94.34 99.74 85.43 94.95 107.45 109.12 100.97 53.15 71.97 63.78 157.78 74.22 68.99 81.29 78.41 76.80 74.81 72.79 137.70 65.30 74.02 67.28 147.03 130.70 70.00 64.91 63.25 132.87 28.35 42.77 58.21 169.50 171.47 163.57 54.58 134.86 138.62 35.24 61.62 35.11 35.32 74.59 69.11 71.56 73.50 73.00 27.29 51.77 46.00 48.80 82.47 79.78 62.20 130.60 80.08 57.01 57.14 78.69 146.31 151.62 62.39 38.29 30.56 34.41 13.80 19.62 60.27 132.88 140.73 41.83 79.25 35.11
86.74 125.96 95.12 135.80 132.24 0.00 62.41 143.80 155.14 146.68 90.39 117.95 102.27 102.27 102.27 103.11 53.06 54.51 93.72 96.38 86.05 116.95 137.83 134.77 95.18 104.63 108.64 75.70 96.88 174.29 104.81 73.00 86.29 122.19 138.05 66.12 85.94 66.80 55.84 17.18 53.03 27.28 21.55 28.85 12.75 15.68 76.57 69.20 77.66 71.67 66.42 61.39 60.75 99.59 93.63 71.60 71.60 74.58 87.19 96.96 82.62 64.58 143.71 136.81 61.61 96.26 65.63 65.60 39.59 36.38 51.73 61.92 75.83 69.45 74.49 127.57 99.79 68.47 25.73 61.29 86.38 91.91 88.80 90.35 92.31 94.36 61.11 71.19 61.47 88.08 75.50 14.62 62.61 69.63 69.29 28.70 149.46 151.69 160.57 72.85 73.67 70.66 77.70 16.42 8.36 159.47 180.70 165.23 167.27 58.17 63.16 61.05 59.28 59.25 159.52 176.74 169.01 172.88 71.96 79.65 91.15 69.24 101.48 147.48 151.76 102.98 67.81 68.31 171.06 169.06 161.06 165.06 142.40 145.82 74.33 10.02 15.70 160.43 188.66 165.23
72.34 108.27 84.25 120.76 112.53 62.41 0.00 93.80 106.85 134.90 93.28 86.41 70.43 70.43 70.43 70.02 20.46 21.43 60.28 58.55 81.99 62.17 95.21 115.21 36.70 48.49 51.44 26.71 38.14 128.81 46.43 11.27 24.52 76.39 89.50 26.66 28.50 50.65 26.45 61.34 19.75 67.99 47.81 69.36 71.01 65.60 80.02 52.24 34.83 59.51 56.70 17.41 21.29 50.97 33.17 10.96 10.96 15.13 24.91 45.26 25.38 20.03 100.59 122.57 70.60 36.40 20.91 15.69 62.88 67.17 38.71 18.20 14.16 7.65 15.97 84.03 51.22 64.42 76.69 46.57 45.16 40.20 39.77 41.77 44.27 46.86 25.55 78.69 46.70 47.12 35.02 74.06 56.35 74.44 60.51 87.10 137.97 146.80 117.85 57.77 59.81 51.61 70.51 50.41 61.59 146.74 142.53 137.54 146.26 53.35 62.20 64.32 53.74 59.88 137.48 142.92 134.95 138.94 30.08 34.14 52.17 18.79 48.57 103.18 107.95 50.51 33.80 39.21 129.09 150.38 142.93 146.65 125.83 131.02 76.90 71.23 78.11 151.26 144.52 137.54
76.87 73.58 80.80 82.76 71.44 143.80 93.80 0.00 13.50 95.35 100.99 46.18 51.12 51.12 51.12 49.27 92.08 90.33 54.69 49.75 90.18 32.86 20.56 72.69 58.71 46.26 44.79 108.68 57.80 36.32 50.54 83.74 85.28 22.77 6.67 115.74 65.51 141.43 119.40 149.72 113.45 158.53 122.72 160.11 146.49 138.23 99.55 80.81 66.30 149.87 148.22 109.01 112.94 44.63 64.45 83.08 83.08 78.78 76.42 48.91 68.47 109.88 19.93 84.93 105.27 60.86 79.95 82.05 118.40 125.05 93.22 84.10 81.35 86.78 77.83 21.70 44.41 91.42 165.04 86.42 57.51 54.15 56.03 54.24 52.01 49.74 116.94 104.19 86.28 55.92 119.14 149.53 91.05 100.79 86.91 157.94 97.58 113.49 30.30 147.47 149.54 141.19 86.66 137.96 146.73 100.96 56.97 70.00 87.08 93.62 95.27 99.49 92.72 97.44 79.66 63.72 57.35 60.49 72.17 64.67 53.61 105.35 45.25 18.00 21.54 43.34 122.48 128.20 40.45 93.70 89.67 91.62 82.54 88.22 98.29 149.22 157.53 109.64 52.25 70.00
83.53 73.55 85.75 81.07 70.25 155.14 106.85 13.50 0.00 92.37 105.75 49.83 58.41 58.41 58.41 56.76 104.16 102.35 63.71 59.55 95.92 46.35 21.82 71.03 72.12 59.67 58.28 122.16 71.24 22.83 64.03 96.97 98.78 32.95 17.48 129.14 78.71 154.84 132.63 161.77 126.55 170.81 133.85 172.41 157.19 148.79 106.06 90.15 78.14 163.30 161.60 122.29 126.23 56.93 77.92 96.22 96.22 91.91 89.90 61.72 81.61 123.23 17.60 83.12 113.22 74.34 92.26 94.66 127.89 134.52 103.97 96.44 94.63 99.94 90.91 28.73 56.70 99.52 176.98 96.39 68.79 66.92 68.45 66.59 64.27 61.88 130.26 111.12 96.23 67.07 132.63 160.18 100.06 108.06 95.36 167.95 94.29 110.67 19.27 160.91 162.99 154.63 93.84 150.01 158.43 96.38 44.92 62.35 80.39 103.01 103.76 107.89 102.05 106.24 73.77 53.22 47.72 50.39 84.10 76.76 64.16 118.76 58.29 13.32 13.70 56.35 135.91 141.64 28.04 87.21 84.16 85.61 79.74 85.07 105.12 160.13 168.49 105.44 38.76 62.35
64.16 27.38 53.16 14.72 25.57 146.68 134.90 95.35 92.37 0.00 57.50 56.70 67.86 67.86 67.86 69.12 118.48 116.66 76.80 81.03 60.76 107.97 74.83 23.54 119.80 112.51 115.27 160.55 120.41 90.23 118.96 131.52 144.15 84.58 90.56 161.43 118.96 183.23 158.64 161.10 150.83 172.05 127.90 173.78 141.02 133.03 70.28 85.29 101.50 191.91 188.00 151.89 155.45 97.31 126.04 129.15 129.15 126.04 135.03 104.17 119.48 154.87 76.09 12.63 85.18 123.93 114.00 119.33 107.33 111.77 104.23 116.90 131.06 132.17 124.45 78.26 97.13 79.46 172.41 93.11 92.90 106.03 102.87 101.36 99.50 97.60 159.53 76.02 92.92 91.33 169.79 142.87 86.92 77.09 80.40 142.66 3.07 18.30 77.55 190.80 192.70 185.05 70.40 151.59 153.78 12.80 72.88 40.65 27.99 91.50 84.44 85.88 90.50 88.37 25.90 60.12 57.30 58.59 105.17 103.35 86.37 153.36 105.35 79.54 78.76 104.02 168.44 173.56 78.83 25.80 19.13 22.36 12.82 7.32 72.36 145.77 153.06 16.63 93.24 40.65
