20
0.00 134.95 119.77 38.73 53.29 39.19 86.15 61.39 83.01 41.37 41.37 41.25 96.27 101.02 54.94 61.88 73.98 47.28 21.38 38.09
134.95 0.00 94.13 135.67 155.82 160.27 136.76 142.44 141.47 96.36 96.36 96.50 38.68 81.13 104.49 111.13 122.40 87.71 132.87 150.17
119.77 94.13 0.00 93.46 104.03 120.25 62.12 84.04 68.94 105.76 105.76 105.85 81.97 22.08 64.97 60.48 57.51 92.46 103.50 108.26
38.73 135.67 93.46 0.00 21.55 27.50 48.51 22.69 44.67 61.62 61.62 61.56 99.20 79.20 33.38 33.29 39.29 58.34 17.41 15.66
53.29 155.82 104.03 21.55 0.00 21.94 48.32 20.39 42.25 82.46 82.46 82.40 120.07 93.25 51.68 47.89 46.56 79.85 34.65 15.43
39.19 160.27 120.25 27.50 21.94 0.00 68.95 40.24 63.35 76.14 76.14 76.05 122.65 106.66 60.62 60.63 64.10 77.18 28.16 12.02
86.15 136.76 62.12 48.51 48.32 68.95 0.00 28.72 6.96 95.80 95.80 95.81 108.43 59.35 44.55 33.45 16.98 86.60 64.99 58.40
61.39 142.44 84.04 22.69 20.39 40.24 28.72 0.00 23.44 80.76 80.76 80.73 108.81 74.63 38.55 31.51 26.56 74.91 40.10 29.82
83.01 141.47 68.94 44.67 42.25 63.35 6.96 23.44 0.00 95.65 95.65 95.65 111.97 65.29 45.66 34.90 19.56 87.23 61.67 53.25
41.37 96.36 105.76 61.62 82.46 76.14 95.80 80.76 95.65 0.00 0.00 0.14 58.22 84.03 52.07 63.07 79.48 13.46 49.01 70.18
41.37 96.36 105.76 61.62 82.46 76.14 95.80 80.76 95.65 0.00 0.00 0.14 58.22 84.03 52.07 63.07 79.48 13.46 49.01 70.18
41.25 96.50 105.85 61.56 82.40 76.05 95.81 80.73 95.65 0.14 0.14 0.00 58.36 84.12 52.10 63.09 79.50 13.56 48.93 70.11
96.27 38.68 81.97 99.20 120.07 122.65 108.43 108.81 111.97 58.22 58.22 58.36 0.00 62.48 70.25 78.67 92.42 49.04 94.89 113.07
101.02 81.13 22.08 79.20 93.25 106.66 59.35 74.63 65.29 84.03 84.03 84.12 62.48 0.00 47.58 46.11 49.03 70.66 86.64 94.68
54.94 104.49 64.97 33.38 51.68 60.62 44.55 38.55 45.66 52.07 52.07 52.10 70.25 47.58 0.00 11.15 27.75 42.10 39.07 49.00
61.88 111.13 60.48 33.29 47.89 60.63 33.45 31.51 34.90 63.07 63.07 63.09 78.67 46.11 11.15 0.00 16.60 53.25 43.52 48.63
73.98 122.40 57.51 39.29 46.56 64.10 16.98 26.56 19.56 79.48 79.48 79.50 92.42 49.03 27.75 16.60 0.00 69.85 53.71 52.41
47.28 87.71 92.46 58.34 79.85 77.18 86.60 74.91 87.23 13.46 13.46 13.56 49.04 70.66 42.10 53.25 69.85 0.00 49.05 69.41
21.38 132.87 103.50 17.41 34.65 28.16 64.99 40.10 61.67 49.01 49.01 48.93 94.89 86.64 39.07 43.52 53.71 49.05 0.00 21.21
38.09 150.17 108.26 15.66 15.43 12.02 58.40 29.82 53.25 70.18 70.18 70.11 113.07 94.68 49.00 48.63 52.41 69.41 21.21 0.00

