50
0.00 99.32 20.01 15.00 180.95 197.01 189.19 193.10 88.81 96.43 92.24 102.45 103.08 191.75 203.10 195.52 199.31 101.09 105.55 101.27 36.05 97.27 152.71 157.64 99.78 23.25 22.16 180.45 205.28 184.19 186.78 172.44 167.71 95.89 23.73 55.08 189.08 207.14 186.01 200.12 119.59 84.57 113.21 17.78 45.31 68.67 163.19 161.00 167.58 156.74
99.32 0.00 81.21 84.34 82.42 103.55 96.39 99.95 48.93 51.82 47.46 70.43 70.21 105.98 115.47 109.09 112.25 70.93 69.52 2.76 63.28 2.76 53.48 58.33 6.50 81.12 87.41 82.22 121.28 87.68 87.50 86.17 69.33 9.66 77.93 101.58 100.76 122.79 87.35 113.78 78.19 32.49 25.39 93.07 96.23 128.84 86.38 85.02 89.22 82.51
20.01 81.21 0.00 7.72 162.01 177.24 169.40 173.32 68.98 76.66 72.35 83.67 84.26 171.74 183.10 175.51 179.30 82.40 86.60 82.97 19.39 79.00 134.24 139.43 82.33 20.75 25.60 163.12 185.27 164.78 168.31 152.45 148.75 77.02 3.72 46.15 169.10 187.13 168.45 180.11 100.74 70.65 97.29 13.67 35.95 66.68 143.22 141.05 147.60 136.81
15.00 84.34 7.72 0.00 165.96 182.31 174.51 178.41 75.66 83.42 78.93 91.04 91.62 177.59 188.84 181.33 185.08 89.80 93.90 86.28 21.10 82.28 137.72 142.67 84.90 14.49 18.31 165.65 191.32 169.29 171.79 158.15 152.71 80.90 10.80 52.75 174.72 193.16 171.16 185.95 108.06 70.81 98.76 16.91 42.50 71.66 149.53 147.38 153.84 143.21
180.95 82.42 162.01 165.96 0.00 34.41 32.50 33.23 106.82 103.06 103.17 115.03 114.32 55.50 56.78 55.64 56.07 116.56 111.65 80.17 145.12 84.14 29.90 27.81 83.63 163.52 169.82 33.30 68.09 14.64 13.19 47.52 13.26 85.06 158.50 171.62 47.00 68.41 30.40 58.55 109.05 108.30 79.05 172.65 169.25 197.60 66.66 67.84 64.49 70.34
197.01 103.55 177.24 182.31 34.41 0.00 8.00 4.00 113.84 108.13 110.00 115.12 114.33 26.16 23.25 24.59 23.59 116.84 111.32 100.93 162.44 104.57 58.47 59.15 106.50 182.34 189.09 66.97 35.16 20.37 44.41 31.17 40.96 103.29 173.57 178.17 19.01 35.10 62.90 26.06 104.51 133.39 106.79 186.19 177.76 202.23 51.19 53.27 47.14 57.40
189.19 96.39 169.40 174.51 32.50 8.00 0.00 4.00 105.84 100.14 102.00 107.30 106.51 23.59 24.59 23.25 23.59 109.01 103.51 93.74 154.73 97.32 53.31 54.76 99.56 174.72 181.50 65.76 35.61 17.86 44.05 24.02 36.58 95.82 165.72 170.19 15.28 36.00 62.39 26.06 96.97 126.65 100.72 178.26 169.76 194.31 44.51 46.47 40.74 50.42
193.10 99.95 173.32 178.41 33.23 4.00 4.00 0.00 109.84 104.13 106.00 111.21 110.42 24.59 23.59 23.59 23.25 112.92 107.41 97.32 158.58 100.93 55.81 56.86 103.01 178.52 185.29 66.25 35.16 18.74 44.05 27.54 38.63 99.55 169.64 174.18 16.78 35.33 62.52 25.75 100.73 130.00 103.72 182.22 173.76 198.27 47.80 49.83 43.87 53.88
88.81 48.93 68.98 75.66 106.82 113.84 105.84 109.84 0.00 7.85 3.84 23.28 23.33 104.46 116.19 108.36 112.27 23.26 23.83 48.10 60.47 46.38 85.20 91.83 54.91 81.18 88.26 119.40 117.22 105.35 116.47 86.06 94.27 39.29 65.32 65.07 102.90 119.13 122.86 112.82 36.64 70.15 74.32 74.95 63.94 90.78 74.66 72.42 79.17 68.06
96.43 51.82 76.66 83.42 103.06 108.13 100.14 104.13 7.85 0.00 5.62 18.62 18.43 97.67 109.49 101.61 105.55 19.14 18.07 50.61 68.31 49.46 83.11 89.86 58.09 89.03 96.11 117.64 110.12 100.66 113.27 79.65 90.84 42.21 73.02 70.10 96.47 112.05 120.73 106.00 29.65 75.60 77.01 82.26 69.83 94.99 67.40 65.13 71.98 60.70
92.24 47.46 72.35 78.93 103.17 110.00 102.00 106.00 3.84 5.62 0.00 23.41 23.33 100.72 112.43 104.62 108.52 23.68 23.33 46.44 63.25 45.00 81.90 88.57 53.60 84.06 91.16 116.21 113.56 101.56 112.92 82.26 90.67 37.81 68.68 68.85 99.10 115.46 119.57 109.08 35.26 70.23 72.79 78.58 67.78 94.44 71.08 68.85 75.56 64.53
102.45 70.43 83.67 91.04 115.03 115.12 107.30 111.21 23.28 18.62 23.41 0.00 0.81 100.75 112.75 104.75 108.75 1.75 3.90 69.19 79.20 68.07 98.09 104.94 76.70 98.98 105.85 132.76 111.38 110.63 126.17 84.81 103.61 60.82 80.27 65.92 101.11 113.37 135.30 108.78 17.15 93.40 95.58 86.46 68.39 87.70 68.87 66.47 73.66 61.77
