120
0.00 68.68 74.63 70.96 146.11 114.97 68.80 68.92 67.66 48.67 19.77 29.75 33.54 30.13 66.18 87.95 86.10 39.73 39.83 39.73 39.78 39.16 60.82 106.45 95.38 94.78 140.13 102.27 33.94 63.22 115.78 116.32 77.16 13.81 121.88 84.16 154.15 130.71 147.99 116.99 149.98 109.00 152.21 136.94 136.95 49.74 73.98 77.39 171.31 168.43 114.19 118.00 100.78 103.00 113.77 123.06 115.02 114.68 64.37 94.76 138.86 72.52 73.29 97.02 94.81 106.95 86.09 90.62 96.13 88.01 88.28 89.29 100.57 83.82 30.94 95.07 57.68 151.67 70.08 68.63 58.49 57.57 83.46 53.00 91.12 145.83 97.08 104.39 94.58 149.03 145.91 102.17 97.65 80.17 150.86 23.45 29.19 26.71 154.74 156.82 148.14 49.41 128.89 132.47 33.33 45.34 45.75 56.62 68.54 96.75 78.90 77.37 85.10 43.02 102.98 44.08 45.67 70.93 68.72 46.29
68.68 0.00 42.62 37.90 95.93 66.50 24.77 37.94 51.35 30.06 49.87 60.16 45.90 56.51 2.50 82.76 78.71 62.71 62.72 61.32 60.13 36.26 39.37 41.28 28.50 27.66 86.64 38.23 74.71 44.05 59.44 62.23 15.90 55.79 105.99 42.99 117.61 94.87 109.01 100.77 132.41 83.31 141.97 89.83 83.45 61.94 33.44 37.10 125.61 123.23 99.04 104.41 32.13 42.54 57.87 62.07 55.50 55.34 32.89 42.52 86.20 35.50 43.17 35.59 37.29 49.24 64.08 66.04 67.98 52.80 60.28 68.82 63.41 67.38 37.75 26.63 62.11 131.81 56.73 28.46 57.01 63.28 24.77 67.99 24.43 93.25 30.75 41.03 27.26 96.98 93.35 37.93 31.56 27.02 94.72 79.57 69.53 67.08 130.64 132.57 125.84 53.40 111.87 117.14 88.86 98.43 76.48 75.51 70.56 34.26 37.68 43.62 36.93 72.59 82.08 77.90 83.35 59.79 48.18 66.48
74.63 42.62 0.00 5.15 135.80 107.98 17.85 6.38 14.17 62.82 63.60 82.83 70.66 79.66 42.31 121.76 117.97 89.65 89.71 88.49 87.50 36.92 13.82 75.90 63.09 61.99 125.62 74.68 60.13 82.54 98.75 102.29 31.25 67.26 147.74 85.55 159.82 137.36 151.04 142.45 174.66 125.63 183.54 130.79 122.57 93.14 75.51 79.39 166.03 163.83 140.54 145.82 58.59 81.25 97.51 98.32 93.41 93.38 72.82 84.38 125.54 7.16 1.80 74.62 78.06 88.76 105.34 107.78 110.20 95.22 102.23 110.08 106.04 107.83 51.59 56.99 96.20 174.22 95.51 69.89 92.23 97.14 66.51 99.30 60.44 132.32 65.75 77.71 61.27 136.12 132.42 74.22 66.75 69.55 132.00 72.21 57.88 57.23 173.23 175.17 168.35 85.77 153.84 159.01 77.71 82.92 54.76 47.11 106.62 72.75 80.09 85.45 79.51 52.21 39.82 57.38 62.82 98.35 87.73 95.48
70.96 37.90 5.15 0.00 131.85 103.66 13.18 2.16 15.80 57.67 59.17 78.09 65.74 74.87 37.46 116.61 112.83 84.74 84.80 83.57 82.57 32.65 10.82 72.47 59.50 58.41 121.81 71.02 58.54 77.40 94.82 98.25 27.47 63.04 142.71 80.72 155.33 132.74 146.61 137.41 169.70 120.70 178.49 126.62 118.74 88.09 70.56 74.47 162.00 159.76 135.49 140.75 55.75 77.34 93.52 94.84 89.68 89.63 67.73 79.94 121.67 3.47 5.30 70.62 73.82 84.77 100.29 102.76 105.25 90.33 97.25 105.01 101.27 102.73 46.93 53.70 91.08 169.30 90.37 64.88 87.09 92.02 62.06 94.25 56.65 128.52 62.16 74.05 57.71 132.31 128.62 70.58 63.14 64.89 128.49 69.90 55.82 54.92 168.40 170.34 163.46 80.67 148.83 153.99 75.96 81.83 54.17 47.61 101.47 68.82 75.21 80.47 74.83 51.33 44.88 56.65 62.20 93.21 82.61 90.51
146.11 95.93 135.80 131.85 0.00 31.37 118.97 132.44 146.66 98.65 127.41 120.70 112.63 118.53 97.35 81.98 79.69 114.14 114.07 113.23 112.45 128.56 135.15 61.38 73.12 74.22 11.45 61.53 165.40 83.48 37.05 33.73 104.55 132.76 67.47 62.11 35.90 32.07 27.49 66.17 74.59 52.62 91.03 10.66 13.82 104.69 72.97 69.17 30.40 28.49 67.69 70.78 80.71 54.55 38.34 40.18 42.84 42.79 82.09 54.45 10.66 128.82 136.81 61.23 58.65 47.09 66.32 61.88 55.94 58.64 61.20 65.83 47.09 71.69 121.69 80.02 97.12 70.69 80.73 79.03 93.16 98.05 71.33 106.15 75.40 6.37 70.50 58.54 74.98 5.25 6.31 62.02 69.50 70.94 16.47 165.26 159.49 156.50 63.38 64.23 63.76 100.20 67.01 71.37 175.70 186.99 169.97 170.83 92.39 63.05 67.70 68.78 62.90 165.92 172.00 170.84 175.87 81.54 78.72 111.17
114.97 66.50 107.98 103.66 31.37 0.00 90.54 104.01 117.80 67.29 96.11 90.38 81.59 88.00 67.64 60.46 57.17 84.56 84.49 83.54 82.67 97.64 105.86 39.30 47.91 48.93 25.63 37.39 134.13 52.96 15.53 10.74 77.06 101.53 59.62 30.83 52.47 32.57 43.37 56.04 78.07 36.81 92.10 23.55 22.65 75.71 41.60 37.81 59.51 57.00 56.20 60.99 57.96 29.07 14.96 26.97 22.80 22.41 50.77 24.03 24.11 100.85 108.81 34.45 29.97 21.52 40.16 36.54 31.58 28.74 33.77 41.36 19.92 46.33 90.34 55.41 68.71 75.74 52.22 47.68 64.15 69.78 41.76 78.01 49.03 30.91 45.56 34.90 49.72 34.05 30.99 37.93 44.65 40.34 37.29 133.90 128.19 125.19 71.57 73.16 68.77 70.33 62.47 67.91 144.33 155.62 138.98 140.36 66.09 36.61 36.34 37.91 31.72 134.92 145.84 139.76 144.73 53.64 48.73 82.34
68.80 24.77 17.85 13.18 118.97 90.54 0.00 13.50 27.79 47.06 54.06 70.92 57.60 67.48 24.48 104.98 101.10 76.45 76.49 75.19 74.11 29.74 17.63 60.31 47.17 46.10 109.07 58.53 62.96 65.69 81.98 85.30 15.38 58.82 130.13 67.70 142.15 119.58 133.43 124.86 156.91 107.85 166.01 113.56 105.96 78.60 57.75 61.59 149.04 146.77 123.01 128.32 44.75 64.54 80.63 82.54 77.05 76.98 55.53 66.78 108.87 10.76 18.42 57.75 60.75 71.88 87.84 90.15 92.44 77.40 84.54 92.58 88.18 90.57 41.00 41.91 80.79 156.42 78.68 52.25 76.43 81.81 48.89 84.82 44.07 115.76 49.80 61.55 45.43 119.55 115.86 58.11 50.78 51.74 116.07 72.12 59.14 57.57 155.38 157.32 150.52 70.73 136.17 141.37 79.57 86.98 61.00 56.67 90.69 56.01 62.27 67.77 61.68 57.62 57.49 63.10 68.76 81.61 70.64 81.70
68.92 37.94 6.38 2.16 132.44 104.01 13.50 0.00 14.60 56.67 57.36 76.47 64.28 73.28 37.37 115.80 112.05 83.27 83.32 82.11 81.12 30.76 8.65 73.39 60.35 59.27 122.50 71.81 56.41 76.65 95.44 98.79 28.32 61.14 142.25 80.59 155.51 132.81 146.84 136.94 169.36 120.42 177.97 127.06 119.40 86.80 70.29 74.24 162.53 160.27 134.98 140.23 56.97 77.98 94.11 95.72 90.42 90.36 67.16 80.21 122.32 5.21 5.91 71.22 74.25 85.35 99.79 102.35 104.94 90.11 96.88 104.51 101.20 102.11 45.24 54.72 89.96 169.02 89.60 64.51 86.05 90.87 62.32 92.95 57.40 129.19 63.00 74.84 58.58 132.98 129.29 71.38 63.99 64.96 129.33 67.73 53.66 52.76 168.24 170.19 163.24 79.48 148.42 153.55 73.81 79.74 52.17 45.83 100.45 69.45 75.01 80.11 74.86 49.28 45.50 54.62 60.19 92.41 81.94 89.10
67.66 51.35 14.17 15.80 146.66 117.80 27.79 14.60 0.00 65.82 60.08 80.74 70.15 77.92 50.44 125.36 121.80 88.71 88.78 87.69 86.82 34.04 12.65 87.96 74.88 73.81 136.84 86.30 48.26 86.78 109.72 112.95 42.89 62.63 153.39 93.17 168.86 145.88 160.33 148.06 180.95 132.32 188.79 141.02 133.72 93.67 82.44 86.52 176.63 174.32 145.96 151.09 71.53 92.31 108.34 110.26 104.84 104.77 78.24 93.86 136.61 19.26 12.43 85.49 88.24 99.59 110.90 113.80 116.82 102.36 108.56 115.56 113.91 112.67 49.79 69.32 97.84 180.85 99.51 76.39 94.51 98.63 76.04 99.63 71.85 143.53 77.53 89.33 73.12 147.31 143.63 85.88 78.51 78.20 143.84 61.56 46.93 46.85 180.51 182.49 175.28 87.09 159.76 164.74 65.89 70.06 41.52 33.06 108.87 83.78 87.41 91.92 87.96 39.37 37.37 44.28 49.55 102.15 92.40 95.05
48.67 30.06 62.82 57.67 98.65 67.29 47.06 56.67 65.82 0.00 29.15 31.47 17.85 27.93 28.12 59.54 55.98 32.74 32.75 31.34 30.15 35.27 53.41 59.45 50.11 49.77 91.94 54.96 67.73 21.48 67.13 67.81 44.96 34.90 88.57 36.66 111.40 87.58 104.10 83.25 116.68 69.54 123.42 90.09 88.73 32.23 25.73 29.49 125.45 122.70 80.95 85.91 58.28 54.71 65.12 74.55 66.44 66.08 16.76 46.13 90.80 56.72 62.58 49.11 46.31 58.31 46.69 50.31 54.52 42.66 46.01 51.10 55.49 47.45 23.75 51.98 33.73 117.11 33.80 20.03 29.45 34.77 35.72 38.40 46.03 97.86 51.26 56.76 49.79 101.20 97.95 54.94 51.63 31.72 102.40 66.61 61.66 58.56 117.94 119.99 112.12 23.94 95.21 99.93 77.05 88.43 74.21 78.29 43.81 49.15 30.96 31.32 36.54 70.16 101.89 74.49 79.00 36.36 27.47 36.45
