90
0.00 8.94 115.56 112.05 91.13 194.36 176.97 192.83 36.63 92.39 34.93 91.33 44.83 84.97 91.37 73.62 40.05 39.50 43.14 41.74 26.55 193.44 163.54 139.63 137.32 125.00 125.16 125.16 92.74 111.64 80.53 130.58 129.42 127.67 147.97 143.02 139.34 137.10 129.43 125.75 130.76 132.50 150.22 133.50 138.50 92.82 70.50 58.77 100.01 68.66 69.37 77.54 75.08 180.50 115.32 123.55 128.02 119.49 77.18 82.05 73.12 116.39 118.80 120.92 191.81 47.99 36.09 79.01 71.99 81.03 173.31 182.06 91.39 91.65 0.00 6.56 48.71 47.38 161.07 93.58 176.04 176.28 103.25 166.44 179.09 8.85 89.82 71.31 20.52 85.45
8.94 0.00 123.70 118.68 99.08 201.42 183.19 197.53 42.68 101.32 42.45 100.27 52.00 93.84 99.61 81.28 48.22 47.30 52.08 50.63 35.47 198.02 170.14 147.71 144.92 131.56 132.18 132.18 96.07 116.54 85.10 134.53 134.42 132.68 155.68 150.84 146.69 144.30 136.14 130.00 134.91 138.55 157.34 137.75 142.68 101.46 77.32 62.92 108.90 73.24 72.68 84.96 82.17 185.27 122.31 130.37 135.86 127.29 81.04 88.17 79.46 123.85 126.21 128.54 198.66 55.44 43.83 84.68 77.44 87.23 177.94 188.77 99.62 99.38 8.94 2.80 57.62 56.20 167.30 101.10 182.18 182.41 110.61 172.68 185.42 17.75 97.60 79.46 28.32 94.12
115.56 123.70 0.00 36.35 25.08 86.10 81.55 116.60 84.57 54.19 81.57 48.85 73.07 64.63 89.28 99.02 96.19 100.22 80.27 83.31 91.07 118.81 64.63 24.12 27.02 40.36 31.30 31.30 82.93 65.15 69.92 85.67 69.21 68.35 35.07 29.30 33.17 34.13 39.23 79.16 82.79 53.16 45.61 82.68 86.28 28.80 52.56 80.77 37.81 73.41 84.20 41.67 46.54 105.74 29.44 34.79 15.50 10.72 77.80 52.21 54.99 18.74 20.48 16.01 86.18 69.07 79.99 58.67 64.05 51.77 102.16 78.94 89.29 101.01 115.56 121.93 78.08 82.07 68.49 27.29 81.99 82.23 23.68 72.48 81.59 107.16 99.70 90.00 106.91 74.81
112.05 118.68 36.35 0.00 33.85 83.31 65.44 90.23 76.04 81.45 77.51 75.60 67.36 89.26 114.65 118.82 105.47 109.46 88.23 91.41 92.69 91.86 51.50 47.16 34.70 12.99 15.57 15.57 51.37 29.16 43.62 49.48 33.93 32.82 45.46 43.33 32.20 28.44 17.52 42.88 46.72 23.25 40.07 46.89 50.87 53.09 41.58 61.97 67.81 51.88 60.34 36.85 37.55 78.22 7.93 12.22 33.19 28.06 51.71 31.34 39.34 18.50 18.19 23.97 80.08 64.73 76.80 36.52 43.93 31.98 72.96 70.10 114.66 125.40 112.05 117.62 88.52 92.72 49.65 24.91 64.78 65.02 16.85 54.91 67.26 105.00 123.76 109.67 109.86 99.40
91.13 99.08 25.08 33.85 0.00 105.87 95.02 123.76 59.49 48.42 56.75 42.58 48.03 55.53 80.86 85.39 75.72 79.79 58.87 62.04 67.54 125.49 79.08 48.74 46.88 44.60 39.78 39.78 66.11 56.27 50.35 79.67 66.56 65.20 57.10 51.97 50.30 49.14 46.66 72.85 77.47 56.72 62.35 78.34 82.86 20.81 28.48 57.22 36.88 51.19 62.37 17.19 22.57 111.88 31.73 40.50 36.96 28.53 57.47 32.18 32.14 27.53 30.26 30.75 104.62 44.09 55.26 38.17 41.97 31.27 106.78 95.98 80.87 91.55 91.13 97.40 57.86 62.05 80.02 9.60 94.86 95.11 17.51 84.87 96.02 82.91 89.91 76.20 84.01 65.60
194.36 201.42 86.10 83.31 105.87 0.00 32.04 69.63 159.00 138.18 159.46 133.45 149.54 149.45 172.78 184.68 181.27 185.34 164.66 167.81 172.79 72.76 34.28 65.58 59.55 70.95 69.24 69.24 125.71 97.22 124.50 97.69 83.24 84.33 51.32 57.29 55.62 57.36 65.85 95.82 94.58 68.11 44.15 91.77 90.54 114.89 124.12 144.78 121.32 134.33 141.32 116.99 119.29 67.41 79.11 71.26 70.76 78.15 131.96 114.63 122.55 78.69 76.09 75.15 7.85 146.42 158.45 119.50 127.00 115.29 71.16 16.97 172.79 184.77 194.36 200.19 163.22 167.33 42.04 101.30 34.54 34.49 91.34 37.86 27.97 186.81 183.68 175.79 189.61 159.28
176.97 183.19 81.55 65.44 95.02 32.04 0.00 42.91 140.55 135.73 142.77 130.32 132.58 145.92 170.80 179.25 170.04 174.08 152.87 156.07 158.12 45.91 16.98 68.21 55.54 52.50 55.25 55.25 99.29 71.29 101.32 67.45 55.13 56.50 52.99 58.18 48.48 47.56 48.92 66.57 64.56 44.75 36.44 61.56 59.68 109.07 106.82 122.98 119.31 112.24 117.56 102.06 102.99 37.42 64.05 55.16 66.65 71.42 108.01 95.03 103.85 68.02 65.28 66.85 24.64 130.10 142.15 98.78 106.22 95.99 39.88 15.75 170.81 182.47 176.97 182.32 152.56 156.76 15.90 88.11 2.51 2.50 78.14 10.55 4.07 170.21 181.11 170.08 175.29 156.18
192.83 197.53 116.60 90.23 123.76 69.63 42.91 0.00 156.54 169.36 161.22 163.63 151.26 178.35 203.75 209.03 194.16 198.03 177.03 180.15 178.53 3.13 57.16 108.06 93.47 79.33 86.18 86.18 103.48 81.21 112.44 64.53 63.61 65.36 93.58 98.06 85.67 83.28 78.35 67.95 63.39 67.07 75.48 60.33 55.74 141.29 126.97 134.65 153.90 124.31 125.92 125.73 124.84 12.41 92.32 84.03 103.31 105.90 116.88 113.05 122.29 99.84 97.35 100.71 61.87 149.83 161.16 114.60 121.14 114.34 19.63 56.91 203.76 214.90 192.83 197.25 177.99 182.13 49.55 115.13 40.94 40.81 106.28 47.26 45.83 187.46 213.34 199.87 195.47 188.63
36.63 42.68 84.57 76.04 59.49 159.00 140.55 156.54 0.00 77.06 10.00 73.87 11.96 74.06 90.11 79.43 48.82 51.36 37.52 39.00 26.84 157.24 127.47 108.01 103.57 88.89 89.80 89.80 59.10 75.33 44.82 95.28 93.00 91.24 114.56 110.06 104.75 102.14 93.53 90.07 95.17 95.97 115.04 97.78 102.85 67.16 34.96 24.78 78.76 33.20 36.84 43.72 40.20 144.17 79.93 87.82 95.27 86.66 42.86 45.53 36.78 82.26 84.48 87.31 156.09 16.26 11.99 42.39 35.45 44.56 137.09 146.14 90.13 95.05 36.63 41.78 42.82 44.82 124.65 59.85 139.56 139.80 68.88 130.03 142.75 30.95 93.03 73.16 41.15 78.92
92.39 101.32 54.19 81.45 48.42 138.18 135.73 169.36 77.06 0.00 68.63 5.86 66.31 11.83 35.10 47.61 58.36 61.61 49.25 50.92 66.14 171.36 118.82 72.65 80.84 90.43 83.19 83.19 109.76 104.41 92.15 128.00 114.84 113.53 87.05 81.07 87.34 88.23 91.01 121.19 125.85 103.24 99.73 126.76 131.26 28.39 65.12 89.20 16.86 88.12 98.76 56.76 61.62 157.96 77.58 85.44 69.38 64.41 97.35 75.88 71.29 69.54 72.06 69.26 139.20 62.41 66.38 80.30 80.76 74.57 153.52 132.66 35.11 46.91 92.39 98.79 43.90 46.07 122.36 58.02 136.13 136.38 64.60 126.53 135.77 83.68 45.68 39.47 75.99 21.11
