70
0.00 31.98 51.36 48.84 107.40 109.36 77.31 76.02 107.81 96.98 56.35 60.63 71.29 65.11 18.75 50.65 10.41 25.58 28.62 19.47 15.90 86.08 93.34 57.61 56.38 56.35 56.35 62.14 64.76 68.66 98.01 109.28 92.98 107.23 110.75 4.51 108.71 90.44 46.28 20.80 11.05 21.53 76.90 20.20 24.21 85.76 99.22 38.89 14.41 24.81 33.89 24.65 24.74 25.17 46.89 67.24 24.68 47.09 31.52 33.36 50.97 39.14 39.50 42.24 7.70 13.76 31.32 59.37 39.60 42.83
31.98 0.00 19.64 16.93 100.71 101.63 68.40 63.00 104.02 103.04 52.26 56.42 66.85 63.37 19.17 68.80 42.14 50.36 52.32 42.58 41.64 99.86 106.57 30.39 25.13 25.48 25.38 30.17 33.88 36.80 82.40 93.81 100.09 97.00 92.79 30.03 94.12 72.55 16.44 39.86 36.45 53.49 47.51 48.63 54.83 53.81 71.57 11.44 24.12 47.72 57.49 46.73 46.77 51.81 18.88 48.34 45.72 33.05 39.97 55.95 40.24 46.45 55.07 54.64 29.45 28.02 37.14 32.51 56.87 58.86
51.36 19.64 0.00 3.20 105.41 105.64 73.78 66.15 110.31 114.55 55.24 58.65 67.59 66.22 36.00 86.12 61.64 69.59 71.35 59.40 59.25 114.78 121.11 25.61 12.83 14.49 14.05 11.72 20.35 19.24 81.96 92.81 105.36 91.59 82.14 48.99 85.83 63.10 14.92 58.74 56.03 72.77 35.34 68.22 74.47 34.51 54.28 19.50 43.47 63.99 76.37 62.83 62.84 71.22 11.75 48.81 64.58 41.00 56.64 74.70 48.51 62.00 72.32 71.03 49.08 45.25 48.79 19.65 70.21 71.49
48.84 16.93 3.20 0.00 103.02 103.33 71.25 63.83 107.76 111.56 55.92 59.48 68.70 67.00 34.09 82.93 59.06 66.59 68.30 57.65 57.30 111.60 117.95 23.85 12.09 13.50 13.11 13.50 20.39 20.69 80.15 91.11 105.90 93.67 84.84 46.64 88.27 65.62 12.09 55.68 53.18 70.31 35.31 65.36 71.72 36.92 57.47 16.31 40.52 62.37 73.30 61.25 61.26 68.27 12.62 46.70 61.51 38.08 53.44 71.61 45.61 58.80 69.13 67.83 46.29 43.34 47.97 22.24 69.22 70.64
107.40 100.71 105.41 103.02 0.00 3.75 32.32 39.30 9.84 40.90 152.74 156.98 167.53 163.70 112.91 76.99 109.05 93.97 91.61 126.87 123.22 64.38 64.05 80.57 94.32 92.42 92.92 103.27 92.12 100.94 32.05 30.19 198.14 196.40 187.08 110.36 191.24 168.48 91.17 89.24 98.64 117.55 84.61 101.21 108.09 114.15 151.87 90.58 94.43 132.18 90.64 132.06 132.14 97.40 114.61 57.11 89.09 67.66 76.38 88.82 60.66 69.49 76.24 71.10 99.74 116.79 133.28 125.04 146.85 149.95
109.36 101.63 105.64 103.33 3.75 0.00 33.33 39.50 13.21 44.63 153.78 158.00 168.48 164.79 114.32 80.14 111.30 96.56 94.27 128.81 125.21 68.11 67.80 80.57 94.32 92.42 92.92 103.09 91.78 100.50 30.11 27.20 199.61 196.88 187.05 112.21 191.44 168.64 91.59 91.52 100.80 120.00 83.73 103.71 110.70 113.24 151.26 91.31 96.19 134.16 93.45 134.00 134.08 100.02 115.09 57.06 91.56 68.63 78.54 91.59 61.80 71.81 78.97 73.79 101.67 118.45 134.74 125.24 148.70 151.76
77.31 68.40 73.78 71.25 32.32 33.33 0.00 10.28 36.53 48.62 120.47 124.70 135.23 131.47 81.11 58.10 80.43 68.09 66.37 96.61 93.21 62.06 65.34 49.79 63.37 61.49 61.99 72.81 62.43 71.53 25.45 34.79 166.41 164.28 155.84 79.83 159.51 136.86 59.26 61.12 69.66 90.19 57.84 74.45 82.05 86.76 122.68 58.31 63.64 102.07 66.86 101.81 101.89 71.64 82.55 27.25 62.31 35.35 47.81 64.74 28.47 42.23 52.37 47.01 69.62 85.59 101.55 93.43 116.21 119.17
76.02 63.00 66.15 63.83 39.30 39.50 10.28 0.00 45.01 58.89 115.25 119.38 129.69 126.37 77.44 63.85 80.41 70.24 68.94 94.86 91.76 71.47 75.09 41.30 55.04 53.14 53.64 64.13 53.29 62.29 22.22 33.29 162.42 157.40 147.79 78.03 151.97 129.20 52.12 61.96 69.55 90.92 47.81 75.88 83.76 76.94 113.46 52.25 61.82 100.43 70.20 100.03 100.10 73.77 75.64 17.98 64.06 30.70 48.81 67.99 25.16 44.57 56.21 51.01 68.44 82.85 97.84 85.77 113.89 116.68
107.81 104.02 110.31 107.76 9.84 13.21 36.53 45.01 0.00 32.28 155.53 159.84 170.53 166.33 114.87 73.21 108.52 92.30 89.72 127.24 123.43 56.77 55.74 86.12 99.79 97.90 98.40 109.07 98.30 107.28 41.13 40.00 199.70 200.52 192.36 111.06 196.00 173.38 95.75 88.72 98.44 116.25 91.84 99.83 106.28 121.32 158.42 94.43 95.50 132.40 88.19 132.38 132.47 95.63 118.93 62.99 87.92 71.12 76.36 86.53 63.79 69.03 74.18 69.30 100.24 118.04 135.04 129.95 147.41 150.60
96.98 103.04 114.55 111.56 40.90 44.63 48.62 58.89 32.28 0.00 150.65 155.05 165.95 160.64 108.75 51.77 94.65 75.90 72.81 115.37 111.21 25.49 23.51 94.18 106.63 104.89 105.35 116.61 107.82 116.93 65.92 68.70 189.77 199.29 195.52 101.00 197.16 175.48 99.70 76.24 86.27 99.64 105.64 83.80 88.58 133.64 167.18 95.96 87.67 119.85 69.64 120.15 120.25 78.66 120.64 74.43 73.44 73.62 66.78 68.59 66.25 59.01 58.21 54.79 90.23 109.39 127.34 133.35 135.42 138.85
56.35 52.26 55.24 55.92 152.74 153.78 120.47 115.25 155.53 150.65 0.00 4.40 15.30 11.21 41.90 106.96 63.32 81.77 84.90 44.25 47.92 142.11 149.33 79.10 67.92 69.41 69.02 64.85 75.48 72.10 134.17 145.47 50.17 51.04 59.36 51.87 54.43 41.35 65.09 76.39 67.29 67.28 90.39 75.43 76.39 79.26 67.54 63.16 63.03 43.73 90.06 42.48 42.40 80.88 43.51 100.03 80.90 85.15 83.92 89.67 92.08 91.66 95.19 97.09 61.60 42.66 25.39 42.32 35.54 33.88
60.63 56.42 58.65 59.48 156.98 158.00 124.70 119.38 159.84 155.05 4.40 0.00 10.90 7.60 46.30 111.26 67.43 86.00 89.14 48.05 51.81 146.46 153.68 82.84 71.40 72.93 72.53 67.92 78.78 75.05 138.14 149.42 47.13 46.94 56.50 56.15 50.95 39.27 68.94 80.73 71.59 71.07 93.62 79.58 80.37 81.40 67.53 67.22 67.43 47.23 94.28 46.02 45.94 85.05 46.96 104.01 85.21 89.37 88.32 93.92 96.34 96.06 99.54 101.47 65.95 46.97 29.54 44.79 38.03 36.06
71.29 66.85 67.59 68.70 167.53 168.48 135.23 129.69 170.53 165.95 15.30 10.90 0.00 7.53 57.20 121.94 77.76 96.54 99.70 57.83 61.74 157.23 164.46 92.36 80.41 82.03 81.60 76.10 87.38 82.92 148.08 159.29 40.67 37.08 50.39 66.83 43.07 35.99 78.72 91.52 82.28 80.73 102.00 89.96 90.39 87.44 68.74 77.45 78.33 56.45 104.79 55.32 55.24 95.48 56.09 114.01 95.92 99.88 99.22 104.49 106.93 106.95 110.34 112.33 76.76 57.70 40.03 52.02 45.47 42.96
65.11 63.37 66.22 67.00 163.70 164.79 131.47 126.37 166.33 160.64 11.21 7.60 7.53 0.00 52.07 115.71 71.12 90.12 93.30 50.84 54.84 151.18 158.43 90.27 78.95 80.47 80.07 75.52 86.38 82.65 145.37 156.68 39.55 44.38 57.64 60.70 50.59 42.29 76.29 85.59 76.14 73.62 101.22 83.36 83.48 88.74 73.15 74.33 72.97 49.22 98.32 48.12 48.03 88.92 54.51 111.23 89.79 96.18 93.86 98.11 103.04 101.64 104.42 106.63 70.91 51.70 33.79 52.30 37.95 35.43
18.75 19.17 36.00 34.09 112.91 114.32 81.11 77.44 114.87 108.75 41.90 46.30 57.20 52.07 0.00 66.68 28.80 43.28 46.05 23.64 23.25 101.01 108.14 49.27 44.00 44.51 44.37 47.55 52.82 54.76 98.22 109.69 85.31 91.49 92.84 14.91 91.61 72.40 35.59 35.67 27.96 38.37 66.67 38.78 42.87 70.33 80.68 29.74 21.19 28.61 51.45 27.59 27.62 43.43 29.29 64.86 40.84 46.75 42.05 50.56 52.77 49.76 54.09 55.53 21.13 9.25 20.46 41.01 38.15 40.42
50.65 68.80 86.12 82.93 76.99 80.14 58.10 63.85 73.21 51.77 106.96 111.26 121.94 115.71 66.68 0.00 45.50 26.00 22.75 66.75 62.50 35.80 43.10 75.90 83.60 82.44 82.74 92.93 88.82 96.52 83.55 92.33 140.75 157.67 159.16 55.11 158.30 138.66 73.57 31.02 39.67 48.47 94.10 33.59 37.19 115.24 140.07 66.94 46.54 70.53 18.49 71.06 71.16 28.06 87.65 68.11 26.07 53.45 29.53 18.02 49.73 25.64 13.81 16.00 45.70 64.29 81.95 101.29 86.04 89.53
10.41 42.14 61.64 59.06 109.05 111.30 80.43 80.41 108.52 94.65 63.32 67.43 77.76 71.12 28.80 45.50 0.00 19.50 22.75 21.25 17.00 81.30 88.60 66.30 66.12 65.98 66.01 72.27 74.32 78.63 102.61 113.65 95.49 114.35 119.47 13.90 116.78 99.34 55.81 19.83 10.85 11.94 85.89 12.26 14.15 95.96 109.46 48.26 21.64 25.26 27.41 25.68 25.78 17.85 57.29 73.57 21.27 53.24 32.81 27.51 55.97 39.59 36.44 40.26 14.14 22.22 37.93 69.67 40.85 44.31
