40
0.00 6.57 57.72 120.25 74.20 94.40 106.47 87.37 90.01 157.02 165.02 85.32 72.22 74.01 73.54 64.79 75.48 67.60 138.37 148.73 25.15 75.16 55.25 65.72 68.16 63.77 98.82 110.72 102.88 99.55 105.53 100.36 108.04 73.50 64.82 91.34 95.40 71.47 110.70 48.71
6.57 0.00 51.95 114.56 68.87 88.64 103.25 87.33 89.72 151.18 159.11 81.34 68.56 70.30 69.84 61.58 71.88 64.27 133.84 144.35 28.09 80.95 61.09 60.34 73.90 68.19 97.69 108.62 101.15 98.37 104.01 97.83 106.39 72.60 67.68 89.46 93.31 70.76 107.40 43.40
57.72 51.95 0.00 62.61 18.38 36.69 65.23 77.34 77.22 99.30 107.34 40.04 33.34 34.02 33.83 33.55 36.19 33.89 85.57 96.63 78.04 117.27 99.79 10.54 110.45 95.16 77.10 78.71 75.08 77.30 79.29 65.85 80.31 59.68 83.83 64.27 65.71 60.00 68.30 11.00
120.25 114.56 62.61 0.00 46.75 26.00 59.98 104.96 102.31 37.25 45.80 51.65 62.41 60.85 61.26 70.84 61.35 68.26 40.64 50.60 140.28 171.64 156.62 54.92 165.42 146.29 92.87 80.41 84.42 92.35 88.55 71.26 87.17 92.50 130.42 80.68 77.91 94.64 58.71 71.81
74.20 68.87 18.38 46.75 0.00 22.27 50.20 73.39 72.28 83.98 92.41 25.70 25.22 24.84 24.93 30.33 26.70 28.97 67.20 78.27 95.74 126.84 110.80 8.53 120.34 102.68 68.80 66.33 64.60 68.77 69.06 53.51 69.44 56.92 88.73 55.26 55.40 58.11 52.65 25.50
94.40 88.64 36.69 26.00 22.27 0.00 55.60 90.67 88.84 62.65 70.82 37.16 43.51 42.42 42.70 50.60 43.65 48.59 56.33 67.54 114.29 149.06 133.06 29.73 142.59 124.68 82.49 75.06 76.08 82.23 80.56 63.35 80.10 75.65 110.17 69.08 67.77 77.28 56.34 46.27
106.47 103.25 65.23 59.98 50.20 55.60 0.00 50.86 47.23 88.08 96.84 25.20 35.17 33.63 34.03 41.71 31.77 38.99 43.06 49.67 131.26 131.66 121.62 55.20 126.77 104.68 34.84 20.48 25.22 34.12 28.98 13.05 27.29 45.42 86.18 25.88 21.40 48.28 4.51 65.81
87.37 87.33 77.34 104.96 73.39 90.67 50.86 0.00 4.25 137.30 146.22 54.17 48.22 48.86 48.69 44.23 47.31 44.78 93.82 99.51 111.62 85.52 80.04 72.14 81.85 59.16 18.81 38.22 28.64 19.81 27.79 37.86 31.04 17.77 40.40 25.28 29.46 18.12 54.66 70.38
90.01 89.72 77.22 102.31 72.28 88.84 47.23 4.25 0.00 134.16 143.05 52.02 47.05 47.53 47.40 43.81 45.86 44.07 90.09 95.58 114.46 89.77 84.16 71.51 86.09 63.38 14.58 34.03 24.50 15.57 23.55 34.18 26.79 18.44 44.61 22.00 25.89 19.43 50.92 70.76
157.02 151.18 99.30 37.25 83.98 62.65 88.08 137.30 134.16 0.00 8.96 86.51 98.47 96.79 97.23 107.18 97.00 104.45 51.41 54.97 176.20 208.28 193.65 92.07 202.18 182.55 122.83 107.12 113.29 122.15 116.87 100.80 114.82 126.81 166.08 112.15 108.54 129.18 85.39 108.85
165.02 159.11 107.34 45.80 92.41 70.82 96.84 146.22 143.05 8.96 0.00 95.46 107.35 105.68 106.12 116.03 105.92 113.33 59.19 61.76 183.78 217.12 202.37 100.39 210.99 191.44 131.62 115.71 122.02 130.93 125.56 109.61 123.46 135.77 175.02 121.05 117.40 138.14 94.06 117.08
85.32 81.34 40.04 51.65 25.70 37.16 25.20 54.17 52.02 86.51 95.46 0.00 13.75 11.85 12.35 22.59 11.18 19.55 54.04 63.81 109.40 122.66 109.57 30.03 116.90 96.42 45.42 40.70 39.76 45.21 44.27 27.97 44.30 40.85 79.59 31.94 30.97 43.01 28.33 41.30
72.22 68.56 33.34 62.41 25.22 43.51 35.17 48.22 47.05 98.47 107.35 13.75 0.00 1.90 1.40 8.98 3.40 6.04 67.78 77.46 96.64 109.94 96.26 25.37 104.00 84.09 44.39 45.68 41.74 44.48 45.98 32.99 46.97 32.25 68.02 31.17 32.37 33.78 39.09 31.31
74.01 70.30 34.02 60.85 24.84 42.42 33.63 48.86 47.53 96.79 105.68 11.85 1.90 0.00 0.50 10.84 2.17 7.86 65.88 75.57 98.39 111.68 98.09 25.63 105.77 85.77 44.28 44.77 41.20 44.33 45.50 32.00 46.37 33.23 69.57 30.92 31.82 34.88 37.48 32.53
73.54 69.84 33.83 61.26 24.93 42.70 34.03 48.69 47.40 97.23 106.12 12.35 1.40 0.50 0.00 10.35 2.41 7.38 66.38 76.07 97.93 111.22 97.61 25.55 105.30 85.32 44.30 45.00 41.34 44.36 45.62 32.25 46.52 32.97 69.16 30.97 31.96 34.58 37.90 32.20
64.79 61.58 33.55 70.84 30.33 50.60 41.71 44.23 43.81 107.18 116.03 22.59 8.98 10.84 10.35 0.00 11.50 3.05 76.50 85.99 89.55 101.13 87.29 27.96 95.13 75.47 43.99 49.01 43.44 44.28 47.29 37.06 48.84 26.99 59.86 31.91 34.38 27.91 45.91 28.60
75.48 71.88 36.19 61.35 26.70 43.65 31.77 47.31 45.86 97.00 105.92 11.18 3.40 2.17 2.41 11.50 0.00 8.45 65.00 74.53 99.96 111.70 98.41 27.75 105.86 85.62 42.26 42.60 39.05 42.29 43.36 29.84 44.20 32.06 69.16 28.85 29.67 33.83 35.70 34.60
67.60 64.27 33.89 68.26 28.97 48.59 38.99 44.78 44.07 104.45 113.33 19.55 6.04 7.86 7.38 3.05 8.45 0.00 73.45 82.95 92.29 103.92 90.23 27.44 97.96 78.13 43.24 47.12 42.02 43.46 46.00 34.92 47.38 27.97 62.25 30.71 32.81 29.16 43.14 29.88
138.37 133.84 85.57 40.64 67.20 56.33 43.06 93.82 90.09 51.41 59.19 54.04 67.78 65.88 66.38 76.50 65.00 73.45 0.00 11.28 161.59 173.66 162.25 75.35 168.42 146.79 76.90 58.93 66.71 76.06 69.55 55.97 67.00 87.69 128.61 68.93 64.42 90.47 39.17 91.19
148.73 144.35 96.63 50.60 78.27 67.54 49.67 99.51 95.58 54.97 61.76 63.81 77.46 75.57 76.07 85.99 74.53 82.95 11.28 0.00 172.20 181.27 170.63 86.35 176.27 154.31 81.76 62.85 71.47 80.86 73.77 62.05 70.95 95.03 135.85 75.28 70.52 97.87 45.39 101.97
25.15 28.09 78.04 140.28 95.74 114.29 131.26 111.62 114.46 176.20 183.78 109.40 96.64 98.39 97.93 89.55 99.96 92.29 161.59 172.20 0.00 83.12 64.12 87.22 76.81 79.36 123.76 135.87 128.01 124.51 130.61 125.45 133.14 98.40 84.91 116.49 120.55 96.27 135.43 70.60
75.16 80.95 117.27 171.64 126.84 149.06 131.66 85.52 89.77 208.28 217.12 122.66 109.94 111.68 111.22 101.13 111.70 103.92 173.66 181.27 83.12 0.00 19.93 120.20 7.10 26.99 104.25 123.32 113.58 105.25 113.25 119.87 116.50 86.25 45.75 106.68 111.64 83.40 136.04 106.27
55.25 61.09 99.79 156.62 110.80 133.06 121.62 80.04 84.16 193.65 202.37 109.57 96.26 98.09 97.61 87.29 98.41 90.23 162.25 170.63 64.12 19.93 0.00 103.66 13.02 23.32 98.01 116.10 106.42 98.99 106.86 110.77 110.07 76.78 40.07 97.98 102.97 73.88 126.11 88.83
65.72 60.34 10.54 54.92 8.53 29.73 55.20 72.14 71.51 92.07 100.39 30.03 25.37 25.63 25.55 27.96 27.75 27.44 75.35 86.35 87.22 120.20 103.66 0.00 113.58 96.70 69.76 69.64 66.76 69.85 71.10 56.73 71.86 54.93 83.68 56.51 57.40 55.72 58.10 17.02
68.16 73.90 110.45 165.42 120.34 142.59 126.77 81.85 86.09 202.18 210.99 116.90 104.00 105.77 105.30 95.13 105.86 97.96 168.42 176.27 76.81 7.10 13.02 113.58 0.00 22.71 100.44 119.26 109.51 101.43 109.42 115.23 112.67 81.38 41.58 102.12 107.11 78.51 131.18 99.46
63.77 68.19 95.16 146.29 102.68 124.68 104.68 59.16 63.38 182.55 191.44 96.42 84.09 85.77 85.32 75.47 85.62 78.13 146.79 154.31 79.36 26.99 23.32 96.70 22.71 0.00 77.73 96.60 86.85 78.73 86.72 92.89 89.96 59.28 18.90 79.71 84.68 56.44 109.05 84.32
98.82 97.69 77.10 92.87 68.80 82.49 34.84 18.81 14.58 122.83 131.62 45.42 44.39 44.28 44.30 43.99 42.26 43.24 76.90 81.76 123.76 104.25 98.01 69.76 100.44 77.73 0.00 19.53 10.29 1.00 9.00 22.04 12.25 25.38 58.87 13.59 15.03 27.67 38.04 72.50
110.72 108.62 78.71 80.41 66.33 75.06 20.48 38.22 34.03 107.12 115.71 40.70 45.68 44.77 45.00 49.01 42.60 47.12 58.93 62.85 135.87 123.32 116.10 69.64 119.26 96.60 19.53 0.00 9.75 18.55 10.97 12.91 8.11 40.25 77.70 19.59 15.32 43.04 22.00 76.76
102.88 101.15 75.08 84.42 64.60 76.08 25.22 28.64 24.50 113.29 122.02 39.76 41.74 41.20 41.34 43.44 39.05 42.02 66.71 71.47 128.01 113.58 106.42 66.76 109.51 86.85 10.29 9.75 0.00 9.40 4.51 13.19 5.41 31.06 67.95 11.81 9.38 33.76 28.09 71.89
99.55 98.37 77.30 92.35 68.77 82.23 34.12 19.81 15.57 122.15 130.93 45.21 44.48 44.33 44.36 44.28 42.29 43.46 76.06 80.86 124.51 105.25 98.99 69.85 101.43 78.73 1.00 18.55 9.40 0.00 8.00 21.40 11.25 26.16 59.87 13.51 14.62 28.49 37.26 72.82
105.53 104.01 79.29 88.55 69.06 80.56 28.98 27.79 23.55 116.87 125.56 44.27 45.98 45.50 45.62 47.29 43.36 46.00 69.55 73.77 130.61 113.25 106.86 71.10 109.42 86.72 9.00 10.97 4.51 8.00 0.00 17.49 3.25 32.81 67.85 15.40 13.71 35.36 31.50 75.83
100.36 97.83 65.85 71.26 53.51 63.35 13.05 37.86 34.18 100.80 109.61 27.97 32.99 32.00 32.25 37.06 29.84 34.92 55.97 62.05 125.45 119.87 110.77 56.73 115.23 92.89 22.04 12.91 13.19 21.40 17.49 0.00 16.75 34.00 74.19 13.27 8.49 36.90 16.82 64.23
108.04 106.39 80.31 87.17 69.44 80.10 27.29 31.04 26.79 114.82 123.46 44.30 46.97 46.37 46.52 48.84 44.20 47.38 67.00 70.95 133.14 116.50 110.07 71.86 112.67 89.96 12.25 8.11 5.41 11.25 3.25 16.75 0.00 35.67 71.09 17.20 14.63 38.27 29.46 77.26
73.50 72.60 59.68 92.50 56.92 75.65 45.42 17.77 18.44 126.81 135.77 40.85 32.25 33.23 32.97 26.99 32.06 27.97 87.69 95.03 98.40 86.25 76.78 54.93 81.38 59.28 25.38 40.25 31.06 26.16 32.81 34.00 35.67 0.00 40.92 21.28 26.24 2.90 49.81 52.62
64.82 67.68 83.83 130.42 88.73 110.17 86.18 40.40 44.61 166.08 175.02 79.59 68.02 69.57 69.16 59.86 69.16 62.25 128.61 135.85 84.91 45.75 40.07 83.68 41.58 18.90 58.87 77.70 67.95 59.87 67.85 74.19 71.09 40.92 0.00 60.97 65.92 38.15 90.51 73.50
91.34 89.46 64.27 80.68 55.26 69.08 25.88 25.28 22.00 112.15 121.05 31.94 31.17 30.92 30.97 31.91 28.85 30.71 68.93 75.28 116.49 106.68 97.98 56.51 102.12 79.71 13.59 19.59 11.81 13.51 15.40 13.27 17.20 21.28 60.97 0.00 5.00 24.16 29.94 60.48
