30
0.00 4.32 16.17 34.40 20.81 81.84 6.40 62.52 67.65 17.69 95.67 109.09 88.71 86.13 110.48 108.06 103.46 104.27 66.27 66.47 66.27 86.57 89.08 82.45 72.89 84.35 44.60 84.27 53.65 94.34
4.32 0.00 14.85 30.10 16.49 77.57 2.80 63.31 68.68 19.14 91.60 104.94 92.10 89.15 106.79 103.97 99.19 100.02 62.02 62.22 62.02 83.86 92.78 86.52 77.21 80.09 40.44 80.07 49.47 90.13
16.17 14.85 0.00 32.44 20.45 78.51 12.41 78.15 83.47 11.25 95.24 107.62 103.51 101.61 113.16 107.37 99.73 101.26 64.01 64.20 64.01 94.50 103.00 94.59 81.36 81.41 44.61 82.25 52.93 92.07
34.40 30.10 32.44 0.00 13.70 47.53 28.73 73.45 79.81 43.24 62.91 75.63 116.06 110.98 81.01 75.12 69.13 70.10 32.21 32.40 32.21 67.08 118.59 114.67 107.18 50.14 12.36 50.43 20.50 60.42
20.81 16.49 20.45 13.70 0.00 61.23 15.03 68.45 74.50 30.45 76.14 89.13 105.48 101.33 92.97 88.44 82.82 83.79 45.85 46.05 45.85 74.60 107.18 102.17 93.69 63.83 24.89 64.02 33.70 74.05
81.84 77.57 78.51 47.53 61.23 0.00 76.27 103.76 110.09 89.71 22.06 30.31 156.56 149.46 47.44 31.62 21.62 22.76 15.90 15.71 15.90 60.96 160.95 159.57 154.28 3.41 37.99 7.40 29.12 14.31
6.40 2.80 12.41 28.73 15.03 76.27 0.00 65.87 71.30 18.03 90.82 104.00 94.80 91.92 106.58 103.16 97.86 98.81 60.85 61.05 60.85 84.65 95.37 88.85 78.96 78.86 39.55 78.99 48.51 89.03
62.52 63.31 78.15 73.45 68.45 103.76 65.87 0.00 6.48 79.21 104.56 118.76 59.82 49.82 104.53 115.16 121.91 120.14 89.82 89.96 89.82 65.11 68.15 76.15 87.68 104.37 72.76 101.42 78.46 109.79
67.65 68.68 83.47 79.81 74.50 110.09 71.30 6.48 0.00 83.97 110.48 124.61 55.65 45.14 109.65 120.91 128.07 126.22 96.24 96.39 96.24 69.77 64.62 74.00 87.41 110.66 79.24 107.65 84.93 115.92
17.69 19.14 11.25 43.24 30.45 89.71 18.03 79.21 83.97 0.00 106.14 118.69 97.71 96.98 123.41 118.33 110.97 112.47 75.09 75.28 75.09 102.68 96.13 86.28 71.29 92.59 55.18 93.34 63.72 103.21
95.67 91.60 95.24 62.91 76.14 22.06 90.82 104.56 110.48 106.14 0.00 14.49 161.36 153.02 25.81 12.40 21.18 17.46 31.77 31.59 31.77 49.76 167.11 168.13 166.07 18.76 51.28 15.10 42.46 11.00
109.09 104.94 107.62 75.63 89.13 30.31 104.00 118.76 124.61 118.69 14.49 0.00 175.82 167.41 28.47 5.27 16.34 11.57 43.61 43.42 43.61 61.52 181.60 182.55 180.09 27.00 64.50 25.40 55.49 16.00
88.71 92.10 103.51 116.06 105.48 156.56 94.80 59.82 55.65 97.71 161.36 175.82 0.00 11.79 163.91 172.70 176.62 175.58 141.18 141.35 141.18 124.91 11.48 29.25 54.67 157.87 120.51 155.75 128.32 165.00
86.13 89.15 101.61 110.98 101.33 149.46 91.92 49.82 45.14 96.98 153.02 167.41 11.79 0.00 154.33 164.09 169.03 167.75 134.38 134.55 134.38 114.83 22.97 39.20 62.72 150.58 114.38 148.20 121.78 157.22
110.48 106.79 113.16 81.01 92.97 47.44 106.58 104.53 109.65 123.41 25.81 28.47 163.91 154.33 0.00 23.26 43.50 38.76 53.65 53.51 53.65 40.69 171.12 174.91 176.68 44.29 68.66 40.13 61.05 36.41
108.06 103.97 107.37 75.12 88.44 31.62 103.16 115.16 120.91 118.33 12.40 5.27 172.70 164.09 23.26 0.00 20.80 15.96 43.55 43.36 43.55 56.78 178.72 180.14 178.41 28.22 63.62 25.77 54.74 17.57
103.46 99.19 99.73 69.13 82.82 21.62 97.86 121.91 128.07 110.97 21.18 16.34 176.62 169.03 43.50 20.80 0.00 4.83 37.40 37.20 37.40 70.71 181.47 180.72 175.88 19.34 59.50 20.87 50.53 12.28
104.27 100.02 101.26 70.10 83.79 22.76 98.81 120.14 126.22 112.47 17.46 11.57 175.58 167.75 38.76 15.96 4.83 0.00 38.00 37.80 38.00 67.22 180.71 180.46 176.34 19.96 59.93 20.38 50.87 10.59
66.27 62.02 64.01 32.21 45.85 15.90 60.85 89.82 96.24 75.09 31.77 43.61 141.18 134.38 53.65 43.55 37.40 38.00 0.00 0.20 0.00 55.45 145.32 143.70 138.48 18.12 22.10 18.26 13.22 28.22
66.47 62.22 64.20 32.40 46.05 15.71 61.05 89.96 96.39 75.28 31.59 43.42 141.35 134.55 53.51 43.36 37.20 37.80 0.20 0.00 0.20 55.45 145.50 143.89 138.68 17.92 22.30 18.07 13.41 28.02
66.27 62.02 64.01 32.21 45.85 15.90 60.85 89.82 96.24 75.09 31.77 43.61 141.18 134.38 53.65 43.55 37.40 38.00 0.00 0.20 0.00 55.45 145.32 143.70 138.48 18.12 22.10 18.26 13.22 28.22
86.57 83.86 94.50 67.08 74.60 60.96 84.65 65.11 69.77 102.68 49.76 61.52 124.91 114.83 40.69 56.78 70.71 67.22 55.45 55.45 55.45 0.00 132.87 138.58 143.97 59.51 56.35 54.96 53.49 59.02
89.08 92.78 103.00 118.59 107.18 160.95 95.37 68.15 64.62 96.13 167.11 181.60 11.48 22.97 171.12 178.72 181.47 180.71 145.32 145.50 145.32 132.87 0.00 18.87 45.47 162.46 124.08 160.62 132.26 170.12
82.45 86.52 94.59 114.67 102.17 159.57 88.85 76.15 74.00 86.28 168.13 182.55 29.25 39.20 174.91 180.14 180.72 180.46 143.70 143.89 143.70 138.58 18.87 0.00 27.00 161.43 121.81 160.12 130.48 169.93
72.89 77.21 81.36 107.18 93.69 154.28 78.96 87.68 87.41 71.29 166.07 180.09 54.67 62.72 176.68 178.41 175.88 176.34 138.48 138.68 138.48 143.97 45.47 27.00 0.00 156.60 116.43 156.06 125.47 166.12
84.35 80.09 81.41 50.14 63.83 3.41 78.86 104.37 110.66 92.59 18.76 27.00 157.87 150.58 44.29 28.22 19.34 19.96 18.12 17.92 18.12 59.51 162.46 161.43 156.60 0.00 40.18 4.75 31.19 11.00
44.60 40.44 44.61 12.36 24.89 37.99 39.55 72.76 79.24 55.18 51.28 64.50 120.51 114.38 68.66 63.62 59.50 59.93 22.10 22.30 22.10 56.35 124.08 121.81 116.43 40.18 0.00 39.75 9.08 49.82
84.27 80.07 82.25 50.43 64.02 7.40 78.99 101.42 107.65 93.34 15.10 25.40 155.75 148.20 40.13 25.77 20.87 20.38 18.26 18.07 18.26 54.96 160.62 160.12 156.06 4.75 39.75 0.00 30.67 10.07
53.65 49.47 52.93 20.50 33.70 29.12 48.51 78.46 84.93 63.72 42.46 55.49 128.32 121.78 61.05 54.74 50.53 50.87 13.22 13.41 13.22 53.49 132.26 130.48 125.47 31.19 9.08 30.67 0.00 40.75
94.34 90.13 92.07 60.42 74.05 14.31 89.03 109.79 115.92 103.21 11.00 16.00 165.00 157.22 36.41 17.57 12.28 10.59 28.22 28.02 28.22 59.02 170.12 169.93 166.12 11.00 49.82 10.07 40.75 0.00

