150
0.00 38.82 40.57 84.65 74.22 161.46 160.62 45.88 44.75 21.28 33.43 171.49 166.50 162.48 163.65 158.12 124.47 77.53 35.25 52.37 163.09 174.62 166.93 169.23 149.12 65.77 71.25 78.64 77.23 27.31 27.13 17.41 14.84 31.83 64.88 122.10 125.97 135.90 131.54 79.85 26.88 71.62 50.76 63.46 98.81 95.28 57.52 60.42 76.19 86.44 84.97 85.35 82.12 91.39 76.65 8.10 12.48 156.46 168.44 160.64 71.53 165.26 143.35 69.04 52.38 54.76 64.33 59.93 68.95 55.30 84.39 125.69 62.42 88.05 86.43 34.82 87.57 87.10 52.56 89.15 37.41 46.76 44.78 42.63 39.07 36.79 29.05 33.92 28.47 65.84 81.32 100.80 110.57 103.26 109.96 124.94 98.21 93.84 94.54 113.25 30.14 64.28 2.61 60.78 75.53 97.16 26.89 26.35 26.53 44.95 82.28 41.89 57.27 78.56 90.08 64.76 126.19 55.26 53.00 39.80 38.34 137.57 149.43 18.83 58.88 155.58 154.09 149.48 147.25 108.89 109.37 107.79 115.50 32.66 37.33 57.45 125.17 88.25 139.96 96.15 138.35 131.94 10.13 28.45 120.74 133.96 154.11 99.11 114.65 95.21
38.82 0.00 78.12 109.78 67.26 165.52 164.73 84.69 82.01 21.60 34.88 185.02 177.17 173.14 177.37 170.76 141.33 87.30 74.02 91.16 173.62 184.17 177.12 177.88 161.02 71.03 77.00 85.28 88.15 54.09 46.74 55.25 31.41 54.87 102.17 116.83 121.70 134.37 137.45 77.29 20.16 94.06 38.33 94.95 120.84 118.15 95.77 97.91 104.56 111.64 110.58 110.86 99.18 119.08 70.00 30.85 33.68 154.27 166.07 157.63 69.22 160.54 137.56 60.33 41.68 63.37 77.56 52.12 97.28 74.50 93.48 134.82 69.96 117.59 89.11 43.54 86.81 90.89 40.07 100.23 65.57 70.54 69.41 68.22 64.62 63.31 41.77 63.63 29.52 55.46 75.96 92.32 129.13 111.83 122.46 143.98 111.84 94.13 92.12 135.30 48.65 102.48 36.46 98.80 111.44 119.18 62.72 62.02 62.25 67.70 87.33 45.86 84.05 110.40 112.77 81.85 136.15 80.18 37.81 43.15 35.19 130.95 147.64 38.50 97.70 169.67 164.87 159.60 153.99 103.63 103.57 114.26 130.87 35.95 39.80 94.08 127.63 81.64 157.18 91.36 130.26 137.18 48.94 39.47 129.88 141.78 166.46 117.98 107.53 98.08
40.57 78.12 0.00 58.61 87.65 152.60 151.76 17.81 4.37 57.44 70.30 151.90 150.24 146.45 144.25 140.18 104.16 73.11 17.24 22.26 147.18 159.17 151.17 155.01 132.55 69.93 73.11 77.48 71.54 49.73 56.69 23.19 47.61 55.39 43.37 126.22 128.67 134.83 122.94 87.88 61.47 52.32 75.48 31.40 74.92 70.75 32.47 39.14 46.80 60.03 58.19 58.67 67.60 60.87 89.24 48.54 51.16 154.51 165.94 159.28 81.41 165.39 146.07 85.29 75.32 59.76 59.93 78.10 41.14 46.97 79.09 114.11 65.34 55.33 87.72 52.14 92.17 87.07 76.68 80.50 27.33 36.47 34.51 32.38 31.98 30.25 47.80 24.77 57.07 84.31 91.69 110.69 89.63 95.06 96.31 102.06 84.91 96.19 99.50 87.77 58.83 37.85 43.17 20.79 35.57 73.49 33.85 34.30 34.15 37.57 81.96 58.45 35.97 43.56 66.56 55.25 113.64 38.14 78.75 58.23 62.69 141.61 147.56 53.76 24.79 136.20 138.43 134.85 136.46 114.54 115.50 101.28 97.83 69.07 72.64 41.05 120.93 98.40 118.06 103.19 143.80 124.04 31.07 49.35 109.66 123.06 136.73 79.20 121.43 94.60
84.65 109.78 58.61 0.00 75.81 99.96 99.17 74.36 55.67 89.28 118.06 93.48 92.88 89.26 85.91 82.31 46.11 42.47 75.82 75.91 90.03 102.01 94.03 98.55 75.42 54.20 51.98 49.26 39.92 104.49 109.12 71.27 81.03 110.27 96.77 90.64 90.86 91.53 72.62 68.18 89.62 16.54 84.60 27.74 16.42 12.19 86.21 93.51 12.74 1.86 1.70 1.53 24.10 12.11 75.56 90.08 97.12 108.38 118.46 113.43 67.30 120.72 106.07 78.44 82.14 53.05 39.65 77.15 17.49 36.11 43.73 61.70 51.16 16.87 58.29 66.97 65.81 55.97 84.45 39.38 47.29 39.52 40.99 42.70 46.43 48.38 68.01 50.74 80.44 80.99 73.84 86.31 31.79 49.69 44.01 43.45 35.46 65.17 71.18 29.43 111.82 89.14 86.80 58.91 44.61 15.11 90.76 91.04 90.95 42.20 52.70 67.33 27.38 24.50 8.96 31.98 60.37 30.02 87.88 69.46 77.87 103.75 102.07 102.88 73.33 77.94 81.62 78.74 83.06 83.27 84.68 56.64 41.59 117.31 121.92 97.28 75.65 77.90 59.48 76.73 107.49 74.32 79.46 70.32 58.25 70.49 79.13 23.07 90.31 59.88
74.22 67.26 87.65 75.81 0.00 99.10 98.33 103.85 88.86 59.24 96.02 124.21 114.21 110.30 117.04 109.71 87.23 35.05 96.82 109.45 110.66 120.20 113.79 113.48 99.74 22.02 23.96 29.07 37.36 101.37 99.13 76.94 59.96 105.37 129.02 49.98 54.64 67.11 72.62 11.75 54.52 60.57 28.99 80.02 78.17 77.61 118.80 124.44 79.00 77.26 77.36 77.33 54.01 87.89 2.74 72.34 81.41 87.07 98.92 90.55 8.51 93.88 71.11 7.04 25.75 28.66 36.97 15.51 74.23 46.64 37.76 72.60 25.99 90.91 26.30 40.02 21.13 28.94 27.20 45.35 60.53 53.85 55.11 56.57 55.98 57.46 45.90 62.89 47.35 12.08 8.74 26.74 79.11 51.37 65.08 92.65 57.77 28.37 25.14 89.97 102.03 124.88 74.20 104.26 104.25 76.88 98.60 98.27 98.38 51.64 28.02 32.66 63.95 91.25 73.26 45.08 74.58 58.69 29.59 34.48 37.09 64.79 80.39 89.35 112.39 110.07 102.44 96.85 89.08 36.62 36.73 51.41 76.03 96.38 101.32 124.11 61.32 14.68 102.03 24.12 64.88 71.95 78.69 45.99 68.04 78.07 105.34 70.57 41.32 33.89
161.46 165.52 152.60 99.96 99.10 0.00 0.84 170.12 150.94 153.28 190.19 45.27 30.27 29.02 43.24 37.14 59.18 84.01 168.41 173.08 28.55 29.32 28.25 22.58 33.93 96.78 90.90 83.05 84.53 187.67 188.58 155.66 150.26 192.84 194.58 55.73 50.35 35.72 30.10 88.34 149.86 100.56 127.39 125.73 85.38 89.26 183.66 190.83 112.40 99.45 101.23 100.76 85.00 106.14 96.46 162.84 171.97 26.92 27.64 29.70 96.30 36.90 44.92 106.13 123.97 107.13 97.56 113.57 114.76 108.65 77.15 38.70 99.46 113.75 76.85 128.55 78.74 75.48 125.77 73.30 130.20 119.20 121.45 123.95 126.40 128.90 133.58 134.18 140.86 111.18 90.40 79.00 70.19 58.66 56.74 66.74 67.74 71.40 73.97 80.68 191.59 187.51 162.51 158.02 144.47 86.06 178.65 178.65 178.65 119.67 79.82 122.95 116.65 124.21 91.01 99.14 39.67 114.75 128.49 125.66 131.86 50.33 27.91 179.65 171.80 43.33 28.76 26.78 16.97 65.95 66.68 53.68 58.96 190.16 195.26 193.54 37.91 85.96 56.99 76.04 54.97 29.53 161.42 134.94 42.96 29.72 35.52 76.90 65.66 67.77
160.62 164.73 151.76 99.17 98.33 0.84 0.00 169.29 150.11 152.46 189.36 45.25 30.25 28.89 43.09 36.88 58.50 83.17 167.57 172.25 28.44 29.56 28.26 22.74 33.47 95.96 90.07 82.21 83.69 186.83 187.74 154.81 149.42 191.99 193.75 55.12 49.75 35.14 29.26 87.55 149.05 99.73 126.60 124.91 84.61 88.49 182.83 190.00 111.60 98.66 100.44 99.97 84.16 105.38 95.70 162.00 171.13 26.80 27.89 29.71 95.51 37.00 44.58 105.37 123.19 106.30 96.71 112.79 113.94 107.81 76.31 37.88 98.63 112.98 76.04 127.73 77.95 74.66 124.99 72.46 129.35 118.36 120.61 123.11 125.56 128.06 132.75 133.34 140.05 110.42 89.64 78.32 69.44 57.81 55.92 66.09 66.91 70.61 73.21 79.99 190.75 186.68 161.67 157.20 143.68 85.28 177.81 177.81 177.81 118.82 79.00 122.13 115.81 123.42 90.22 98.30 38.86 113.91 127.71 124.84 131.05 49.91 27.59 178.81 170.98 43.02 28.39 26.28 16.21 65.27 66.01 52.84 58.20 189.34 194.43 192.70 37.12 85.22 56.47 75.31 54.58 28.69 160.57 134.11 42.13 28.90 35.17 76.10 65.04 66.95
45.88 84.69 17.81 74.36 103.85 170.12 169.29 0.00 19.21 65.98 69.21 167.83 166.84 163.12 160.27 156.54 120.37 90.88 10.76 6.53 163.86 175.86 167.86 171.91 149.21 87.09 90.54 95.15 89.34 44.37 53.09 31.06 56.92 49.32 25.70 143.81 146.35 152.64 140.57 104.86 70.90 69.63 88.88 46.62 90.78 86.55 15.01 21.37 61.98 75.61 73.73 74.22 85.14 74.87 105.61 53.85 53.38 172.32 183.74 177.09 98.06 183.19 163.78 100.94 89.21 76.61 77.62 93.21 57.17 64.70 96.90 131.54 82.55 68.47 105.32 66.36 109.56 104.75 90.28 98.28 44.42 54.10 52.08 49.85 49.06 47.10 61.33 41.37 68.54 99.49 108.42 127.67 105.91 112.80 113.65 117.67 102.39 113.77 116.91 102.88 54.48 21.07 48.24 21.65 42.17 89.44 27.63 28.33 28.09 55.01 99.62 73.22 53.50 55.97 82.72 73.06 130.98 55.90 91.94 72.57 75.74 159.25 165.37 53.34 13.28 152.30 155.21 151.80 153.86 131.98 132.90 119.06 114.62 67.75 70.29 23.42 138.72 115.24 133.73 120.43 161.36 141.71 35.80 62.47 127.16 140.51 153.22 95.86 138.80 112.33
44.75 82.01 4.37 55.67 88.86 150.94 150.11 19.21 0.00 61.15 74.67 149.12 147.80 144.05 141.51 137.60 101.49 72.61 20.69 22.56 144.79 156.79 148.79 152.77 130.15 70.45 73.32 77.27 70.93 53.95 61.02 27.35 51.26 59.59 44.08 126.09 128.37 134.09 121.45 88.52 65.01 50.43 77.96 28.13 72.06 67.86 33.09 40.07 43.60 57.02 55.16 55.65 65.99 57.33 90.35 52.68 55.48 153.59 164.92 158.40 82.34 164.65 145.68 86.82 77.65 60.64 59.73 79.92 38.30 46.73 78.39 112.35 65.83 51.57 87.64 54.48 92.39 86.85 79.09 79.39 28.33 36.55 34.74 32.80 32.90 31.43 50.43 26.29 60.21 86.08 92.53 111.30 86.99 93.83 94.44 99.12 83.20 96.11 99.68 84.62 63.13 37.92 47.36 17.36 31.20 70.67 37.91 38.38 38.22 37.98 81.78 60.53 34.38 39.61 63.83 54.56 111.77 37.10 81.29 60.49 65.35 141.38 146.68 58.13 23.73 133.49 136.10 132.65 134.66 114.66 115.66 100.18 95.50 73.44 77.01 42.62 119.92 99.15 115.15 103.55 143.72 122.62 35.36 52.10 107.98 121.32 134.22 76.77 121.62 94.22
21.28 21.60 57.44 89.28 59.24 153.28 152.46 65.98 61.15 0.00 37.19 168.77 162.04 157.99 161.00 154.78 123.54 71.44 55.65 72.51 158.53 169.56 162.19 163.62 145.28 56.62 62.59 70.72 71.85 44.75 40.66 35.30 9.95 47.71 86.10 108.93 113.30 124.65 124.11 67.08 5.83 74.03 32.29 73.40 101.22 98.28 78.42 81.61 83.39 91.14 89.98 90.28 80.84 98.11 61.89 15.30 23.17 145.08 157.06 148.90 58.59 152.75 130.17 53.11 34.66 47.10 60.06 43.90 76.07 54.94 78.06 120.02 54.47 96.31 76.52 25.56 75.91 77.81 34.22 84.12 44.10 49.78 48.47 47.10 43.43 41.97 22.07 42.05 12.45 49.09 67.29 85.88 110.66 96.97 106.12 125.47 94.93 82.86 82.23 115.79 43.42 85.19 19.68 78.23 90.03 99.56 47.99 47.40 47.59 47.08 73.56 30.35 62.98 88.86 92.90 63.14 121.01 59.38 33.83 27.63 22.25 123.97 138.19 30.82 78.53 153.11 149.62 144.59 140.42 95.53 95.78 100.37 113.54 37.38 42.42 78.73 115.81 73.86 139.38 82.76 124.12 124.15 30.58 19.99 115.02 127.62 150.58 99.30 100.55 85.60
