130
0.00 63.77 80.48 89.72 98.31 128.51 127.03 120.64 80.55 107.33 77.28 94.46 127.04 118.53 123.68 15.32 9.46 46.90 47.42 44.07 103.91 102.94 94.61 101.95 17.11 66.11 79.56 54.34 45.34 76.86 98.19 70.13 71.99 77.39 126.26 125.43 118.08 130.06 108.91 110.88 38.00 91.22 108.24 116.30 125.87 119.44 119.16 73.13 26.93 33.49 87.68 85.24 102.81 62.56 70.75 65.94 58.84 99.26 67.72 90.97 104.25 104.37 99.19 77.40 102.18 80.49 124.87 99.79 81.98 83.67 83.67 82.75 82.75 80.34 82.03 58.50 97.67 34.42 37.24 35.72 30.73 34.28 32.47 28.93 32.28 36.47 33.75 41.50 47.46 59.00 32.30 79.61 58.13 55.05 59.46 37.96 96.59 35.31 87.77 19.86 33.59 12.28 45.63 51.39 50.59 54.06 48.89 46.69 46.27 85.57 70.44 64.13 16.86 24.01 16.37 110.12 87.11 107.56 134.69 109.87 100.43 78.33 121.42 63.84 87.48 78.69 114.69 97.33 102.45 89.08
63.77 0.00 144.19 149.21 153.01 89.62 86.04 82.99 107.14 79.03 19.87 156.37 181.83 173.10 178.08 53.16 58.59 71.97 69.84 68.44 162.04 166.45 158.28 164.15 53.51 86.27 107.60 9.65 83.00 133.45 148.60 99.68 10.44 13.90 176.18 180.01 172.04 181.77 158.48 161.20 78.14 59.55 77.26 170.08 181.03 173.71 175.03 98.27 57.67 87.35 34.82 40.32 45.52 124.03 126.93 128.22 118.36 143.13 131.28 154.45 167.18 163.96 162.58 141.05 156.81 144.25 82.86 79.03 91.97 88.57 88.57 90.22 90.22 103.03 91.84 95.47 93.61 29.59 35.49 37.04 42.46 38.65 37.59 38.62 33.18 27.62 30.02 22.33 35.64 42.74 95.96 117.66 109.00 109.54 103.67 93.41 128.18 92.42 28.61 54.49 50.37 51.90 72.94 93.82 91.67 99.72 73.25 69.36 69.83 28.08 124.47 127.33 80.57 87.12 80.07 77.25 44.00 164.35 187.17 167.42 163.26 141.47 170.12 20.74 114.47 25.07 85.92 116.75 77.80 46.37
80.48 144.19 0.00 37.10 58.29 195.16 195.11 187.44 105.37 170.54 156.41 26.44 75.73 70.37 74.42 92.10 86.09 98.20 100.67 98.56 49.48 23.11 14.19 29.80 93.62 107.36 103.09 134.69 84.70 45.87 70.20 97.91 152.05 157.70 87.82 75.18 71.82 86.11 77.73 77.02 82.71 159.44 172.90 71.16 73.82 71.84 66.93 104.32 94.00 65.43 164.91 160.13 180.63 29.28 47.18 23.21 38.91 85.50 13.43 12.03 27.49 44.01 20.22 3.81 60.40 4.80 193.76 159.85 124.24 129.77 129.77 126.99 126.99 110.05 124.43 85.74 146.07 114.68 114.00 112.27 106.35 110.55 109.90 107.32 111.83 116.70 114.21 121.98 121.92 129.74 48.24 88.48 62.12 54.63 74.67 60.13 105.66 58.65 166.81 92.80 103.56 92.59 95.96 77.79 79.83 72.44 99.11 100.35 99.51 164.26 53.52 18.96 63.85 57.29 64.35 175.59 161.07 56.43 87.60 55.27 24.79 10.91 87.46 141.75 107.84 156.88 176.88 122.42 164.37 162.60
89.72 149.21 37.10 0.00 21.34 182.67 183.59 175.41 82.06 157.23 157.27 16.15 41.66 34.81 39.46 96.39 91.72 88.21 90.95 89.96 15.15 37.39 37.90 22.47 106.03 90.65 79.71 139.59 73.64 18.72 34.48 77.44 155.15 161.55 50.99 40.64 35.79 50.14 40.89 39.98 74.99 149.95 160.30 34.83 39.97 36.18 32.76 83.88 92.65 62.01 162.69 155.71 178.50 28.13 24.54 27.40 31.08 51.68 36.12 32.11 30.24 14.77 33.31 35.15 23.30 41.90 182.86 145.49 105.12 111.61 111.61 108.35 108.35 87.90 105.35 68.62 127.17 120.26 114.98 113.26 107.39 111.52 111.95 110.59 116.09 122.05 120.78 128.41 120.13 124.46 60.93 62.34 45.07 41.18 56.34 55.89 76.35 56.81 167.07 94.74 101.53 101.68 86.14 63.55 66.02 56.87 88.38 90.90 90.07 164.05 29.83 33.81 76.09 66.40 76.56 163.33 155.77 20.98 52.52 21.55 27.03 26.87 50.36 141.60 82.34 156.27 162.61 96.64 150.72 156.84
98.31 153.01 58.29 21.34 0.00 175.47 176.95 168.61 70.92 150.00 158.51 36.25 28.98 20.32 25.44 101.98 98.33 85.99 88.70 88.50 16.44 57.17 58.88 40.51 115.31 83.76 68.66 143.61 72.06 21.80 14.69 68.82 157.72 164.38 31.34 27.26 19.77 32.67 19.55 18.75 75.42 145.26 153.45 18.04 28.06 21.15 22.14 74.77 95.35 66.68 162.01 153.92 177.54 43.03 27.58 44.72 41.31 33.11 55.67 53.27 48.83 23.86 53.50 56.10 3.88 63.08 176.61 137.90 95.77 102.63 102.63 99.20 99.20 77.26 96.01 63.39 117.16 125.34 117.73 116.10 110.56 114.43 115.44 114.83 120.63 126.93 126.38 133.65 121.06 123.15 73.68 50.50 44.09 44.00 51.92 61.09 60.70 63.19 167.74 99.15 103.27 109.48 84.20 61.05 63.50 54.46 85.67 88.83 88.07 164.51 28.64 52.12 87.14 76.94 87.56 156.62 153.45 13.51 36.65 17.88 46.37 47.78 29.55 142.69 69.46 156.69 154.67 82.87 143.44 154.22
128.51 89.62 195.16 182.67 175.47 0.00 5.19 7.90 105.67 25.51 70.50 195.77 199.30 191.52 195.32 113.19 119.32 97.03 94.51 96.61 190.08 212.83 207.25 203.64 128.68 92.19 107.73 92.01 111.02 163.96 164.34 106.66 80.40 82.39 185.13 197.30 189.40 193.07 170.47 173.88 112.45 37.31 22.43 187.43 199.41 191.42 195.87 100.75 104.66 129.86 55.69 49.56 53.27 167.32 158.31 173.19 158.34 149.91 181.96 201.76 209.65 195.31 208.31 191.39 178.35 197.24 8.51 37.58 80.19 73.20 73.20 76.69 76.69 99.16 79.94 114.05 60.87 102.40 92.41 93.64 97.93 94.80 97.24 101.32 100.74 100.83 105.21 101.53 81.54 69.52 152.82 125.60 137.99 143.52 126.34 135.03 122.69 136.66 65.70 109.34 95.85 121.61 99.26 119.75 117.37 126.20 96.24 94.82 95.66 64.16 152.86 176.20 142.67 143.40 142.34 19.58 46.14 188.95 199.08 193.21 205.68 188.04 178.09 72.84 109.32 64.70 21.38 100.19 32.06 43.75
127.03 86.04 195.11 183.59 176.95 5.19 0.00 8.39 107.64 27.14 66.69 196.43 201.20 193.33 197.21 111.74 117.94 97.19 94.61 96.57 191.35 213.15 207.39 204.34 126.56 93.38 109.65 88.84 111.37 164.90 166.11 108.15 76.62 78.33 187.41 199.20 191.26 195.27 172.48 175.88 112.46 36.19 23.50 189.27 201.26 193.27 197.57 102.38 103.75 129.71 51.75 46.34 48.51 167.55 159.15 173.36 158.68 152.03 181.85 201.97 210.20 196.42 208.65 191.36 179.90 197.08 3.50 39.39 82.14 75.14 75.14 78.64 78.64 101.14 81.89 115.01 63.57 100.00 90.56 91.85 96.35 93.08 95.41 99.45 98.58 98.37 102.74 98.76 79.79 68.16 152.10 127.37 138.73 144.05 127.28 135.01 125.17 136.51 61.43 108.10 94.77 119.74 99.41 120.40 117.99 126.92 96.51 94.88 95.73 60.06 153.81 176.16 141.53 142.62 141.18 20.34 43.08 190.41 201.27 194.63 206.21 188.22 180.37 69.90 111.58 61.02 24.28 102.94 33.65 40.71
120.64 82.99 187.44 175.41 168.61 7.90 8.39 0.00 99.25 18.75 64.23 188.36 192.81 184.95 188.82 105.32 111.43 89.37 86.83 88.88 183.06 205.26 199.60 196.25 120.97 85.10 101.26 84.95 103.44 156.72 157.73 99.80 74.06 76.46 179.03 190.82 182.87 186.89 164.09 167.49 104.74 29.42 15.17 180.89 192.88 184.88 189.20 94.01 96.76 122.10 49.69 42.72 49.09 159.70 151.00 165.55 150.77 143.65 174.22 194.14 202.19 188.18 200.74 183.68 171.55 189.49 9.10 31.00 73.75 66.75 66.75 70.25 70.25 92.75 73.50 106.81 55.31 94.81 84.63 85.83 90.08 86.98 89.45 93.54 93.05 93.27 97.65 94.15 73.73 61.64 144.94 118.99 130.62 136.03 119.09 127.32 116.83 128.90 60.19 101.44 87.95 113.82 91.60 112.33 109.93 118.82 88.63 87.12 87.96 58.38 145.62 168.48 134.78 135.52 134.44 12.08 39.16 182.07 192.89 186.30 198.20 180.40 171.99 65.64 103.20 58.28 16.35 94.68 25.26 36.76
80.55 107.14 105.37 82.06 70.92 105.67 107.64 99.25 0.00 80.50 104.87 97.22 93.63 85.92 89.65 72.66 73.79 37.57 38.85 41.34 86.51 117.13 114.10 104.40 94.61 20.94 2.36 99.61 35.31 64.03 58.87 10.50 107.77 114.53 80.13 91.64 83.76 87.79 64.84 68.24 42.59 79.37 84.28 81.80 93.76 85.79 90.44 8.90 58.93 54.08 103.35 93.26 117.34 76.28 59.93 82.26 66.74 44.50 94.34 107.99 111.67 92.67 112.61 101.67 73.46 108.96 107.71 68.25 25.50 32.50 32.50 29.00 29.00 6.50 25.75 23.78 46.26 87.87 74.48 73.52 70.46 72.50 75.12 77.11 82.44 88.49 90.40 95.07 71.51 66.85 80.95 20.43 43.49 51.38 31.40 54.90 21.29 58.48 111.90 66.92 60.75 85.28 37.65 32.85 32.30 35.21 35.77 39.51 39.34 108.40 53.56 88.13 82.32 75.41 82.37 87.55 91.69 84.40 93.79 88.80 108.02 95.65 73.14 90.30 7.50 101.09 84.50 18.30 74.01 91.78
107.33 79.03 170.54 157.23 150.00 25.51 27.14 18.75 80.50 0.00 62.56 170.45 174.07 166.22 170.08 92.11 97.93 72.35 69.93 72.25 164.58 187.76 182.38 178.29 109.77 66.69 82.51 78.86 86.05 138.51 139.01 81.18 71.65 75.57 160.31 172.07 164.13 168.15 145.34 148.74 87.93 19.57 4.37 162.15 174.14 166.15 170.50 75.33 82.10 105.53 50.11 40.18 55.20 142.40 132.90 148.32 133.30 124.90 157.45 176.82 184.40 169.81 183.23 166.75 152.90 172.79 27.37 12.25 55.00 48.00 48.00 51.50 51.50 74.00 54.75 88.60 37.10 85.09 73.12 74.07 77.52 74.97 77.76 81.92 82.44 83.82 88.14 85.96 62.17 49.16 129.49 100.27 112.63 118.32 100.89 110.49 98.22 112.31 61.60 87.65 73.91 101.84 74.59 94.49 92.14 100.87 71.44 70.30 71.13 58.95 127.40 151.59 120.43 120.25 120.13 7.55 36.37 163.48 174.15 167.73 180.44 163.14 153.28 59.37 84.50 56.36 7.50 76.32 6.56 34.33
77.28 19.87 156.41 157.27 158.51 70.50 66.69 64.23 104.87 62.56 0.00 166.02 186.80 178.12 182.92 64.33 70.45 73.58 71.05 70.56 169.09 177.93 170.25 173.97 69.92 84.09 105.76 25.52 86.63 140.36 152.37 98.98 9.93 13.05 179.06 184.90 176.79 185.32 161.64 164.59 83.19 43.80 60.20 174.78 186.20 178.58 180.65 96.31 64.68 95.47 15.05 22.45 26.56 133.87 133.84 138.60 127.17 144.59 143.17 165.96 177.76 171.84 173.85 153.05 162.18 156.96 63.42 64.71 85.92 81.30 81.30 83.57 83.57 99.88 85.75 97.48 83.06 43.35 42.76 44.51 50.49 46.27 46.57 49.12 45.01 41.30 44.92 38.30 37.46 38.05 108.51 118.32 114.57 116.45 107.30 101.61 126.16 101.31 10.49 63.92 55.76 66.40 75.05 97.70 95.33 104.13 74.39 70.75 71.40 8.69 130.54 138.68 94.04 99.18 93.58 59.71 26.27 170.63 190.95 174.05 173.76 152.56 172.64 15.82 111.79 6.21 68.95 111.58 62.43 28.47
94.46 156.37 26.44 16.15 36.25 195.77 196.43 188.36 97.22 170.45 166.02 0.00 49.48 44.68 48.42 103.21 97.93 99.87 102.57 101.21 24.00 21.26 22.90 8.04 109.76 104.31 94.86 146.72 85.37 33.19 50.21 91.92 163.07 169.23 63.03 49.03 46.39 60.45 55.56 54.15 85.65 162.05 173.35 46.00 47.54 46.17 40.79 98.41 101.48 70.75 172.55 166.26 188.40 32.34 37.89 28.53 39.08 67.74 31.22 17.85 14.45 17.71 17.31 25.98 37.33 30.93 195.52 158.94 119.52 125.82 125.82 122.66 122.66 102.86 119.74 82.08 141.65 126.93 123.31 121.56 115.60 119.81 119.85 118.02 123.22 128.83 127.08 134.84 129.50 135.06 63.26 77.87 57.82 52.48 69.87 64.65 92.40 64.72 176.09 102.41 110.75 106.70 97.72 76.03 78.44 69.58 100.28 102.43 101.59 173.22 43.95 31.83 79.23 70.47 79.73 176.29 166.60 31.07 61.51 29.27 10.95 19.30 63.65 150.59 97.90 165.53 176.11 112.32 164.01 167.83
127.04 181.83 75.73 41.66 28.98 199.30 201.20 192.81 93.63 174.07 186.80 49.48 0.00 8.73 4.01 130.97 127.28 113.70 116.36 116.42 26.83 65.55 71.00 48.91 143.95 109.24 91.58 172.47 100.18 50.19 35.42 93.66 186.33 193.03 20.52 2.00 10.14 13.55 29.09 25.66 103.98 171.09 177.77 12.17 2.00 8.25 8.94 99.02 124.16 95.66 189.67 181.16 205.02 68.85 56.32 68.94 69.05 49.91 77.44 66.93 56.05 31.77 63.48 74.74 25.13 80.33 201.16 161.84 119.12 126.11 126.11 122.61 122.61 100.14 119.37 90.36 139.38 154.31 146.47 144.86 139.38 143.21 144.29 143.76 149.57 155.88 155.36 162.62 149.42 150.80 101.02 73.90 72.83 72.98 79.61 90.04 78.74 92.07 195.83 128.11 131.89 138.35 112.02 89.11 91.49 82.69 113.20 116.55 115.83 192.56 57.61 75.46 115.21 105.11 115.65 181.01 180.46 20.75 12.33 20.62 55.62 66.97 25.85 171.00 90.48 184.75 178.12 102.10 167.55 181.09
