50
0.00 56.09 73.28 46.00 62.00 70.82 15.93 27.67 25.93 26.39 56.31 53.30 43.28 42.36 52.88 114.48 126.46 118.47 28.92 122.79 116.64 37.20 4.24 28.96 67.07 41.57 56.79 40.59 88.18 101.34 80.53 23.50 47.82 19.37 48.37 63.50 33.40 63.36 62.22 8.78 22.95 41.37 39.81 46.94 51.24 41.83 49.02 41.16 37.09 54.98
56.09 0.00 44.27 48.62 77.65 97.20 68.41 72.68 71.95 72.14 39.17 27.14 43.16 65.80 83.38 133.44 144.12 136.98 70.55 142.50 102.96 36.24 53.37 83.55 25.44 23.17 10.75 21.08 49.78 84.12 32.23 76.07 87.80 73.89 88.13 49.65 23.23 49.70 9.91 64.80 33.25 15.17 17.65 12.55 11.93 21.30 18.31 27.97 64.82 77.23
73.28 44.27 0.00 33.17 116.80 133.81 77.30 73.25 73.67 73.56 17.46 22.03 32.34 101.20 117.58 100.23 109.34 103.20 69.33 109.01 58.85 36.14 69.12 91.30 19.95 35.05 33.57 37.73 16.92 39.95 26.52 82.63 78.73 92.40 78.76 16.77 47.63 16.97 52.50 81.08 58.05 50.35 53.44 53.44 55.19 60.69 60.98 33.16 56.04 57.63
46.00 48.62 33.17 0.00 100.95 114.21 45.98 40.28 40.84 40.69 16.85 24.44 5.66 82.62 96.66 85.37 96.42 89.03 36.26 94.41 71.07 14.64 41.80 58.99 38.92 26.16 40.51 29.08 50.05 55.34 52.43 50.38 46.43 63.65 46.53 18.78 35.01 18.61 58.51 52.33 39.85 43.97 45.84 50.24 54.20 53.34 57.48 21.13 23.00 29.36
62.00 77.65 116.80 100.95 0.00 21.76 75.22 88.71 86.84 87.33 103.93 94.95 96.30 19.65 19.88 176.48 188.45 180.47 90.63 184.79 170.74 87.45 64.83 80.74 101.50 82.37 86.22 79.39 126.38 153.22 109.87 80.48 108.61 58.64 109.20 114.03 69.72 113.96 75.18 62.58 61.42 66.83 63.64 65.52 65.86 57.09 59.47 85.61 98.55 116.55
70.82 97.20 133.81 114.21 21.76 0.00 80.99 94.72 92.82 93.32 119.60 111.78 110.14 32.61 17.94 183.54 195.52 187.53 97.45 191.39 185.11 101.83 74.44 82.52 119.96 98.81 104.98 96.08 144.70 168.34 129.36 84.53 113.52 61.39 114.12 129.10 86.18 129.00 95.69 68.68 76.37 85.07 81.87 84.77 85.70 76.09 79.41 101.40 107.82 125.54
15.93 68.41 77.30 45.98 75.22 80.99 0.00 13.75 11.85 12.35 59.84 59.97 45.15 55.72 63.26 102.56 114.55 106.56 16.62 110.50 113.24 42.02 16.30 15.28 75.02 50.26 67.17 50.19 93.41 99.73 89.07 7.89 33.39 20.72 33.98 64.71 45.19 64.54 75.60 12.66 36.60 54.55 53.53 60.72 65.23 56.63 63.75 48.34 29.55 45.79
27.67 72.68 73.25 40.28 88.71 94.72 13.75 0.00 1.90 1.40 56.14 59.01 41.15 69.13 77.01 88.82 100.81 92.82 4.30 96.75 102.94 40.90 26.37 19.88 74.59 51.77 69.41 52.57 89.98 90.76 88.80 12.29 20.15 33.98 20.72 58.81 50.02 58.62 80.93 26.33 43.98 60.32 59.98 66.99 71.64 64.43 71.26 48.66 19.36 33.22
25.93 71.95 73.67 40.84 86.84 92.82 11.85 1.90 0.00 0.50 56.46 58.96 41.45 67.27 75.11 90.72 102.71 94.71 5.62 98.65 104.31 40.78 24.77 18.72 74.50 51.35 68.95 52.03 90.34 91.93 88.71 10.78 21.95 32.12 22.52 59.47 49.15 59.29 80.08 24.43 42.78 59.37 58.94 65.99 70.63 63.24 70.11 48.39 20.52 34.91
26.39 72.14 73.56 40.69 87.33 93.32 12.35 1.40 0.50 0.00 56.37 58.97 41.36 67.76 75.61 90.22 102.21 94.22 5.24 98.15 103.95 40.80 25.18 19.01 74.51 51.45 69.06 52.16 90.24 91.62 88.73 11.17 21.47 32.61 22.04 59.29 49.37 59.11 80.30 24.93 43.09 59.62 59.21 66.25 70.89 63.55 70.41 48.45 20.20 34.46
