110
0.00 2.50 5.79 67.48 55.25 18.25 53.59 90.98 85.52 78.06 74.31 74.92 80.33 81.07 78.72 75.73 98.48 100.55 92.18 12.43 73.46 77.20 88.88 101.25 92.78 96.78 13.28 7.59 68.63 74.08 15.52 91.03 102.09 117.72 123.90 46.58 22.98 9.30 56.29 7.79 60.97 65.75 61.63 97.73 91.67 88.91 98.85 91.22 95.20 72.68 76.05 6.25 104.04 89.95 90.87 101.20 122.62 111.78 72.81 57.32 96.00 114.31 121.82 99.61 56.81 54.41 61.61 78.84 71.75 89.65 117.89 101.05 100.71 112.55 93.71 100.34 102.72 114.60 86.98 56.76 33.16 33.16 30.58 30.58 16.27 28.36 12.37 37.78 36.03 34.28 32.54 26.57 30.79 30.55 70.05 72.10 74.52 73.27 81.43 83.17 88.71 85.79 91.04 36.67 54.32 69.79 25.81 58.91 61.89 102.57
2.50 0.00 3.78 69.95 55.31 19.98 53.44 92.93 87.49 78.38 74.38 75.02 82.38 78.65 76.22 73.24 100.97 103.05 94.67 11.16 75.95 79.69 86.38 98.77 90.28 94.28 15.75 10.01 69.01 74.52 17.41 88.60 99.63 115.76 121.96 47.37 23.97 6.82 58.78 6.37 58.48 63.26 61.38 99.62 93.83 86.48 96.36 88.73 92.71 70.20 73.57 5.15 105.74 92.10 88.43 98.71 120.74 109.63 72.79 57.93 95.57 116.15 123.42 102.11 54.31 51.92 59.11 77.29 69.97 87.84 116.02 98.56 98.42 110.41 91.71 98.39 100.82 116.79 88.75 57.62 35.10 35.10 32.41 32.41 16.34 30.05 9.91 40.28 38.53 36.78 35.03 29.06 33.29 33.05 71.09 73.27 75.82 74.52 82.79 84.42 90.02 84.93 90.33 34.36 52.62 68.97 23.50 57.93 60.96 104.70
5.79 3.78 0.00 72.18 52.75 20.32 50.65 93.33 87.94 76.07 71.81 72.47 83.05 75.48 73.64 70.48 103.44 105.52 97.14 13.03 78.39 82.14 83.68 96.52 87.66 91.66 18.19 12.35 66.81 72.40 21.15 85.47 96.64 112.02 118.21 45.80 22.92 4.51 61.16 3.00 55.69 60.48 58.49 99.87 94.79 83.36 93.68 85.91 89.90 67.31 70.70 2.62 105.56 93.02 85.32 96.44 116.97 106.00 70.12 56.05 92.46 116.30 123.04 104.77 51.86 49.47 56.65 73.53 66.19 84.06 112.26 95.79 94.96 106.77 87.99 94.65 97.06 117.83 88.76 56.09 35.67 35.67 32.74 32.74 14.18 30.13 8.46 43.07 41.33 39.59 37.85 31.92 36.11 35.88 69.82 72.21 74.97 73.56 82.01 83.46 89.16 81.50 87.01 33.26 48.85 65.57 20.09 54.43 57.48 105.57
67.48 69.95 72.18 0.00 80.49 54.82 83.28 47.45 43.20 89.05 91.79 91.68 36.32 145.69 145.70 142.28 31.92 33.98 25.69 76.69 8.06 11.32 155.55 168.68 159.65 163.64 54.20 59.98 81.49 83.36 59.33 155.77 167.57 171.19 176.73 63.09 59.68 76.51 11.59 72.09 127.48 132.27 89.83 54.89 38.33 153.73 165.55 157.45 161.45 138.79 142.19 70.64 67.07 37.73 155.73 168.60 174.14 169.74 92.75 70.74 119.36 69.72 84.83 34.84 124.03 121.64 128.81 127.08 124.77 141.81 169.43 167.47 162.07 170.16 149.25 154.44 155.75 56.26 52.11 65.15 42.96 42.96 46.35 46.35 67.72 49.51 79.85 31.33 32.95 34.59 36.24 41.93 37.89 38.14 66.21 63.57 61.06 62.28 63.30 67.49 69.05 119.74 121.03 103.52 108.22 106.31 90.80 100.70 102.15 48.36
55.25 55.31 52.75 80.49 0.00 43.20 4.87 70.54 66.83 23.91 19.08 19.73 66.08 86.43 95.59 90.29 110.07 111.93 104.47 65.75 88.55 91.67 102.11 120.09 106.82 110.32 54.59 53.49 15.75 21.51 66.94 95.40 107.95 94.34 99.25 17.45 34.71 55.03 74.74 49.78 78.32 82.10 9.38 73.86 79.48 93.83 111.03 101.74 105.33 85.52 88.40 50.39 73.12 77.50 95.68 119.76 96.05 96.75 17.63 12.72 43.00 86.73 86.38 114.51 80.12 78.43 83.59 50.05 51.88 65.95 91.52 111.39 94.12 96.78 75.51 79.01 79.44 100.40 61.37 18.31 42.15 42.15 40.15 40.15 39.01 38.49 58.30 68.36 67.41 66.49 65.61 62.86 64.76 64.69 29.60 34.17 39.02 36.59 45.38 44.25 50.24 39.37 41.57 76.81 40.82 26.19 51.93 24.15 24.16 87.21
18.25 19.98 20.32 54.82 43.20 0.00 42.95 73.05 67.64 63.95 61.54 62.00 62.73 90.87 91.60 87.87 86.68 88.75 80.40 30.65 61.80 65.52 101.15 115.24 105.38 109.36 11.55 12.44 54.32 59.35 24.51 100.96 112.78 120.10 126.01 30.80 8.68 24.78 44.72 19.01 73.14 77.91 51.21 79.67 74.58 98.92 111.14 102.85 106.84 84.21 87.61 18.02 85.80 72.78 100.91 115.12 124.05 116.67 60.62 42.16 85.96 96.18 103.58 88.87 70.42 68.07 75.11 77.84 73.13 90.94 119.28 112.91 107.81 117.22 96.96 102.85 104.68 97.66 68.77 40.49 15.35 15.35 12.45 12.45 12.99 10.11 28.78 30.05 28.56 27.11 25.69 21.23 24.32 24.17 52.91 54.55 56.67 55.56 63.48 65.41 70.81 78.85 82.91 53.56 55.73 63.10 36.38 53.88 56.34 85.29
53.59 53.44 50.65 83.28 4.87 42.95 0.00 75.11 71.30 27.47 21.61 22.39 70.34 81.57 90.85 85.52 113.32 115.21 107.62 63.56 91.32 94.53 97.29 115.31 102.00 105.48 54.09 52.48 20.06 25.70 66.04 90.54 103.08 90.29 95.32 20.30 34.30 52.61 77.01 47.66 73.68 77.40 8.27 78.57 83.78 88.96 106.18 96.89 100.47 80.73 83.60 48.41 77.97 81.79 90.81 114.98 92.23 92.29 19.58 17.38 43.07 91.56 91.23 117.57 75.64 74.00 79.04 45.87 47.23 61.67 87.66 106.53 89.38 92.34 71.04 74.73 75.27 104.92 66.06 22.75 43.62 43.62 41.31 41.31 37.34 39.33 55.69 69.47 68.42 67.40 66.41 63.27 65.45 65.36 34.45 39.00 43.83 41.41 50.23 49.12 55.10 37.30 40.35 73.23 35.95 23.03 48.31 19.60 19.93 91.70
90.98 92.93 93.33 47.45 70.54 73.05 75.11 0.00 5.52 65.18 71.50 70.92 12.08 153.95 159.55 154.91 58.75 59.76 56.04 103.03 52.07 52.40 167.76 184.11 172.35 176.14 79.68 83.98 62.14 60.54 90.42 163.55 176.09 163.94 168.43 58.22 72.04 97.74 53.74 91.74 141.04 145.51 77.84 7.71 13.90 161.78 177.35 168.31 172.15 150.53 153.76 90.94 19.71 12.78 163.72 183.89 164.82 167.26 73.85 57.82 95.85 24.24 37.47 65.56 140.20 138.03 144.58 120.26 122.34 136.24 160.51 178.33 164.27 167.25 146.02 149.28 149.45 29.98 10.51 52.38 57.82 57.82 60.60 60.60 82.33 63.25 101.77 67.70 68.57 69.46 70.39 73.79 71.35 71.53 42.76 38.08 33.16 35.62 29.58 33.32 30.90 103.47 101.72 126.44 109.58 94.94 106.19 94.67 94.60 17.06
85.52 87.49 87.94 43.20 66.83 67.64 71.30 5.52 0.00 63.12 69.04 68.51 7.02 149.39 154.66 150.08 57.13 58.30 53.90 97.55 48.33 48.97 162.98 179.18 167.55 171.36 74.17 78.50 59.37 58.23 84.90 159.04 171.57 160.69 165.30 53.79 66.81 92.35 48.86 86.38 136.11 140.62 74.46 13.01 14.02 157.25 172.62 163.62 167.47 145.74 148.98 85.56 23.98 12.31 159.20 178.97 161.79 163.57 71.24 54.16 94.15 29.71 42.25 63.74 135.14 132.95 139.55 116.76 118.45 132.72 157.42 173.66 160.18 163.60 142.33 145.77 146.05 33.65 10.37 48.55 52.38 52.38 55.20 55.20 77.09 57.88 96.39 62.34 63.17 64.04 64.95 68.30 65.89 66.07 40.01 35.45 30.72 33.08 28.25 32.30 30.88 100.88 99.49 121.08 105.31 91.70 101.05 90.90 90.97 20.41
78.06 78.38 76.07 89.05 23.91 63.95 27.47 65.18 63.12 0.00 8.19 7.27 64.93 104.77 116.07 110.54 115.01 116.65 110.16 89.10 96.91 99.45 121.51 140.10 126.21 129.44 75.49 75.36 9.63 5.70 88.39 112.90 125.17 101.38 105.25 33.51 56.10 78.63 86.13 73.15 99.76 103.14 22.74 66.02 77.05 111.57 129.79 120.51 123.82 105.67 108.29 73.63 61.25 75.23 113.28 139.72 101.28 107.45 11.32 22.10 31.32 75.25 70.53 120.48 102.38 100.86 105.51 60.47 66.20 76.03 97.25 129.67 108.27 107.15 86.87 88.54 87.98 94.58 54.77 25.77 58.55 58.55 57.64 57.64 62.04 56.98 82.02 84.57 83.98 83.42 82.90 81.37 82.41 82.39 23.92 27.97 32.44 30.19 35.80 32.65 37.28 39.04 36.58 100.64 59.93 34.77 75.73 40.39 38.56 82.16
74.31 74.38 71.81 91.79 19.08 61.54 21.61 71.50 69.04 8.19 0.00 0.96 70.24 96.71 108.29 102.73 119.03 120.74 113.93 84.80 99.77 102.52 113.54 132.20 118.24 121.43 73.06 72.32 10.38 11.07 85.66 104.77 117.02 93.77 97.80 32.41 53.28 74.01 87.89 68.83 92.23 95.51 15.48 72.88 82.81 103.46 121.75 112.47 115.76 97.85 100.41 69.46 68.81 80.92 105.16 131.82 93.94 99.45 3.14 21.80 27.59 82.82 78.61 124.22 95.12 93.69 98.12 52.37 58.00 68.01 89.81 121.58 100.09 99.18 78.79 80.61 80.14 101.21 61.25 26.83 58.10 58.10 56.73 56.73 58.08 55.62 77.20 84.46 83.71 83.00 82.31 80.21 81.66 81.62 29.10 33.59 38.38 35.98 42.58 39.79 44.78 32.00 30.60 94.63 52.10 26.60 69.72 32.44 30.48 88.56
74.92 75.02 72.47 91.68 19.73 62.00 22.39 70.92 68.51 7.27 0.96 0.00 69.79 97.67 109.25 103.69 118.77 120.46 113.70 85.48 99.64 102.37 114.50 133.16 119.20 122.39 73.53 72.86 10.19 10.41 86.17 105.72 117.97 94.53 98.53 32.68 53.78 74.71 87.89 69.50 93.18 96.46 16.39 72.22 82.31 104.41 122.70 113.43 116.71 98.80 101.37 70.12 68.04 80.43 106.11 132.78 94.65 100.30 4.09 21.93 27.68 82.05 77.74 123.99 96.06 94.61 99.06 53.24 58.94 68.87 90.54 122.54 101.00 100.03 79.66 81.44 80.95 100.59 60.64 26.82 58.34 58.34 57.02 57.02 58.70 55.97 77.92 84.68 83.95 83.25 82.58 80.55 81.95 81.91 28.62 33.06 37.82 35.44 41.92 39.07 44.01 32.63 31.05 95.47 53.06 27.51 70.56 33.40 31.44 87.97
80.33 82.38 83.05 36.32 66.08 62.73 70.34 12.08 7.02 64.93 70.24 69.79 0.00 146.70 151.22 146.78 52.32 53.65 48.61 92.17 41.73 42.58 159.80 175.62 164.32 168.18 68.59 73.15 60.22 59.75 78.91 156.47 168.94 160.37 165.17 51.79 62.61 87.51 41.84 81.65 132.62 137.19 74.22 19.78 13.50 154.63 169.53 160.63 164.52 142.54 145.83 80.73 30.99 11.50 156.60 175.43 161.80 162.53 72.21 53.63 96.21 36.23 49.26 58.68 131.29 129.06 135.77 116.13 117.15 132.00 157.35 170.71 158.42 162.62 141.30 145.06 145.52 35.98 16.14 47.80 47.38 47.38 50.39 50.39 72.83 53.24 91.50 55.67 56.56 57.49 58.46 62.03 59.47 59.65 41.20 36.96 32.65 34.78 31.64 35.90 35.50 101.70 100.84 116.29 103.30 91.59 97.03 89.89 90.21 22.96
81.07 78.65 75.48 145.69 86.43 90.87 81.57 153.95 149.39 104.77 96.71 97.67 146.70 0.00 18.50 14.11 177.53 179.61 171.24 77.33 152.58 156.32 17.85 36.92 22.25 24.97 93.39 87.65 100.43 105.35 94.83 10.09 22.26 54.83 60.65 95.76 86.81 71.86 135.39 74.72 22.64 19.05 82.72 158.52 159.98 8.06 25.05 15.83 19.05 12.19 10.74 76.33 159.26 158.01 10.06 36.44 62.31 40.71 93.59 98.37 96.32 172.59 172.77 179.49 30.16 31.95 26.88 50.79 40.68 43.49 58.96 24.99 24.24 42.07 36.14 42.75 46.50 182.62 146.01 102.81 103.96 103.96 100.46 100.46 78.01 97.21 69.76 118.35 116.63 114.91 113.19 107.32 111.47 111.25 115.87 120.27 124.92 122.59 131.60 130.67 136.67 77.53 85.10 55.57 45.64 71.39 55.54 64.44 66.23 169.44
78.72 76.22 73.64 145.70 95.59 91.60 90.85 159.55 154.66 116.07 108.29 109.25 151.22 18.50 0.00 5.73 177.08 179.16 170.78 72.32 152.03 155.78 10.72 24.68 14.10 18.08 91.81 85.97 110.57 115.87 90.66 21.71 26.94 72.87 78.50 102.18 89.20 69.46 134.79 73.61 18.63 14.04 93.44 164.77 164.14 20.17 20.34 14.60 18.04 10.58 8.86 75.07 166.87 162.22 21.05 24.41 80.43 57.87 105.25 106.63 111.31 179.70 181.57 178.32 22.03 24.41 17.26 66.83 55.87 61.39 77.26 23.05 40.75 59.31 54.59 61.25 65.00 187.15 152.45 110.38 105.96 105.96 102.53 102.53 79.44 99.35 66.52 116.48 114.73 112.98 111.23 105.26 109.48 109.25 124.19 128.30 132.68 130.48 139.64 139.22 145.31 92.75 100.42 46.99 56.19 84.51 55.23 75.93 78.22 174.17
75.73 73.24 70.48 142.28 90.29 87.87 85.52 154.91 150.08 110.54 102.73 103.69 146.78 14.11 5.73 0.00 173.82 175.90 167.51 70.08 148.76 152.51 13.28 29.80 17.59 21.53 88.67 82.83 105.16 110.43 88.26 19.64 27.43 68.94 74.73 97.31 85.08 66.43 131.51 70.26 14.81 10.01 87.94 160.01 159.79 17.76 23.27 15.64 19.56 4.89 3.50 71.76 161.88 157.86 19.09 29.49 76.42 54.55 99.67 101.47 105.59 174.80 176.40 175.25 19.98 22.24 15.57 61.16 50.16 56.11 73.06 25.32 37.68 55.94 49.75 56.59 60.33 182.74 147.64 105.33 101.98 101.98 98.53 98.53 75.49 95.32 63.70 113.50 111.75 110.01 108.26 102.30 106.51 106.28 119.04 123.20 127.63 125.41 134.55 134.06 140.14 87.02 94.70 45.75 50.63 78.82 51.53 70.33 72.59 169.71
